Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.9e-05,17.485664,[24 45] ; [68 33],[37.34117647 31.65882353] ; [54.65882353 46.34117647],1
p8,1,0.293283,1.104489,[24 42] ; [45 56],[27.26946108 38.73053892] ; [41.73053892 59.26946108],0
a2,1,0.315335,1.008199,[ 6 63] ; [14 88],[ 8.07017544 60.92982456] ; [11.92982456 90.07017544],0
n1,1,0.334971,0.929584,[13 16] ; [ 8 17],[11.27777778 17.72222222] ; [ 9.72222222 15.27777778],0
p9,1,0.352217,0.865455,[51 17] ; [81 19],[53.42857143 14.57142857] ; [78.57142857 21.42857143],0
p1,1,0.389816,0.739516,[ 9 60] ; [ 9 92],[ 7.30588235 61.69411765] ; [10.69411765 90.30588235],0
d1,1,0.438923,0.599096,[27 42] ; [46 56],[29.45614035 39.54385965] ; [43.54385965 58.45614035],0
a1,1,0.442476,0.589852,[ 7 62] ; [ 7 95],[ 5.64912281 63.35087719] ; [ 8.35087719 93.64912281],0
s6,1,0.465264,0.533202,[32 35] ; [53 46],[34.30722892 32.69277108] ; [50.69277108 48.30722892],0
n3,1,0.504785,0.444863,[21  9] ; [16 10],[19.82142857 10.17857143] ; [17.17857143  8.82142857],0
p5,1,0.536127,0.382766,[ 5 64] ; [10 90],[ 6.12426036 62.87573964] ; [ 8.87573964 91.12426036],0
u3,1,0.547891,0.36111,[12 17] ; [19 20],[13.22058824 15.77941176] ; [17.77941176 21.22058824],0
s4,1,0.603267,0.270096,[12 57] ; [21 81],[13.31578947 55.68421053] ; [19.68421053 82.31578947],0
u1,1,0.659301,0.194373,[ 3 66] ; [ 6 96],[ 3.63157895 65.36842105] ; [ 5.36842105 96.63157895],0
s7,1,0.680172,0.169932,[27 40] ; [36 61],[25.73780488 41.26219512] ; [37.26219512 59.73780488],0
v2,1,0.687581,0.161717,[25 41] ; [41 59],[26.24096386 39.75903614] ; [39.75903614 60.24096386],0
a3,1,0.700642,0.147805,[40 28] ; [63 39],[41.2 26.8] ; [61.8 40.2],0
s1,1,0.712541,0.135752,[ 2 67] ; [ 4 97],[ 2.43529412 66.56470588] ; [ 3.56470588 97.43529412],0
p12,1,0.725498,0.123286,[ 2 66] ; [ 4 97],[ 2.41420118 65.58579882] ; [ 3.58579882 97.41420118],0
s5,1,0.726414,0.12243,[16 49] ; [26 70],[16.95652174 48.04347826] ; [25.04347826 70.95652174],0
p7,1,0.748357,0.102917,[34 34] ; [52 47],[35.01796407 32.98203593] ; [50.98203593 48.01796407],0
a5,1,0.770811,0.084864,[37 32] ; [57 45],[37.92982456 31.07017544] ; [56.07017544 45.92982456],0
a8,1,0.785851,0.073822,[ 4 62] ; [ 7 91],[ 4.42682927 61.57317073] ; [ 6.57317073 91.42682927],0
p4,1,0.83018,0.045998,[32 35] ; [47 55],[31.31952663 35.68047337] ; [47.68047337 54.31952663],0
n4,1,0.841635,0.039921,[45 24] ; [65 37],[44.38596491 24.61403509] ; [65.61403509 36.38596491],0
s8,1,0.896497,0.016923,[21 48] ; [32 70],[21.38596491 47.61403509] ; [31.61403509 70.38596491],0
s3,1,0.92872,0.008002,[32 35] ; [48 54],[31.71597633 35.28402367] ; [48.28402367 53.71597633],0
p6,1,0.980603,0.000591,[22 43] ; [34 67],[21.92771084 43.07228916] ; [34.07228916 66.92771084],0
n2,1,0.98276,0.000467,[22  8] ; [19  7],[21.96428571  8.03571429] ; [19.03571429  6.96428571],0
