Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,3e-06,21.556418,[ 5 42] ; [21 15],[14.72289157 32.27710843] ; [11.27710843 24.72289157],1
s5,1,0.543298,0.369462,[ 7 40] ; [ 7 28],[ 8.02439024 38.97560976] ; [ 5.97560976 29.02439024],0
b4,1,0.610141,0.25997,[30 17] ; [21 15],[28.87951807 18.12048193] ; [22.12048193 13.87951807],0
r3,1,0.614485,0.253695,[40  7] ; [32  4],[40.77108434  6.22891566] ; [31.22891566  4.77108434],0
n6,1,0.630377,0.23155,[21 26] ; [18 18],[22.08433735 24.91566265] ; [16.91566265 19.08433735],0
d2,1,0.713287,0.135016,[19 28] ; [16 20],[19.81927711 27.18072289] ; [15.18072289 20.81927711],0
v2,1,0.718172,0.130251,[21 25] ; [15 21],[20.19512195 25.80487805] ; [15.80487805 20.19512195],0
v3,1,0.770834,0.084846,[12 31] ; [ 9 27],[11.43037975 31.56962025] ; [ 9.56962025 26.43037975],0
s6,1,0.771479,0.084356,[16 31] ; [13 22],[16.62195122 30.37804878] ; [12.37804878 22.62195122],0
p1,1,0.801073,0.063483,[ 2 44] ; [ 2 34],[ 2.24390244 43.75609756] ; [ 1.75609756 34.24390244],0
u3,1,0.815019,0.054736,[10  7] ; [11  9],[9.64864865 7.35135135] ; [11.35135135  8.64864865],0
s7,1,0.828382,0.046992,[10 30] ; [ 8 27],[ 9.6 30.4] ; [ 8.4 26.6],0
a1,1,0.848201,0.036639,[ 1 46] ; [ 1 35],[ 1.13253012 45.86746988] ; [ 0.86746988 35.13253012],0
u2,1,0.858424,0.03182,[9 8] ; [10 10],[8.72972973 8.27027027] ; [10.27027027  9.72972973],0
v1,1,0.891267,0.018687,[15 32] ; [12 24],[15.28915663 31.71084337] ; [11.71084337 24.28915663],0
s4,1,0.965896,0.001828,[ 8 39] ; [ 6 30],[ 7.92771084 39.07228916] ; [ 6.07228916 29.92771084],0
a6,1,0.970145,0.001401,[25 22] ; [19 17],[24.91566265 22.08433735] ; [19.08433735 16.91566265],0
s1,1,0.977018,0.00083,[ 4 43] ; [ 3 33],[ 3.96385542 43.03614458] ; [ 3.03614458 32.96385542],0
u1,1,0.977018,0.00083,[ 4 43] ; [ 3 33],[ 3.96385542 43.03614458] ; [ 3.03614458 32.96385542],0
