Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000897,11.029307,[10 21] ; [12  2],[15.15555556 15.84444444] ; [6.84444444 7.15555556],1
s3,1,0.001891,9.652283,[ 4 27] ; [8 6],[ 8.26666667 22.73333333] ; [ 3.73333333 10.26666667],0
p4,1,0.057712,3.601956,[15 16] ; [11  3],[17.91111111 13.08888889] ; [8.08888889 5.91111111],0
d4,1,0.068526,3.317972,[18 13] ; [12  2],[20.66666667 10.33333333] ; [9.33333333 4.66666667],0
d3,1,0.102023,2.673634,[14 17] ; [10  4],[16.53333333 14.46666667] ; [7.46666667 6.53333333],0
v1,1,0.16474,1.930167,[ 7 24] ; [6 8],[ 8.95555556 22.04444444] ; [4.04444444 9.95555556],0
p7,1,0.173249,1.854605,[11 20] ; [8 6],[13.08888889 17.91111111] ; [5.91111111 8.08888889],0
v3,1,0.237134,1.397552,[ 6 25] ; [5 9],[ 7.57777778 23.42222222] ; [ 3.42222222 10.57777778],0
d1,1,0.252709,1.308267,[ 8 23] ; [6 8],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
n4,1,0.25493,1.296083,[19 12] ; [11  3],[20.66666667 10.33333333] ; [9.33333333 4.66666667],0
v2,1,0.25577,1.291509,[10 21] ; [7 7],[11.71111111 19.28888889] ; [5.28888889 8.71111111],0
p3,1,0.25577,1.291509,[10 21] ; [7 7],[11.71111111 19.28888889] ; [5.28888889 8.71111111],0
b4,1,0.25577,1.291509,[21 10] ; [7 7],[19.28888889 11.71111111] ; [8.71111111 5.28888889],0
b5,1,0.292955,1.105991,[17 14] ; [10  4],[18.6 12.4] ; [8.4 5.6],0
a7,1,0.32233,0.979468,[16 15] ; [5 9],[14.46666667 16.53333333] ; [6.53333333 7.46666667],0
b1,1,0.32233,0.979468,[16 15] ; [5 9],[14.46666667 16.53333333] ; [6.53333333 7.46666667],0
r1,1,0.345753,0.888982,[11 20] ; [ 3 11],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
r4,1,0.345753,0.888982,[11 20] ; [ 3 11],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
n5,1,0.356354,0.850702,[24  7] ; [9 5],[22.73333333  8.26666667] ; [10.26666667  3.73333333],0
d5,1,0.357467,0.846774,[20 11] ; [7 7],[18.6 12.4] ; [8.4 5.6],0
a4,1,0.389463,0.740619,[ 8 23] ; [ 2 12],[ 6.88888889 24.11111111] ; [ 3.11111111 10.88888889],0
u2,1,0.408451,0.683304,[9 8] ; [2 4],[8.13043478 8.86956522] ; [2.86956522 3.13043478],0
s7,1,0.427752,0.62892,[ 7 22] ; [5 9],[ 8.09302326 20.90697674] ; [ 3.90697674 10.09302326],0
b3,1,0.45426,0.56,[ 8 12] ; [2 6],[ 7.14285714 12.85714286] ; [2.85714286 5.14285714],0
b2,1,0.45426,0.56,[ 8 12] ; [2 6],[ 7.14285714 12.85714286] ; [2.85714286 5.14285714],0
a6,1,0.456652,0.554088,[14 17] ; [8 6],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
a3,1,0.456652,0.554088,[14 17] ; [8 6],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
a5,1,0.456652,0.554088,[14 17] ; [8 6],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
s4,1,0.465082,0.533635,[ 4 27] ; [ 3 11],[ 4.82222222 26.17777778] ; [ 2.17777778 11.82222222],0
v4,1,0.49168,0.472847,[21 10] ; [8 6],[19.97777778 11.02222222] ; [9.02222222 4.97777778],0
