Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,9e-06,19.659375,[70 56] ; [66 11],[84.4137931 41.5862069] ; [51.5862069 25.4137931],1
s4,1,0.000302,13.060308,[ 13 114] ; [24 56],[ 22.70048309 104.29951691] ; [14.29951691 65.70048309],1
b5,1,0.000303,13.05065,[74 53] ; [26 54],[61.352657 65.647343] ; [38.647343 41.352657],1
p3,1,0.000313,12.99088,[49 76] ; [52 28],[61.58536585 63.41463415] ; [39.41463415 40.58536585],1
r4,1,0.000355,12.753667,[94 33] ; [75  5],[103.68599034  23.31400966] ; [65.31400966 14.68599034],1
p7,1,0.00038,12.628387,[68 55] ; [63 16],[79.76732673 43.23267327] ; [51.23267327 27.76732673],1
s2,1,0.000418,12.449569,[49 78] ; [51 29],[61.352657 65.647343] ; [38.647343 41.352657],1
d4,1,0.00091,11.003151,[89 38] ; [71  8],[98.6407767 28.3592233] ; [61.3592233 17.6407767],1
d5,1,0.00108,10.685768,[83 44] ; [68 11],[93.09223301 33.90776699] ; [57.90776699 21.09223301],0
r1,1,0.001908,9.635944,[79 48] ; [66 14],[88.96135266 38.03864734] ; [56.03864734 23.96135266],0
p6,1,0.002734,8.976694,[34 88] ; [38 40],[43.92 78.08] ; [28.08 49.92],0
d1,1,0.004428,8.099307,[52 75] ; [49 31],[61.96618357 65.03381643] ; [39.03381643 40.96618357],0
u3,1,0.0103,6.582215,[10 26] ; [11  6],[14.26415094 21.73584906] ; [ 6.73584906 10.26415094],0
s3,1,0.011657,6.362268,[62 63] ; [54 26],[70.73170732 54.26829268] ; [45.26829268 34.73170732],0
p5,1,0.036455,4.375702,[ 12 112] ; [16 64],[ 17.01960784 106.98039216] ; [10.98039216 69.01960784],0
p8,1,0.039755,4.228328,[57 67] ; [48 31],[64.13793103 59.86206897] ; [40.86206897 38.13793103],0
s8,1,0.040023,4.216921,[56 71] ; [47 33],[63.19323671 63.80676329] ; [39.80676329 40.19323671],0
r2,1,0.045646,3.994621,[107  17] ; [76  4],[111.23529412  12.76470588] ; [71.76470588  8.23529412],0
s7,1,0.049643,3.853478,[60 62] ; [50 29],[66.76616915 55.23383085] ; [43.23383085 35.76616915],0
a4,1,0.055797,3.658118,[51 76] ; [43 37],[57.67149758 69.32850242] ; [36.32850242 43.67149758],0
p4,1,0.059444,3.552826,[64 60] ; [52 28],[70.50980392 53.49019608] ; [45.49019608 34.50980392],0
b4,1,0.059686,3.546097,[64 63] ; [51 29],[70.55555556 56.44444444] ; [44.44444444 35.55555556],0
a5,1,0.063213,3.451018,[83 44] ; [62 18],[88.96135266 38.03864734] ; [56.03864734 23.96135266],0
v1,1,0.063852,3.434382,[63 61] ; [50 28],[69.36633663 54.63366337] ; [43.63366337 34.36633663],0
d3,1,0.064142,3.426909,[50 77] ; [42 38],[56.44444444 70.55555556] ; [35.55555556 44.44444444],0
p12,1,0.080972,3.045279,[  5 120] ; [ 8 71],[  7.96568627 117.03431373] ; [ 5.03431373 73.96568627],0
b2,1,0.125155,2.351595,[36 49] ; [28 22],[40.2962963 44.7037037] ; [23.7037037 26.2962963],0
b3,1,0.125155,2.351595,[36 49] ; [28 22],[40.2962963 44.7037037] ; [23.7037037 26.2962963],0
n6,1,0.146645,2.106802,[102  24] ; [70  9],[105.71707317  20.28292683] ; [66.28292683 12.71707317],0
d2,1,0.175678,1.833816,[56 71] ; [43 37],[60.73913043 66.26086957] ; [38.26086957 41.73913043],0
v4,1,0.176439,1.827366,[113  13] ; [76  4],[115.60194175  10.39805825] ; [73.39805825  6.60194175],0
a2,1,0.188999,1.725403,[  9 118] ; [10 70],[ 11.65700483 115.34299517] ; [ 7.34299517 72.65700483],0
a3,1,0.19353,1.690536,[91 36] ; [63 16],[94.94174757 32.05825243] ; [59.05825243 19.94174757],0
p1,1,0.21281,1.552208,[  8 118] ; [ 9 71],[ 10.39805825 115.60194175] ; [ 6.60194175 73.39805825],0
n2,1,0.224427,1.475838,[29 12] ; [17  3],[30.91803279 10.08196721] ; [15.08196721  4.91803279],0
a1,1,0.225187,1.471004,[  7 120] ; [ 8 72],[  9.20289855 117.79710145] ; [ 5.79710145 74.20289855],0
p10,1,0.230617,1.437051,[106  20] ; [72  8],[108.87378641  17.12621359] ; [69.12621359 10.87378641],0
r3,1,0.243179,1.362072,[115  12] ; [76  4],[117.18357488   9.81642512] ; [73.81642512  6.18357488],0
n3,1,0.319405,0.991379,[31 10] ; [12  7],[29.38333333 11.61666667] ; [13.61666667  5.38333333],0
p2,1,0.356124,0.851517,[100  23] ; [69 11],[102.39901478  20.60098522] ; [66.60098522 13.39901478],0
s1,1,0.381668,0.765322,[  4 122] ; [ 1 79],[  3.05825243 122.94174757] ; [ 1.94174757 78.05825243],0
p11,1,0.43192,0.617654,[107  20] ; [64 16],[104.91304348  22.08695652] ; [66.08695652 13.91304348],0
v2,1,0.543669,0.368782,[57 63] ; [41 38],[59.09547739 60.90452261] ; [38.90452261 40.09547739],0
u4,1,0.562225,0.335867,[  3 124] ; [ 3 77],[  3.68115942 123.31884058] ; [ 2.31884058 77.68115942],0
n1,1,0.653696,0.201272,[18 23] ; [10 10],[18.81967213 22.18032787] ; [ 9.18032787 10.81967213],0
n4,1,0.693842,0.154958,[100  27] ; [64 15],[101.10679612  25.89320388] ; [62.89320388 16.10679612],0
n5,1,0.741903,0.108461,[103  23] ; [66 13],[103.87317073  22.12682927] ; [65.12682927 13.87317073],0
b1,1,0.747614,0.103547,[59 68] ; [39 41],[60.12560386 66.87439614] ; [37.87439614 42.12560386],0
a6,1,0.753706,0.098443,[52 75] ; [31 49],[50.92270531 76.07729469] ; [32.07729469 47.92270531],0
v3,1,0.833544,0.044167,[48 75] ; [32 47],[48.71287129 74.28712871] ; [31.28712871 47.71287129],0
u2,1,0.85835,0.031853,[16 20] ; [8 9],[16.30188679 19.69811321] ; [7.69811321 9.30188679],0
u1,1,0.928251,0.008108,[  6 121] ; [ 4 76],[  6.1352657 120.8647343] ; [ 3.8647343 76.1352657],0
a8,1,0.934646,0.006724,[ 13 105] ; [ 9 70],[ 13.17766497 104.82233503] ; [ 8.82233503 70.17766497],0
