Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,88.409345,[46 90] ; [255  66],[89.57549234 46.42450766] ; [211.42450766 109.57549234],1
a5,1,0.0,28.016541,[66 72] ; [237  86],[90.70281996 47.29718004] ; [212.29718004 110.70281996],1
s7,1,8.3e-05,15.478401,[33 96] ; [141 167],[51.36384439 77.63615561] ; [122.63615561 185.36384439],1
p11,1,0.000258,13.35169,[73 65] ; [228  95],[90.10412148 47.89587852] ; [210.89587852 112.10412148],1
n6,1,0.000384,12.606498,[89 49] ; [257  64],[104.02614379  33.97385621] ; [241.97385621  79.02614379],1
s8,1,0.000489,12.155285,[ 30 107] ; [125 198],[46.16304348 90.83695652] ; [108.83695652 214.16304348],1
v3,1,0.001327,10.30527,[ 28 105] ; [113 196],[42.42760181 90.57239819] ; [ 98.57239819 210.42760181],0
a4,1,0.002424,9.196795,[48 90] ; [161 160],[62.83660131 75.16339869] ; [146.16339869 174.83660131],0
u1,1,0.002651,9.033337,[ 13 125] ; [ 68 255],[ 24.2472885 113.7527115] ; [ 56.7527115 266.2472885],0
n1,1,0.002724,8.983917,[15 52] ; [41 49],[23.89808917 43.10191083] ; [32.10191083 57.89808917],0
s4,1,0.003474,8.539958,[ 35 103] ; [ 45 275],[ 24.10480349 113.89519651] ; [ 55.89519651 264.10480349],0
p3,1,0.004606,8.027893,[ 30 107] ; [114 209],[42.88695652 94.11304348] ; [101.11304348 221.88695652],0
d5,1,0.004631,8.018182,[94 43] ; [260  62],[105.66013072  31.33986928] ; [248.33986928  73.66013072],0
a8,1,0.005933,7.57043,[  7 127] ; [ 42 250],[ 15.41314554 118.58685446] ; [ 33.58685446 258.41314554],0
p6,1,0.007409,7.170943,[ 19 117] ; [ 81 239],[ 29.8245614 106.1754386] ; [ 70.1754386 249.8245614],0
p12,1,0.00786,7.065029,[  1 136] ; [ 21 301],[  6.5664488 130.4335512] ; [ 15.4335512 306.5664488],0
