Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.603287,[ 6 20] ; [99 20],[18.82758621  7.17241379] ; [86.17241379 32.82758621],1
r3,1,9.6e-05,15.215616,[15 11] ; [106  13],[21.69655172  4.30344828] ; [99.30344828 19.69655172],1
v4,1,0.000363,12.711367,[17  9] ; [108  10],[22.56944444  3.43055556] ; [102.43055556  15.56944444],1
b1,1,0.000784,11.278819,[18  8] ; [40 79],[10.4 15.6] ; [47.6 71.4],1
r1,1,0.001356,10.264893,[10 16] ; [85 34],[17.03448276  8.96551724] ; [77.96551724 41.03448276],0
v2,1,0.010832,6.492754,[ 5 20] ; [55 60],[10.71428571 14.28571429] ; [49.28571429 65.71428571],0
u3,1,0.020564,5.363357,[ 3 10] ; [29 20],[6.70967742 6.29032258] ; [25.29032258 23.70967742],0
s6,1,0.02063,5.357802,[ 4 22] ; [46 71],[ 9.09090909 16.90909091] ; [40.90909091 76.09090909],0
p3,1,0.02672,4.908805,[ 3 22] ; [41 78],[ 7.63888889 17.36111111] ; [36.36111111 82.63888889],0
d5,1,0.043284,4.084262,[13 13] ; [84 35],[17.39310345  8.60689655] ; [79.60689655 39.39310345],0
n6,1,0.053209,3.737328,[12 14] ; [79 40],[16.31724138  9.68275862] ; [74.68275862 44.31724138],0
d4,1,0.122847,2.380644,[16 10] ; [90 28],[19.13888889  6.86111111] ; [86.86111111 31.13888889],0
n5,1,0.176204,1.82935,[12 14] ; [38 80],[ 9.02777778 16.97222222] ; [40.97222222 77.02777778],0
p2,1,0.179018,1.80576,[15 11] ; [84 34],[17.875  8.125] ; [81.125 36.875],0
p9,1,0.192051,1.70181,[14 11] ; [82 36],[16.78321678  8.21678322] ; [79.21678322 38.78321678],0
p7,1,0.20713,1.591375,[10 16] ; [61 56],[12.90909091 13.09090909] ; [58.09090909 58.90909091],0
p6,1,0.214921,1.537965,[ 2 23] ; [21 95],[ 4.07801418 20.92198582] ; [18.92198582 97.07801418],0
s5,1,0.229421,1.444444,[ 2 24] ; [20 97],[ 4. 22.] ; [18. 99.],0
v3,1,0.23246,1.425747,[ 4 22] ; [30 83],[ 6.35971223 19.64028777] ; [27.64028777 85.35971223],0
n2,1,0.232497,1.425521,[7 8] ; [27 15],[8.94736842 6.05263158] ; [25.05263158 16.94736842],0
p12,1,0.233856,1.417254,[ 1 25] ; [  1 118],[ 0.35862069 25.64137931] ; [  1.64137931 117.35862069],0
n1,1,0.256073,1.289862,[ 2 13] ; [12 31],[ 3.62068966 11.37931034] ; [10.37931034 32.62068966],0
p11,1,0.261744,1.259509,[14 12] ; [78 41],[16.49655172  9.50344828] ; [75.50344828 43.49655172],0
p10,1,0.264172,1.246762,[13 13] ; [73 45],[15.52777778 10.47222222] ; [70.47222222 47.52777778],0
n3,1,0.273658,1.19832,[8 7] ; [29 13],[9.73684211 5.26315789] ; [27.26315789 14.73684211],0
s4,1,0.277464,1.179469,[ 2 24] ; [ 19 100],[ 3.76551724 22.23448276] ; [ 17.23448276 101.76551724],0
p8,1,0.280831,1.163064,[ 8 17] ; [52 67],[10.41666667 14.58333333] ; [49.58333333 69.41666667],0
d1,1,0.288896,1.124758,[ 8 18] ; [50 69],[10.4 15.6] ; [47.6 71.4],0
v1,1,0.303616,1.058243,[ 7 19] ; [44 73],[ 9.27272727 16.72727273] ; [41.72727273 75.27272727],0
a6,1,0.307393,1.041843,[12 14] ; [68 51],[14.34482759 11.65517241] ; [65.65517241 53.34482759],0
p1,1,0.320305,0.987699,[ 2 24] ; [  4 114],[ 1.08333333 24.91666667] ; [  4.91666667 113.08333333],0
a3,1,0.383866,0.758283,[13 13] ; [70 48],[14.98611111 11.01388889] ; [68.01388889 49.98611111],0
p4,1,0.389327,0.741044,[ 8 18] ; [47 71],[ 9.93055556 16.06944444] ; [45.06944444 72.93055556],0
s3,1,0.399843,0.708798,[ 4 22] ; [27 91],[ 5.59722222 20.40277778] ; [25.40277778 92.59722222],0
s1,1,0.451904,0.565872,[ 2 24] ; [  5 114],[ 1.25517241 24.74482759] ; [  5.74482759 113.25517241],0
a7,1,0.467059,0.528924,[16 10] ; [82 37],[17.57241379  8.42758621] ; [80.42758621 38.57241379],0
a4,1,0.541023,0.373648,[ 9 17] ; [34 85],[ 7.71034483 18.28965517] ; [35.28965517 83.71034483],0
