Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.603287,[ 6 20] ; [99 20],[18.82758621  7.17241379] ; [86.17241379 32.82758621],1
p5,1,0.557233,0.344518,[ 2 23] ; [  6 113],[ 1.38888889 23.61111111] ; [  6.61111111 112.38888889],0
b5,1,0.585309,0.29773,[14 12] ; [71 48],[15.24137931 10.75862069] ; [69.75862069 49.24137931],0
u1,1,0.680366,0.169714,[ 1 25] ; [  7 112],[ 1.43448276 24.56551724] ; [  6.56551724 112.43448276],0
b4,1,0.699291,0.14921,[14 12] ; [69 50],[14.88275862 11.11724138] ; [68.11724138 50.88275862],0
s7,1,0.74193,0.108437,[ 5 17] ; [23 94],[ 4.43165468 17.56834532] ; [23.56834532 93.43165468],0
s8,1,0.807524,0.059351,[ 4 22] ; [ 16 102],[ 3.61111111 22.38888889] ; [ 16.38888889 101.61111111],0
a5,1,0.846016,0.037715,[13 13] ; [62 57],[13.44827586 12.55172414] ; [61.55172414 57.44827586],0
d2,1,0.856494,0.032703,[ 9 17] ; [39 80],[ 8.60689655 17.39310345] ; [39.39310345 79.60689655],0
a2,1,0.927861,0.008197,[ 3 23] ; [ 13 106],[ 2.86896552 23.13103448] ; [ 13.13103448 105.86896552],0
a8,1,0.930747,0.007552,[ 1 24] ; [  4 106],[ 0.92592593 24.07407407] ; [  4.07407407 105.92592593],0
u2,1,0.935529,0.006543,[7 6] ; [27 22],[7.12903226 5.87096774] ; [26.87096774 22.12903226],0
b3,1,0.970199,0.001396,[ 4 10] ; [16 41],[ 3.94366197 10.05633803] ; [16.05633803 40.94366197],0
b2,1,0.970199,0.001396,[ 4 10] ; [16 41],[ 3.94366197 10.05633803] ; [16.05633803 40.94366197],0
d3,1,0.975297,0.000959,[16 10] ; [73 45],[16.06944444  9.93055556] ; [72.93055556 45.06944444],0
