Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,83.398075,[235  25] ; [43 52],[203.6056338  56.3943662] ; [74.3943662 20.6056338],1
r2,1,0.0,29.165141,[246  12] ; [69 22],[232.86532951  25.13467049] ; [82.13467049  8.86532951],1
v4,1,0.0,26.782812,[239  18] ; [68 26],[224.78347578  32.21652422] ; [82.21652422 11.78347578],1
r3,1,2e-06,22.574033,[240  18] ; [70 24],[227.21590909  30.78409091] ; [82.78409091 11.21590909],1
s6,1,7.6e-05,15.644195,[140 116] ; [29 65],[123.61142857 132.38857143] ; [45.38857143 48.61142857],1
d4,1,8.2e-05,15.520434,[211  46] ; [59 36],[197.13068182  59.86931818] ; [72.86931818 22.13068182],1
a5,1,0.000114,14.885679,[181  79] ; [45 50],[165.52112676  94.47887324] ; [60.47887324 34.52112676],1
s8,1,0.000249,13.417761,[ 93 165] ; [15 80],[ 78.93484419 179.06515581] ; [29.06515581 65.93484419],1
v2,1,0.000302,13.058576,[134 111] ; [30 62],[119.22848665 125.77151335] ; [44.77151335 47.22848665],1
p2,1,0.000331,12.889035,[190  69] ; [50 44],[176.09065156  82.90934844] ; [63.90934844 30.09065156],1
u3,1,0.000415,12.464072,[44 35] ; [ 9 32],[34.89166667 44.10833333] ; [18.10833333 22.89166667],1
s7,1,0.000663,11.589751,[ 95 153] ; [17 74],[ 81.93510324 166.06489676] ; [30.06489676 60.93510324],1
d1,1,0.001203,10.485322,[138 122] ; [32 63],[124.50704225 135.49295775] ; [45.49295775 49.50704225],0
p1,1,0.001631,9.923982,[ 11 247] ; [13 81],[ 17.59090909 240.40909091] ; [ 6.40909091 87.59090909],0
s2,1,0.002826,8.916379,[101 157] ; [21 74],[ 89.16713881 168.83286119] ; [32.83286119 62.16713881],0
p7,1,0.003718,8.416763,[124 125] ; [30 63],[112.12280702 136.87719298] ; [41.87719298 51.12280702],0
v1,1,0.005935,7.569956,[119 136] ; [27 63],[107.91304348 147.08695652] ; [38.08695652 51.91304348],0
s5,1,0.00887,6.848821,[ 64 189] ; [11 80],[ 55.15988372 197.84011628] ; [19.84011628 71.15988372],0
a7,1,0.0106,6.531256,[182  77] ; [53 42],[171.93502825  87.06497175] ; [63.06497175 31.93502825],0
p11,1,0.01622,5.778917,[188  72] ; [56 39],[178.70422535  81.29577465] ; [65.29577465 29.70422535],0
u2,1,0.0165,5.748772,[43 34] ; [13 27],[36.85470085 40.14529915] ; [19.14529915 20.85470085],0
a4,1,0.019138,5.488886,[110 149] ; [27 67],[100.5184136 158.4815864] ; [36.4815864 57.5184136],0
d5,1,0.02131,5.301247,[198  61] ; [61 34],[189.49435028  69.50564972] ; [69.50564972 25.49435028],0
a3,1,0.022052,5.241703,[181  76] ; [54 40],[172.06552707  84.93447293] ; [62.93447293 31.06552707],0
d3,1,0.029021,4.766363,[155 104] ; [44 50],[146.00849858 112.99150142] ; [52.99150142 41.00849858],0
a8,1,0.029654,4.729225,[ 42 201] ; [ 7 83],[ 35.75675676 207.24324324] ; [13.24324324 76.75675676],0
s3,1,0.035033,4.443544,[125 131] ; [34 60],[116.29714286 139.70285714] ; [42.70285714 51.29714286],0
p10,1,0.040342,4.20343,[178  80] ; [52 39],[170.0286533  87.9713467] ; [59.9713467 31.0286533],0
a2,1,0.059031,3.564396,[ 56 204] ; [12 83],[ 49.8028169 210.1971831] ; [18.1971831 76.8028169],0
u1,1,0.062197,3.477822,[ 35 225] ; [ 6 89],[ 30.02816901 229.97183099] ; [10.97183099 84.02816901],0
n4,1,0.093046,2.820877,[185  74] ; [59 36],[178.51977401  80.48022599] ; [65.48022599 29.51977401],0
a6,1,0.137405,2.206784,[174  84] ; [56 39],[168.101983  89.898017] ; [61.898017 33.101983],0
v3,1,0.154978,2.02256,[ 88 161] ; [25 67],[ 82.51319648 166.48680352] ; [30.48680352 61.51319648],0
a1,1,0.168589,1.89545,[ 12 248] ; [ 8 87],[ 14.64788732 245.35211268] ; [ 5.35211268 89.64788732],0
p8,1,0.221242,1.496294,[ 87 167] ; [26 69],[ 82.24068768 171.75931232] ; [30.75931232 64.24068768],0
p12,1,0.227076,1.459086,[ 13 243] ; [ 2 92],[ 10.97142857 245.02857143] ; [ 4.02857143 89.97142857],0
n6,1,0.288127,1.128351,[193  64] ; [66 29],[189.09943182  67.90056818] ; [69.90056818 25.09943182],0
u4,1,0.291044,1.114788,[  2 258] ; [ 2 93],[  2.92957746 257.07042254] ; [ 1.07042254 93.92957746],0
n1,1,0.297049,1.087395,[33 48] ; [10 23],[30.55263158 50.44736842] ; [12.44736842 20.55263158],0
d2,1,0.366019,0.817137,[111 147] ; [35 58],[107.31623932 150.68376068] ; [38.68376068 54.31623932],0
n2,1,0.439019,0.598846,[59 23] ; [22 12],[57.25862069 24.74137931] ; [23.74137931 10.25862069],0
n5,1,0.480102,0.498631,[170  87] ; [59 36],[167.19602273  89.80397727] ; [61.80397727 33.19602273],0
b4,1,0.534003,0.386767,[160 100] ; [55 40],[157.46478873 102.53521127] ; [57.53521127 37.46478873],0
s1,1,0.544419,0.367411,[ 12 245] ; [ 3 91],[ 10.98290598 246.01709402] ; [ 4.01709402 89.98290598],0
n3,1,0.585082,0.298091,[53 26] ; [21 13],[51.73451327 27.26548673] ; [22.26548673 11.73451327],0
p6,1,0.622259,0.242705,[ 45 210] ; [14 77],[ 43.48265896 211.51734104] ; [15.51734104 75.48265896],0
p9,1,0.696472,0.152168,[184  71] ; [63 27],[182.56521739  72.43478261] ; [64.43478261 25.56521739],0
b1,1,0.707783,0.140501,[107 153] ; [37 58],[105.46478873 154.53521127] ; [38.53521127 56.46478873],0
b2,1,0.751263,0.100473,[55 93] ; [21 32],[55.960199 92.039801] ; [20.039801 32.960199],0
b3,1,0.751263,0.100473,[55 93] ; [21 32],[55.960199 92.039801] ; [20.039801 32.960199],0
p3,1,0.764522,0.089729,[ 59 200] ; [20 74],[ 57.9631728 201.0368272] ; [21.0368272 72.9631728],0
b5,1,0.909225,0.013,[157 103] ; [58 37],[157.46478873 102.53521127] ; [57.53521127 37.46478873],0
p5,1,0.991872,0.000104,[ 11 246] ; [ 4 90],[ 10.98290598 246.01709402] ; [ 4.01709402 89.98290598],0
