Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001276,10.376928,[33  4] ; [20 16],[26.8630137 10.1369863] ; [26.1369863  9.8630137],0
v4,1,0.01056,6.537948,[33  4] ; [23 13],[28.38356164  8.61643836] ; [27.61643836  8.38356164],0
b1,1,0.025626,4.981092,[11 26] ; [20 16],[15.71232877 21.28767123] ; [15.28767123 20.71232877],0
s6,1,0.031444,4.628571,[22 13] ; [13 22],[17.5 17.5] ; [17.5 17.5],0
r2,1,0.036149,4.390065,[34  2] ; [27  8],[30.92957746  5.07042254] ; [30.07042254  4.92957746],0
r3,1,0.036687,4.364898,[35  2] ; [28  8],[31.93150685  5.06849315] ; [31.06849315  4.93150685],0
u2,1,0.041794,4.143521,[5 9] ; [11  4],[7.72413793 6.27586207] ; [8.27586207 6.72413793],0
p11,1,0.042284,4.123788,[20 17] ; [11 25],[15.71232877 21.28767123] ; [15.28767123 20.71232877],0
s4,1,0.04259,4.111601,[14 23] ; [ 6 30],[10.1369863 26.8630137] ; [ 9.8630137 26.1369863],0
s1,1,0.042783,4.103955,[ 1 36] ; [ 6 30],[ 3.54794521 33.45205479] ; [ 3.45205479 32.54794521],0
a7,1,0.079665,3.071726,[24 13] ; [16 20],[20.2739726 16.7260274] ; [19.7260274 16.2739726],0
s5,1,0.092288,2.834012,[12 23] ; [ 5 26],[ 9.01515152 25.98484848] ; [ 7.98484848 23.01515152],0
u1,1,0.094983,2.78782,[ 5 32] ; [ 1 35],[ 3.04109589 33.95890411] ; [ 2.95890411 33.04109589],0
n4,1,0.100549,2.696807,[16 21] ; [ 9 27],[12.67123288 24.32876712] ; [12.32876712 23.67123288],0
a6,1,0.123561,2.371595,[20 17] ; [13 23],[16.7260274 20.2739726] ; [16.2739726 19.7260274],0
b3,1,0.125383,2.348762,[ 4 14] ; [10 12],[ 6.3 11.7] ; [ 7.7 14.3],0
b2,1,0.125383,2.348762,[ 4 14] ; [10 12],[ 6.3 11.7] ; [ 7.7 14.3],0
d3,1,0.128804,2.306856,[24 13] ; [17 19],[20.78082192 16.21917808] ; [20.21917808 15.78082192],0
s7,1,0.151347,2.05862,[14 22] ; [ 7 24],[11.28358209 24.71641791] ; [ 9.71641791 21.28358209],0
p10,1,0.274805,1.192604,[18 18] ; [13 22],[15.71830986 20.28169014] ; [15.28169014 19.71830986],0
v2,1,0.331137,0.944447,[20 17] ; [14 19],[17.97142857 19.02857143] ; [16.02857143 16.97142857],0
p4,1,0.34542,0.890212,[13 24] ; [ 9 27],[11.15068493 25.84931507] ; [10.84931507 25.15068493],0
s3,1,0.361125,0.833977,[12 25] ; [15 20],[13.875 23.125] ; [13.125 21.875],0
u3,1,0.36249,0.829248,[7 7] ; [10  5],[8.20689655 5.79310345] ; [8.79310345 6.20689655],0
p7,1,0.464863,0.53416,[11 26] ; [ 8 28],[ 9.63013699 27.36986301] ; [ 9.36986301 26.63013699],0
d4,1,0.494249,0.467263,[32  5] ; [29  7],[30.91780822  6.08219178] ; [30.08219178  5.91780822],0
n1,1,0.523094,0.407788,[3 8] ; [ 7 11],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
a1,1,0.539295,0.376848,[ 1 36] ; [ 2 34],[ 1.52054795 35.47945205] ; [ 1.47945205 34.52054795],0
a5,1,0.549009,0.359096,[19 18] ; [21 15],[20.2739726 16.7260274] ; [19.7260274 16.2739726],0
p9,1,0.551956,0.353825,[17 17] ; [15 20],[15.76811594 18.23188406] ; [16.23188406 18.76811594],0
r1,1,0.56466,0.331699,[25 12] ; [22 14],[23.82191781 13.17808219] ; [23.17808219 12.82191781],0
b4,1,0.565144,0.330876,[22 15] ; [19 17],[20.78082192 16.21917808] ; [20.21917808 15.78082192],0
b5,1,0.566119,0.32922,[24 13] ; [21 15],[22.80821918 14.19178082] ; [22.19178082 13.80821918],0
a4,1,0.566119,0.32922,[13 24] ; [15 21],[14.19178082 22.80821918] ; [13.80821918 22.19178082],0
a8,1,0.571791,0.319695,[ 2 35] ; [ 1 35],[ 1.52054795 35.47945205] ; [ 1.47945205 34.52054795],0
v3,1,0.610328,0.259697,[11 25] ; [ 8 24],[10.05882353 25.94117647] ; [ 8.94117647 23.05882353],0
n2,1,0.668129,0.183799,[7 4] ; [10  8],[6.44827586 4.55172414] ; [10.55172414  7.44827586],0
p8,1,0.732779,0.116575,[ 8 29] ; [ 9 27],[ 8.61643836 28.38356164] ; [ 8.38356164 27.61643836],0
d2,1,0.735838,0.113819,[15 22] ; [16 20],[15.71232877 21.28767123] ; [15.28767123 20.71232877],0
d5,1,0.736723,0.113028,[28  9] ; [26 10],[27.36986301  9.63013699] ; [26.63013699  9.36986301],0
a3,1,0.738201,0.111714,[23 14] ; [21 15],[22.30136986 14.69863014] ; [21.69863014 14.30136986],0
s8,1,0.771671,0.084211,[ 8 28] ; [ 7 29],[ 7.5 28.5] ; [ 7.5 28.5],0
v1,1,0.804489,0.061277,[12 24] ; [13 23],[12.5 23.5] ; [12.5 23.5],0
s2,1,0.810107,0.057739,[15 21] ; [14 22],[14.5 21.5] ; [14.5 21.5],0
p6,1,0.844749,0.038346,[ 7 30] ; [ 6 29],[ 6.68055556 30.31944444] ; [ 6.31944444 28.68055556],0
p3,1,0.883516,0.021466,[ 9 28] ; [ 8 27],[ 8.73611111 28.26388889] ; [ 8.26388889 26.73611111],0
d1,1,0.908081,0.013331,[18 19] ; [18 18],[18.24657534 18.75342466] ; [17.75342466 18.24657534],0
n3,1,0.952092,0.00361,[6 4] ; [10  7],[5.92592593 4.07407407] ; [10.07407407  6.92592593],0
a2,1,0.967244,0.001686,[ 4 33] ; [ 4 32],[ 4.05479452 32.94520548] ; [ 3.94520548 32.05479452],0
p12,1,0.968208,0.001589,[ 1 36] ; [ 1 34],[ 1.02777778 35.97222222] ; [ 0.97222222 34.02777778],0
