Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,29.54426,[107  35] ; [ 8 24],[93.85057471 48.14942529] ; [21.14942529 10.85057471],1
d2,1,4e-06,21.081976,[81 60] ; [ 4 28],[69.27745665 71.72254335] ; [15.72254335 16.27745665],1
d4,1,0.000416,12.457714,[126  14] ; [21 11],[119.65116279  20.34883721] ; [27.34883721  4.65116279],1
b3,1,0.000778,11.293905,[47 42] ; [ 2 17],[40.37962963 48.62037037] ; [ 8.62037037 10.37962963],1
b2,1,0.000778,11.293905,[47 42] ; [ 2 17],[40.37962963 48.62037037] ; [ 8.62037037 10.37962963],1
p10,1,0.001063,10.714056,[137   5] ; [25  6],[132.97109827   9.02890173] ; [29.02890173  1.97109827],0
s8,1,0.004036,8.267351,[95 45] ; [13 19],[87.90697674 52.09302326] ; [20.09302326 11.90697674],0
a4,1,0.004426,8.100011,[75 67] ; [ 8 24],[67.73563218 74.26436782] ; [15.26436782 16.73563218],0
p4,1,0.004741,7.975544,[116  25] ; [19 13],[110.02890173  30.97109827] ; [24.97109827  7.02890173],0
p3,1,0.004802,7.9525,[106  35] ; [16 16],[99.43352601 41.56647399] ; [22.56647399  9.43352601],0
a3,1,0.006154,7.504618,[112  29] ; [18 14],[105.95375723  35.04624277] ; [24.04624277  7.95375723],0
p9,1,0.006426,7.426675,[137   5] ; [26  5],[133.79190751   8.20809249] ; [29.20809249  1.79190751],0
d3,1,0.009883,6.655798,[107  34] ; [17 15],[101.06358382  39.93641618] ; [22.93641618  9.06358382],0
n6,1,0.015636,5.843315,[131   8] ; [26  6],[127.61988304  11.38011696] ; [29.38011696  2.61988304],0
u1,1,0.030322,4.69097,[ 33 109] ; [ 2 30],[ 28.56321839 113.43678161] ; [ 6.43678161 25.56321839],0
r4,1,0.041957,4.136931,[139   3] ; [29  3],[137.10344828   4.89655172] ; [30.89655172  1.10344828],0
a7,1,0.070569,3.269739,[103  39] ; [18 14],[98.74712644 43.25287356] ; [22.25287356  9.74712644],0
v2,1,0.084678,2.972745,[91 49] ; [15 16],[86.78362573 53.21637427] ; [19.21637427 11.78362573],0
n1,1,0.084695,2.972426,[ 9 13] ; [8 3],[11.33333333 10.66666667] ; [5.66666667 5.33333333],0
s4,1,0.098884,2.72345,[ 29 111] ; [11 21],[ 32.55813953 107.44186047] ; [ 7.44186047 24.55813953],0
a8,1,0.146911,2.104032,[ 18 116] ; [ 7 22],[ 20.55214724 113.44785276] ; [ 4.44785276 24.55214724],0
d5,1,0.172843,1.858114,[119  21] ; [24  8],[116.39534884  23.60465116] ; [26.60465116  5.39534884],0
s1,1,0.208883,1.579151,[  3 138] ; [ 2 30],[  4.07514451 136.92485549] ; [ 0.92485549 31.07514451],0
a1,1,0.257267,1.283406,[ 13 129] ; [ 1 31],[ 11.42528736 130.57471264] ; [ 2.57471264 29.42528736],0
n4,1,0.285395,1.141217,[118  24] ; [24  8],[115.88505747  26.11494253] ; [26.11494253  5.88505747],0
a6,1,0.30842,1.037431,[88 52] ; [17 15],[85.46511628 54.53488372] ; [19.53488372 12.46511628],0
p12,1,0.321503,0.982822,[ 23 118] ; [ 3 29],[ 21.19075145 119.80924855] ; [ 4.80924855 27.19075145],0
n5,1,0.333032,0.93707,[120  21] ; [25  7],[118.17919075  22.82080925] ; [26.82080925  5.17919075],0
r2,1,0.3363,0.924484,[138   4] ; [30  2],[137.10344828   4.89655172] ; [30.89655172  1.10344828],0
s3,1,0.346791,0.885163,[97 42] ; [25  7],[99.16959064 39.83040936] ; [22.83040936  9.16959064],0
p5,1,0.352425,0.864708,[44 98] ; [ 7 24],[ 41.86127168 100.13872832] ; [ 9.13872832 21.86127168],0
b4,1,0.396116,0.720084,[87 55] ; [17 15],[84.87356322 57.12643678] ; [19.12643678 12.87356322],0
v1,1,0.49207,0.471998,[97 44] ; [20 12],[95.3583815 45.6416185] ; [21.6416185 10.3583815],0
u2,1,0.517413,0.419048,[16 14] ; [6 8],[15. 15.] ; [7. 7.],0
b5,1,0.547944,0.361014,[66 76] ; [13 19],[64.47126437 77.52873563] ; [14.52873563 17.47126437],0
