Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,37.85191,[60  6] ; [ 9 21],[47.4375 18.5625] ; [21.5625  8.4375],1
v4,1,0.0,31.782455,[62  3] ; [13 16],[51.86170213 13.13829787] ; [23.13829787  5.86170213],1
p2,1,1e-06,23.708656,[55 11] ; [ 9 19],[44.93617021 21.06382979] ; [19.06382979  8.93617021],1
r2,1,0.000171,14.130051,[63  3] ; [18  9],[57.48387097  8.51612903] ; [23.51612903  3.48387097],1
a1,1,0.000337,12.852893,[ 1 65] ; [ 7 23],[ 5.5 60.5] ; [ 2.5 27.5],1
p11,1,0.000461,12.268433,[47 19] ; [10 20],[39.1875 26.8125] ; [17.8125 12.1875],1
p4,1,0.00086,11.107554,[33 33] ; [ 4 25],[25.70526316 40.29473684] ; [11.29473684 17.70526316],1
b5,1,0.005818,7.605874,[46 20] ; [12 18],[39.875 26.125] ; [18.125 11.875],0
n3,1,0.010961,6.471709,[12  3] ; [ 6 11],[8.4375 6.5625] ; [9.5625 7.4375],0
a5,1,0.017894,5.606475,[51 15] ; [16 14],[46.0625 19.9375] ; [20.9375  9.0625],0
p8,1,0.023521,5.129647,[24 41] ; [ 4 25],[19.36170213 45.63829787] ; [ 8.63829787 20.36170213],0
s6,1,0.025495,4.989947,[36 30] ; [ 9 21],[30.9375 35.0625] ; [14.0625 15.9375],0
d4,1,0.028578,4.792854,[51 14] ; [17 13],[46.52631579 18.47368421] ; [21.47368421  8.52631579],0
n5,1,0.038999,4.260892,[36 30] ; [23  7],[40.5625 25.4375] ; [18.4375 11.5625],0
p3,1,0.041844,4.141518,[28 38] ; [ 6 23],[23.62105263 42.37894737] ; [10.37894737 18.62105263],0
a7,1,0.044682,4.030617,[45 21] ; [14 16],[40.5625 25.4375] ; [18.4375 11.5625],0
u2,1,0.045607,3.996049,[14  4] ; [4 6],[11.57142857  6.42857143] ; [6.42857143 3.57142857],0
p9,1,0.052248,3.767824,[45 20] ; [14 15],[40.79787234 24.20212766] ; [18.20212766 10.79787234],0
p10,1,0.066073,3.37797,[39 26] ; [11 17],[34.94623656 30.05376344] ; [15.05376344 12.94623656],0
s8,1,0.075109,3.167677,[20 46] ; [ 4 26],[16.5 49.5] ; [ 7.5 22.5],0
n2,1,0.105832,2.615385,[15  2] ; [11  6],[13.  4.] ; [13.  4.],0
v1,1,0.116342,2.465893,[31 33] ; [ 9 20],[27.52688172 36.47311828] ; [12.47311828 16.52688172],0
p6,1,0.119353,2.425791,[16 48] ; [ 3 25],[13.2173913 50.7826087] ; [ 5.7826087 22.2173913],0
v3,1,0.158094,1.992368,[20 38] ; [ 6 24],[17.13636364 40.86363636] ; [ 8.86363636 21.13636364],0
s2,1,0.189127,1.724404,[24 41] ; [ 7 23],[21.21052632 43.78947368] ; [ 9.78947368 20.21052632],0
v2,1,0.213046,1.550606,[30 32] ; [10 19],[27.25274725 34.74725275] ; [12.74725275 16.25274725],0
b2,1,0.216981,1.524229,[ 9 28] ; [ 8 12],[11.03508772 25.96491228] ; [ 5.96491228 14.03508772],0
b3,1,0.216981,1.524229,[ 9 28] ; [ 8 12],[11.03508772 25.96491228] ; [ 5.96491228 14.03508772],0
d5,1,0.291311,1.113553,[50 15] ; [20 10],[47.89473684 17.10526316] ; [22.10526316  7.89473684],0
