Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,37.85191,[60  6] ; [ 9 21],[47.4375 18.5625] ; [21.5625  8.4375],1
d3,1,0.294537,1.098765,[42 23] ; [16 14],[39.68421053 25.31578947] ; [18.31578947 11.68421053],0
a6,1,0.2974,1.085818,[44 21] ; [17 13],[41.73684211 23.26315789] ; [19.26315789 10.73684211],0
a8,1,0.303825,1.057331,[11 49] ; [ 3 27],[ 9.33333333 50.66666667] ; [ 4.66666667 25.33333333],0
s4,1,0.310673,1.027811,[ 8 58] ; [ 6 24],[ 9.625 56.375] ; [ 4.375 25.625],0
d2,1,0.351395,0.868413,[28 37] ; [16 14],[30.10526316 34.89473684] ; [13.89473684 16.10526316],0
a2,1,0.359281,0.840404,[14 52] ; [ 4 26],[12.375 53.625] ; [ 5.625 24.375],0
s3,1,0.362661,0.828657,[33 31] ; [12 17],[30.96774194 33.03225806] ; [14.03225806 14.96774194],0
p5,1,0.41804,0.655819,[ 2 63] ; [ 2 28],[ 2.73684211 62.26315789] ; [ 1.26315789 28.73684211],0
s7,1,0.487367,0.482335,[22 39] ; [ 8 20],[20.56179775 40.43820225] ; [ 9.43820225 18.56179775],0
p1,1,0.504782,0.444868,[ 4 61] ; [ 3 27],[ 4.78947368 60.21052632] ; [ 2.21052632 27.78947368],0
b1,1,0.52444,0.405154,[35 31] ; [18 12],[36.4375 29.5625] ; [16.5625 13.4375],0
p7,1,0.547323,0.362134,[33 31] ; [13 16],[31.65591398 32.34408602] ; [14.34408602 14.65591398],0
a4,1,0.594449,0.28345,[28 38] ; [11 19],[26.8125 39.1875] ; [12.1875 17.8125],0
s5,1,0.61835,0.248193,[10 51] ; [ 6 23],[10.84444444 50.15555556] ; [ 5.15555556 23.84444444],0
b4,1,0.697732,0.150842,[38 28] ; [16 14],[37.125 28.875] ; [16.875 13.125],0
a3,1,0.708138,0.140144,[48 18] ; [20  9],[47.24210526 18.75789474] ; [20.75789474  8.24210526],0
s1,1,0.750917,0.100762,[ 3 60] ; [ 1 29],[ 2.70967742 60.29032258] ; [ 1.29032258 28.70967742],0
d1,1,0.846393,0.037528,[30 36] ; [13 17],[29.5625 36.4375] ; [13.4375 16.5625],0
n1,1,0.848698,0.036397,[7 9] ; [8 9],[7.27272727 8.72727273] ; [7.72727273 9.27272727],0
p12,1,0.934855,0.006681,[ 2 62] ; [ 1 28],[ 2.06451613 61.93548387] ; [ 0.93548387 28.06451613],0
