Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,83.830448,[266 116] ; [ 54 132],[215.21126761 166.78873239] ; [104.78873239  81.21126761],1
p6,1,0.0,54.356491,[196 187] ; [ 35 151],[155.48857645 227.51142355] ; [ 75.51142355 110.48857645],1
p4,1,0.0,45.302766,[290  93] ; [88 98],[254.43585237 128.56414763] ; [123.56414763  62.43585237],1
p3,1,0.0,44.627683,[254 130] ; [ 68 118],[216.92631579 167.07368421] ; [105.07368421  80.92631579],1
p2,1,0.0,40.274441,[356  27] ; [137  49],[331.84358524  51.15641476] ; [161.15641476  24.84358524],1
s5,1,2e-05,18.15176,[168 206] ; [ 45 129],[145.36861314 228.63138686] ; [ 67.63138686 106.36861314],1
s8,1,0.000937,10.948497,[212 171] ; [ 75 110],[193.52288732 189.47711268] ; [93.47711268 91.52288732],1
r1,1,0.002849,8.90177,[332  51] ; [142  43],[319.61619718  63.38380282] ; [154.38380282  30.61619718],0
s7,1,0.003057,8.773094,[219 149] ; [83 97],[202.80291971 165.19708029] ; [99.19708029 80.80291971],0
v3,1,0.005487,7.711363,[171 199] ; [ 60 118],[155.96715328 214.03284672] ; [ 75.03284672 102.96715328],0
a3,1,0.007038,7.263343,[324  61] ; [139  47],[312.18038529  72.81961471] ; [150.81961471  35.18038529],0
p10,1,0.008783,6.866377,[361  23] ; [163  23],[353.01052632  30.98947368] ; [170.98947368  15.01052632],0
d3,1,0.008987,6.825435,[290  94] ; [121  65],[276.88421053 107.11578947] ; [134.11578947  51.88421053],0
p5,1,0.009493,6.727557,[ 62 323] ; [ 15 169],[ 52.10017575 332.89982425] ; [ 24.89982425 159.10017575],0
a8,1,0.014983,5.918493,[ 63 284] ; [ 17 154],[ 53.59073359 293.40926641] ; [ 26.40926641 144.59073359],0
d5,1,0.017711,5.624511,[339  44] ; [151  35],[329.82425308  53.17574692] ; [160.17574692  25.82425308],0
