Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,8.2e-05,15.504503,[33 66] ; [21  7],[42.09448819 56.90551181] ; [11.90551181 16.09448819],1
v1,1,0.001657,9.895354,[30 70] ; [18 11],[37.20930233 62.79069767] ; [10.79069767 18.20930233],0
p10,1,0.01072,6.511106,[55 44] ; [23  5],[60.80314961 38.19685039] ; [17.19685039 10.80314961],0
b1,1,0.013542,6.096869,[50 50] ; [ 7 22],[44.18604651 55.81395349] ; [12.81395349 16.18604651],0
r1,1,0.054088,3.709983,[56 44] ; [22  7],[60.46511628 39.53488372] ; [17.53488372 11.46511628],0
p12,1,0.057557,3.60643,[ 1 99] ; [ 2 26],[ 2.34375 97.65625] ; [ 0.65625 27.34375],0
u2,1,0.088495,2.90154,[22 25] ; [7 2],[24.33928571 22.66071429] ; [4.66071429 4.33928571],0
n3,1,0.109606,2.559888,[28 17] ; [3 6],[25.83333333 19.16666667] ; [5.16666667 3.83333333],0
d4,1,0.121816,2.39381,[68 32] ; [24  5],[71.31782946 28.68217054] ; [20.68217054  8.31782946],0
a3,1,0.126689,2.332614,[53 47] ; [20  9],[56.58914729 43.41085271] ; [16.41085271 12.58914729],0
b5,1,0.132318,2.2651,[67 33] ; [15 14],[63.56589147 36.43410853] ; [18.43410853 10.56589147],0
b2,1,0.150122,2.071007,[11 40] ; [5 7],[12.95238095 38.04761905] ; [3.04761905 8.95238095],0
b3,1,0.150122,2.071007,[11 40] ; [5 7],[12.95238095 38.04761905] ; [3.04761905 8.95238095],0
p9,1,0.154762,2.024677,[63 35] ; [22  6],[66.11111111 31.88888889] ; [18.88888889  9.11111111],0
p5,1,0.167232,1.907586,[ 4 96] ; [ 3 25],[ 5.46875 94.53125] ; [ 1.53125 26.46875],0
s7,1,0.173858,1.849358,[17 79] ; [ 8 19],[19.51219512 76.48780488] ; [ 5.48780488 21.51219512],0
s1,1,0.180452,1.793901,[ 2 98] ; [ 2 27],[ 3.10077519 96.89922481] ; [ 0.89922481 28.10077519],0
s4,1,0.192905,1.695287,[14 86] ; [ 7 22],[16.27906977 83.72093023] ; [ 4.72093023 24.27906977],0
p2,1,0.200292,1.640247,[70 30] ; [16 12],[67.1875 32.8125] ; [18.8125  9.1875],0
p6,1,0.253411,1.304398,[25 74] ; [ 4 23],[22.78571429 76.21428571] ; [ 6.21428571 20.78571429],0
d3,1,0.270777,1.212805,[60 38] ; [21  8],[62.50393701 35.49606299] ; [18.49606299 10.50393701],0
n6,1,0.296509,1.089828,[69 31] ; [17 12],[66.66666667 33.33333333] ; [19.33333333  9.66666667],0
p1,1,0.338493,0.91613,[ 3 97] ; [ 2 27],[ 3.87596899 96.12403101] ; [ 1.12403101 27.87596899],0
s6,1,0.407924,0.684844,[34 65] ; [12 16],[35.85826772 63.14173228] ; [10.14173228 17.85826772],0
d2,1,0.475392,0.509416,[31 69] ; [ 7 22],[29.45736434 70.54263566] ; [ 8.54263566 20.45736434],0
a7,1,0.495505,0.46455,[65 34] ; [21  8],[66.515625 32.484375] ; [19.484375  9.515625],0
a5,1,0.529116,0.39609,[52 48] ; [17 12],[53.48837209 46.51162791] ; [15.51162791 13.48837209],0
r4,1,0.538859,0.377659,[70 30] ; [22  7],[71.31782946 28.68217054] ; [20.68217054  8.31782946],0
u3,1,0.548982,0.359144,[26 21] ; [4 5],[25.17857143 21.82142857] ; [4.82142857 4.17857143],0
r3,1,0.554389,0.349513,[84 16] ; [23  6],[82.94573643 17.05426357] ; [24.05426357  4.94573643],0
a6,1,0.592688,0.286165,[53 47] ; [17 12],[54.26356589 45.73643411] ; [15.73643411 13.26356589],0
n2,1,0.648614,0.207652,[28 16] ; [5 4],[27.39622642 16.60377358] ; [5.60377358 3.39622642],0
b4,1,0.65964,0.193961,[54 46] ; [17 12],[55.03875969 44.96124031] ; [15.96124031 13.03875969],0
s8,1,0.67965,0.170521,[14 85] ; [ 5 24],[14.6953125 84.3046875] ; [ 4.3046875 24.6953125],0
r2,1,0.740719,0.109496,[80 20] ; [24  5],[80.62015504 19.37984496] ; [23.37984496  5.62015504],0
a4,1,0.75807,0.094874,[27 73] ; [ 7 22],[26.35658915 73.64341085] ; [ 7.64341085 21.35658915],0
d1,1,0.766737,0.087999,[41 59] ; [11 18],[40.31007752 59.68992248] ; [11.68992248 17.31007752],0
p7,1,0.778762,0.078923,[47 53] ; [14 14],[47.65625 52.34375] ; [13.34375 14.65625],0
p8,1,0.796613,0.066427,[42 58] ; [11 17],[41.40625 58.59375] ; [11.59375 16.40625],0
p11,1,0.804129,0.061507,[63 37] ; [19 10],[63.56589147 36.43410853] ; [18.43410853 10.56589147],0
a2,1,0.806599,0.059935,[12 88] ; [ 3 26],[11.62790698 88.37209302] ; [ 3.37209302 25.62790698],0
v4,1,0.806599,0.059935,[88 12] ; [26  3],[88.37209302 11.62790698] ; [25.62790698  3.37209302],0
p4,1,0.825232,0.048762,[37 63] ; [11 17],[37.5 62.5] ; [10.5 17.5],0
p3,1,0.827627,0.047413,[30 70] ; [ 9 19],[30.46875 69.53125] ; [ 8.53125 19.46875],0
s2,1,0.856405,0.032744,[15 84] ; [ 4 25],[14.6953125 84.3046875] ; [ 4.3046875 24.6953125],0
a8,1,0.872703,0.025672,[ 4 90] ; [ 1 27],[ 3.85245902 90.14754098] ; [ 1.14754098 26.85245902],0
s5,1,0.907645,0.013458,[18 81] ; [ 5 24],[17.7890625 81.2109375] ; [ 5.2109375 23.7890625],0
n5,1,0.931169,0.00746,[35 64] ; [10 19],[34.8046875 64.1953125] ; [10.1953125 18.8046875],0
d5,1,0.940006,0.005664,[69 30] ; [20  9],[68.8359375 30.1640625] ; [20.1640625  8.8359375],0
u1,1,0.984639,0.000371,[ 7 93] ; [ 2 27],[ 6.97674419 93.02325581] ; [ 2.02325581 26.97674419],0
