Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,22.010115,[ 5 22] ; [53 22],[15.35294118 11.64705882] ; [42.64705882 32.35294118],1
n6,1,0.288771,1.125344,[21  6] ; [64 10],[22.72277228  4.27722772] ; [62.27722772 11.72277228],0
s6,1,0.331112,0.944544,[22  5] ; [64  8],[23.45454545  3.54545455] ; [62.54545455  9.45454545],0
p12,1,0.350818,0.870496,[ 1 26] ; [ 7 68],[ 2.11764706 24.88235294] ; [ 5.88235294 69.11764706],0
p11,1,0.383507,0.75943,[19  8] ; [59 16],[20.64705882  6.35294118] ; [57.35294118 17.64705882],0
p9,1,0.412493,0.671605,[25  2] ; [65 10],[23.82352941  3.17647059] ; [66.17647059  8.82352941],0
s3,1,0.424439,0.637992,[18  9] ; [56 19],[19.58823529  7.41176471] ; [54.41176471 20.58823529],0
n2,1,0.446248,0.580165,[10  1] ; [12  3],[9.30769231 1.69230769] ; [12.69230769  2.30769231],0
v2,1,0.451784,0.566173,[14 11] ; [35 39],[12.37373737 12.62626263] ; [36.62626263 37.37373737],0
a7,1,0.485897,0.485599,[15 11] ; [49 26],[16.47524752  9.52475248] ; [47.52475248 27.47524752],0
n1,1,0.500352,0.454189,[3 8] ; [6 9],[3.80769231 7.19230769] ; [5.19230769 9.80769231],0
u1,1,0.552901,0.352145,[ 4 23] ; [15 60],[ 5.02941176 21.97058824] ; [13.97058824 61.02941176],0
p10,1,0.566198,0.329086,[23  4] ; [67  8],[23.82352941  3.17647059] ; [66.17647059  8.82352941],0
v3,1,0.632142,0.229167,[10 17] ; [23 49],[ 9. 18.] ; [24. 48.],0
a6,1,0.662188,0.190877,[16 11] ; [48 27],[16.94117647 10.05882353] ; [47.05882353 27.94117647],0
s8,1,0.710306,0.137971,[14 13] ; [42 33],[14.82352941 12.17647059] ; [41.17647059 33.82352941],0
r3,1,0.727152,0.121743,[26  1] ; [70  4],[25.66336634  1.33663366] ; [70.33663366  3.66336634],0
r2,1,0.762237,0.091533,[25  2] ; [68  7],[24.61764706  2.38235294] ; [68.38235294  6.61764706],0
a1,1,0.784483,0.074792,[ 1 26] ; [ 2 73],[ 0.79411765 26.20588235] ; [ 2.20588235 72.79411765],0
u3,1,0.803316,0.06203,[6 5] ; [13  9],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
s2,1,0.819944,0.05181,[19  8] ; [51 24],[18.52941176  8.47058824] ; [51.47058824 23.52941176],0
r4,1,0.84788,0.036797,[23  4] ; [65 10],[23.29411765  3.70588235] ; [64.70588235 10.29411765],0
b5,1,0.936559,0.006335,[15 12] ; [41 34],[14.82352941 12.17647059] ; [41.17647059 33.82352941],0
s1,1,0.945775,0.004626,[ 1 26] ; [ 3 72],[ 1.05882353 25.94117647] ; [ 2.94117647 72.05882353],0
s7,1,1.0,0.0,[18  9] ; [48 24],[18.  9.] ; [48. 24.],0
u2,1,1.0,0.0,[5 6] ; [10 12],[5. 6.] ; [10. 12.],0
