Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.926719,[17 38] ; [93 44],[31.51041667 23.48958333] ; [78.48958333 58.51041667],1
b4,1,0.474514,0.511446,[33 23] ; [73 64],[30.75647668 25.24352332] ; [75.24352332 61.75647668],0
d3,1,0.477532,0.504493,[39 15] ; [91 45],[36.94736842 17.05263158] ; [93.05263158 42.94736842],0
a1,1,0.498331,0.458488,[ 1 55] ; [  5 132],[ 1.74093264 54.25906736] ; [  4.25906736 132.74093264],0
r1,1,0.51124,0.431528,[44 12] ; [100  35],[42.21989529 13.78010471] ; [101.78010471  33.21989529],0
a7,1,0.512446,0.42907,[39 17] ; [101  35],[40.83333333 15.16666667] ; [99.16666667 36.83333333],0
p8,1,0.515079,0.423734,[16 38] ; [47 89],[17.90526316 36.09473684] ; [45.09473684 90.90526316],0
n3,1,0.585699,0.297112,[17  6] ; [29 14],[16.03030303  6.96969697] ; [29.96969697 13.03030303],0
b1,1,0.716425,0.131944,[29 27] ; [67 70],[27.85492228 28.14507772] ; [68.14507772 68.85492228],0
d1,1,0.778177,0.079353,[29 27] ; [74 63],[29.88601036 26.11398964] ; [73.11398964 63.88601036],0
a3,1,0.798982,0.064854,[35 21] ; [87 48],[35.76963351 20.23036649] ; [86.23036649 48.76963351],0
a8,1,0.826697,0.047935,[ 6 47] ; [ 15 105],[ 6.43352601 46.56647399] ; [ 14.56647399 105.43352601],0
v2,1,0.833752,0.044054,[26 25] ; [66 68],[25.36216216 25.63783784] ; [66.63783784 67.36216216],0
p1,1,0.834662,0.043567,[ 4 52] ; [ 11 126],[ 4.35233161 51.64766839] ; [ 10.64766839 126.35233161],0
a2,1,0.89338,0.017964,[14 42] ; [ 33 104],[13.6373057 42.3626943] ; [ 33.3626943 103.6373057],0
s4,1,0.896312,0.016984,[12 44] ; [ 28 108],[11.66666667 44.33333333] ; [ 28.33333333 107.66666667],0
a4,1,0.905002,0.014243,[24 32] ; [60 77],[24.37305699 31.62694301] ; [59.62694301 77.37305699],0
d2,1,0.908613,0.013176,[28 27] ; [71 66],[28.359375 26.640625] ; [70.640625 66.359375],0
s3,1,0.915407,0.011283,[30 26] ; [74 62],[30.33333333 25.66666667] ; [73.66666667 62.33333333],0
