Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.010306,6.58125,[ 2 14] ; [18 18],[6.15384615 9.84615385] ; [13.84615385 22.15384615],0
b4,1,0.041356,4.161376,[12  4] ; [16 20],[8.61538462 7.38461538] ; [19.38461538 16.61538462],0
d3,1,0.071423,3.25,[ 5 11] ; [21 15],[8. 8.] ; [18. 18.],0
d2,1,0.076103,3.146218,[8 8] ; [ 9 27],[ 5.23076923 10.76923077] ; [11.76923077 24.23076923],0
s8,1,0.076103,3.146218,[8 8] ; [ 9 27],[ 5.23076923 10.76923077] ; [11.76923077 24.23076923],0
a5,1,0.105431,2.621399,[11  5] ; [16 20],[8.30769231 7.69230769] ; [18.69230769 17.30769231],0
p2,1,0.113767,2.501101,[9 7] ; [28  8],[11.38461538  4.61538462] ; [25.61538462 10.38461538],0
n4,1,0.131725,2.27206,[12  4] ; [19 17],[9.53846154 6.46153846] ; [21.46153846 14.53846154],0
p3,1,0.135244,2.23125,[ 3 13] ; [14 21],[ 5.33333333 10.66666667] ; [11.66666667 23.33333333],0
b1,1,0.165205,1.925926,[ 6 10] ; [21 15],[8.30769231 7.69230769] ; [18.69230769 17.30769231],0
p7,1,0.165205,1.925926,[ 6 10] ; [21 15],[8.30769231 7.69230769] ; [18.69230769 17.30769231],0
u3,1,0.18598,1.749177,[1 6] ; [ 8 11],[2.42307692 4.57692308] ; [ 6.57692308 12.42307692],0
a8,1,0.193348,1.691918,[ 4 11] ; [ 4 30],[ 2.44897959 12.55102041] ; [ 5.55102041 28.44897959],0
a6,1,0.208947,1.578711,[ 5 11] ; [18 18],[7.07692308 8.92307692] ; [15.92307692 20.07692308],0
s4,1,0.223559,1.481376,[ 1 15] ; [ 7 29],[ 2.46153846 13.53846154] ; [ 5.53846154 30.46153846],0
u2,1,0.234657,1.412406,[3 4] ; [13  6],[4.30769231 2.69230769] ; [11.69230769  7.30769231],0
p4,1,0.33025,0.947917,[7 9] ; [21 15],[8.61538462 7.38461538] ; [19.38461538 16.61538462],0
a4,1,0.351045,0.869676,[ 5 11] ; [ 7 29],[ 3.69230769 12.30769231] ; [ 8.30769231 27.69230769],0
n2,1,0.357197,0.847724,[3 3] ; [10  4],[3.9 2.1] ; [9.1 4.9],0
n5,1,0.370798,0.80099,[11  5] ; [20 16],[9.53846154 6.46153846] ; [21.46153846 14.53846154],0
p6,1,0.379489,0.772356,[ 5 11] ; [ 7 28],[ 3.76470588 12.23529412] ; [ 8.23529412 26.76470588],0
p12,1,0.385744,0.752315,[ 2 14] ; [ 2 34],[ 1.23076923 14.76923077] ; [ 2.76923077 33.23076923],0
s1,1,0.385744,0.752315,[ 2 14] ; [ 2 34],[ 1.23076923 14.76923077] ; [ 2.76923077 33.23076923],0
n3,1,0.394305,0.725624,[5 1] ; [9 5],[4.2 1.8] ; [9.8 4.2],0
s3,1,0.514453,0.425,[ 4 11] ; [13 23],[ 5. 10.] ; [12. 24.],0
b5,1,0.514723,0.424454,[10  6] ; [19 17],[8.92307692 7.07692308] ; [20.07692308 15.92307692],0
s5,1,0.541243,0.373241,[ 2 14] ; [ 7 29],[ 2.76923077 13.23076923] ; [ 6.23076923 29.76923077],0
d4,1,0.54789,0.361111,[12  4] ; [24 12],[11.07692308  4.92307692] ; [24.92307692 11.07692308],0
s6,1,0.54789,0.361111,[7 9] ; [19 17],[8. 8.] ; [18. 18.],0
a3,1,0.54789,0.361111,[9 7] ; [17 19],[8. 8.] ; [18. 18.],0
b3,1,0.61174,0.257649,[4 8] ; [ 5 15],[3.375 8.625] ; [ 5.625 14.375],0
b2,1,0.61174,0.257649,[4 8] ; [ 5 15],[3.375 8.625] ; [ 5.625 14.375],0
v2,1,0.634308,0.226264,[8 8] ; [15 20],[7.21568627 8.78431373] ; [15.78431373 19.21568627],0
p10,1,0.640131,0.218571,[11  4] ; [24 12],[10.29411765  4.70588235] ; [24.70588235 11.29411765],0
p5,1,0.700717,0.147727,[ 2 14] ; [ 6 30],[ 2.46153846 13.53846154] ; [ 5.53846154 30.46153846],0
v1,1,0.770675,0.084967,[ 6 10] ; [12 24],[ 5.53846154 10.46153846] ; [12.46153846 23.53846154],0
a1,1,0.794703,0.067708,[ 1 15] ; [ 3 33],[ 1.23076923 14.76923077] ; [ 2.76923077 33.23076923],0
d1,1,0.798662,0.065065,[ 5 11] ; [10 26],[ 4.61538462 11.38461538] ; [10.38461538 25.61538462],0
a7,1,0.816684,0.053737,[9 7] ; [19 17],[8.61538462 7.38461538] ; [19.38461538 16.61538462],0
p8,1,0.816684,0.053737,[7 9] ; [17 19],[7.38461538 8.61538462] ; [16.61538462 19.38461538],0
p11,1,0.826318,0.048148,[12  4] ; [28  8],[12.30769231  3.69230769] ; [27.69230769  8.30769231],0
n1,1,0.831359,0.045351,[2 4] ; [ 4 10],[1.8 4.2] ; [4.2 9.8],0
s2,1,0.845551,0.037946,[ 5 10] ; [11 25],[ 4.70588235 10.29411765] ; [11.29411765 24.70588235],0
p1,1,0.921037,0.009826,[ 1 15] ; [ 2 34],[ 0.92307692 15.07692308] ; [ 2.07692308 33.92307692],0
r1,1,0.923525,0.009215,[ 6 10] ; [13 23],[ 5.84615385 10.15384615] ; [13.15384615 22.84615385],0
d5,1,0.924303,0.009028,[10  6] ; [22 14],[9.84615385 6.15384615] ; [22.15384615 13.84615385],0
s7,1,0.927471,0.008286,[ 4 10] ; [ 9 24],[ 3.87234043 10.12765957] ; [ 9.12765957 23.87234043],0
p9,1,0.935429,0.006564,[11  4] ; [26 10],[10.88235294  4.11764706] ; [26.11764706  9.88235294],0
v3,1,1.0,0.0,[ 4 12] ; [ 9 27],[ 4. 12.] ; [ 9. 27.],0
n6,1,1.0,0.0,[10  5] ; [24 12],[10.  5.] ; [24. 12.],0
