Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,30.350999,[22 14] ; [17 97],[ 9.36 26.64] ; [29.64 84.36],1
s6,1,0.0,29.67666,[31  4] ; [41 73],[16.91275168 18.08724832] ; [55.08724832 58.91275168],1
s2,1,0.000118,14.830754,[24 12] ; [35 79],[14.16 21.84] ; [44.84 69.16],1
s7,1,0.000405,12.511233,[21 14] ; [29 78],[12.32394366 22.67605634] ; [37.67605634 69.32394366],1
r3,1,0.001954,9.592593,[34  2] ; [77 35],[27.  9.] ; [84. 28.],0
r4,1,0.002018,9.533523,[31  5] ; [66 48],[23.28 12.72] ; [73.72 40.28],0
s4,1,0.002061,9.494407,[13 23] ; [15 99],[ 6.72 29.28] ; [21.28 92.72],0
s3,1,0.003459,8.547822,[24 12] ; [43 68],[16.40816327 19.59183673] ; [50.59183673 60.40816327],0
p10,1,0.003943,8.309798,[24 10] ; [47 64],[16.64827586 17.35172414] ; [54.35172414 56.64827586],0
a8,1,0.008274,6.97314,[ 7 23] ; [ 7 98],[ 3.11111111 26.88888889] ; [10.88888889 94.11111111],0
v1,1,0.010471,6.552997,[18 17] ; [32 82],[11.74496644 23.25503356] ; [38.25503356 75.74496644],0
r2,1,0.022249,5.226224,[35  1] ; [90 20],[30.82191781  5.17808219] ; [94.17808219 15.82191781],0
p4,1,0.023707,5.115911,[15 20] ; [26 86],[ 9.76190476 25.23809524] ; [31.23809524 80.76190476],0
v4,1,0.050369,3.829118,[33  3] ; [86 26],[28.94594595  7.05405405] ; [90.05405405 21.94594595],0
p9,1,0.055163,3.677143,[24 11] ; [54 54],[19.09090909 15.90909091] ; [58.90909091 49.09090909],0
p6,1,0.075441,3.160478,[ 9 27] ; [14 97],[ 5.63265306 30.36734694] ; [17.36734694 93.63265306],0
p2,1,0.080262,3.059581,[24 12] ; [57 57],[19.44 16.56] ; [61.56 52.44],0
n6,1,0.082583,3.013322,[27  9] ; [66 46],[22.62162162 13.37837838] ; [70.37837838 41.62162162],0
d5,1,0.082894,3.007229,[29  7] ; [73 39],[24.81081081 11.18918919] ; [77.18918919 34.81081081],0
d3,1,0.104193,2.640167,[25 11] ; [60 51],[20.81632653 15.18367347] ; [64.18367347 46.81632653],0
r1,1,0.110469,2.547495,[27  8] ; [70 42],[23.0952381 11.9047619] ; [73.9047619 38.0952381],0
a7,1,0.110612,2.545458,[28  8] ; [71 41],[24.08108108 11.91891892] ; [74.91891892 37.08108108],0
