Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.005794,7.613407,[85  6] ; [42 12],[79.70344828 11.29655172] ; [47.29655172  6.70344828],0
b1,1,0.007268,7.205559,[28 64] ; [29 26],[35.67346939 56.32653061] ; [21.32653061 33.67346939],0
p11,1,0.010912,6.479601,[63 29] ; [26 29],[55.70068027 36.29931973] ; [33.29931973 21.70068027],0
p2,1,0.02139,5.294766,[68 23] ; [31 24],[61.70547945 29.29452055] ; [37.29452055 17.70547945],0
s5,1,0.026187,4.94363,[28 61] ; [ 8 46],[22.40559441 66.59440559] ; [13.59440559 40.40559441],0
p9,1,0.047714,3.920044,[63 26] ; [30 25],[57.47916667 31.52083333] ; [35.52083333 19.47916667],0
p4,1,0.070462,3.272228,[32 60] ; [27 27],[37.17808219 54.82191781] ; [21.82191781 32.17808219],0
p10,1,0.08067,3.051347,[59 31] ; [28 27],[54. 36.] ; [33. 22.],0
a2,1,0.118143,2.441769,[ 5 87] ; [ 7 48],[ 7.51020408 84.48979592] ; [ 4.48979592 50.51020408],0
s3,1,0.127185,2.326532,[35 57] ; [28 27],[39.42857143 52.57142857] ; [23.57142857 31.42857143],0
s1,1,0.130564,2.285788,[ 2 90] ; [ 4 51],[ 3.75510204 88.24489796] ; [ 2.24489796 52.75510204],0
r4,1,0.140888,2.168235,[72 20] ; [37 18],[68.21768707 23.78231293] ; [40.78231293 14.21768707],0
r3,1,0.1595,1.978964,[84  8] ; [46  9],[81.36054422 10.63945578] ; [48.63945578  6.36054422],0
u2,1,0.170178,1.881373,[18 23] ; [17 11],[20.79710145 20.20289855] ; [14.20289855 13.79710145],0
a4,1,0.185034,1.756724,[18 74] ; [16 39],[21.27891156 70.72108844] ; [12.72108844 42.27891156],0
s7,1,0.217534,1.520562,[25 65] ; [ 9 40],[22.01438849 67.98561151] ; [11.98561151 37.01438849],0
s6,1,0.224043,1.478283,[48 44] ; [23 32],[44.43537415 47.56462585] ; [26.56462585 28.43537415],0
a6,1,0.23167,1.43058,[51 41] ; [36 19],[54.44897959 37.55102041] ; [32.55102041 22.44897959],0
b5,1,0.23167,1.43058,[51 41] ; [36 19],[54.44897959 37.55102041] ; [32.55102041 22.44897959],0
n2,1,0.296562,1.089591,[25 14] ; [10 10],[23.13559322 15.86440678] ; [11.86440678  8.13559322],0
n3,1,0.301136,1.069157,[24 15] ; [15  5],[25.77966102 13.22033898] ; [13.22033898  6.77966102],0
s4,1,0.387935,0.745404,[26 66] ; [12 43],[23.78231293 68.21768707] ; [14.21768707 40.78231293],0
p8,1,0.392785,0.730303,[35 57] ; [24 29],[37.43448276 54.56551724] ; [21.56551724 31.43448276],0
u1,1,0.394263,0.725754,[ 5 87] ; [ 5 50],[ 6.2585034 85.7414966] ; [ 3.7414966 51.2585034],0
u3,1,0.396964,0.717505,[20 21] ; [16 11],[21.70588235 19.29411765] ; [14.29411765 12.70588235],0
r2,1,0.398074,0.714136,[80 12] ; [45 10],[78.23129252 13.76870748] ; [46.76870748  8.23129252],0
a1,1,0.412915,0.670391,[ 4 88] ; [ 1 54],[ 3.1292517 88.8707483] ; [ 1.8707483 53.1292517],0
d1,1,0.451425,0.567072,[36 56] ; [25 30],[38.17687075 53.82312925] ; [22.82312925 32.17687075],0
p1,1,0.524489,0.405058,[ 3 88] ; [ 3 52],[ 3.73972603 87.26027397] ; [ 2.26027397 52.73972603],0
a3,1,0.536873,0.381365,[50 42] ; [27 28],[48.19047619 43.80952381] ; [28.80952381 26.19047619],0
d2,1,0.546766,0.363142,[29 63] ; [20 35],[30.66666667 61.33333333] ; [18.33333333 36.66666667],0
d4,1,0.561226,0.337586,[64 28] ; [40 14],[65.53424658 26.46575342] ; [38.46575342 15.53424658],0
a8,1,0.599405,0.275894,[ 5 80] ; [ 2 50],[ 4.34306569 80.65693431] ; [ 2.65693431 49.34306569],0
s2,1,0.634829,0.225569,[35 56] ; [19 36],[33.65753425 57.34246575] ; [20.34246575 34.65753425],0
d3,1,0.652581,0.202662,[59 32] ; [33 21],[57.73793103 33.26206897] ; [34.26206897 19.73793103],0
a5,1,0.686022,0.163426,[42 50] ; [27 28],[43.18367347 48.81632653] ; [25.81632653 29.18367347],0
p3,1,0.692098,0.156823,[24 68] ; [16 39],[25.03401361 66.96598639] ; [14.96598639 40.03401361],0
n1,1,0.74651,0.104487,[11 29] ; [ 6 13],[11.52542373 28.47457627] ; [ 5.47457627 13.52542373],0
b2,1,0.800821,0.063647,[10 31] ; [ 7 25],[ 9.54794521 31.45205479] ; [ 7.45205479 24.54794521],0
b3,1,0.800821,0.063647,[10 31] ; [ 7 25],[ 9.54794521 31.45205479] ; [ 7.45205479 24.54794521],0
n5,1,0.811085,0.057134,[29 63] ; [16 38],[28.35616438 63.64383562] ; [16.64383562 37.35616438],0
s8,1,0.833424,0.044231,[22 70] ; [14 41],[22.53061224 69.46938776] ; [13.46938776 41.53061224],0
p5,1,0.839731,0.0409,[ 4 87] ; [ 2 52],[ 3.76551724 87.23448276] ; [ 2.23448276 51.76551724],0
v2,1,0.889931,0.019152,[31 58] ; [18 32],[31.37410072 57.62589928] ; [17.62589928 32.37410072],0
p7,1,0.898475,0.016279,[46 44] ; [26 26],[45.63380282 44.36619718] ; [26.36619718 25.63380282],0
b4,1,0.916454,0.011004,[51 41] ; [30 25],[50.69387755 41.30612245] ; [30.30612245 24.69387755],0
v3,1,0.944852,0.004785,[15 74] ; [ 9 43],[15.14893617 73.85106383] ; [ 8.85106383 43.14893617],0
d5,1,0.97616,0.000893,[61 30] ; [37 18],[61.08219178 29.91780822] ; [36.91780822 18.08219178],0
r1,1,0.976958,0.000834,[56 36] ; [33 21],[56.08219178 35.91780822] ; [32.91780822 21.08219178],0
a7,1,0.985851,0.000314,[63 28] ; [38 17],[62.95205479 28.04794521] ; [38.04794521 16.95205479],0
p6,1,0.991033,0.000126,[20 72] ; [12 43],[20.02721088 71.97278912] ; [11.97278912 43.02721088],0
