Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,28.423144,[76 62] ; [ 64 170],[51.93548387 86.06451613] ; [ 88.06451613 145.93548387],1
p2,1,0.000815,11.207609,[121  21] ; [168  72],[107.42931937  34.57068063] ; [181.57068063  58.42931937],1
p9,1,0.002399,9.216081,[113  27] ; [156  80],[100.15957447  39.84042553] ; [168.84042553  67.15957447],0
r1,1,0.002432,9.191173,[110  32] ; [150  90],[96.64921466 45.35078534] ; [163.35078534  76.64921466],0
p3,1,0.004313,8.147007,[64 77] ; [ 74 166],[51.07086614 89.92913386] ; [ 86.92913386 153.07086614],0
p10,1,0.005372,7.749765,[106  34] ; [147  91],[93.7037037 46.2962963] ; [159.2962963  78.7037037],0
a3,1,0.006844,7.313428,[98 44] ; [132 108],[85.4973822 56.5026178] ; [144.5026178  95.4973822],0
p4,1,0.011124,6.445352,[77 65] ; [ 98 142],[65.05235602 76.94764398] ; [109.94764398 130.05235602],0
s6,1,0.01214,6.290359,[78 63] ; [100 138],[66.22163588 74.77836412] ; [111.77836412 126.22163588],0
a2,1,0.014936,5.924005,[ 32 111] ; [ 31 210],[ 23.4609375 119.5390625] ; [ 39.5390625 201.4609375],0
u3,1,0.015728,5.833053,[29 16] ; [46 61],[22.20394737 22.79605263] ; [52.79605263 54.20394737],0
r4,1,0.017732,5.622447,[119  24] ; [175  66],[109.484375  33.515625] ; [184.515625  56.484375],0
a5,1,0.02414,5.08453,[99 44] ; [139 102],[88.63020833 54.36979167] ; [149.36979167  91.63020833],0
n5,1,0.024149,5.083895,[102  39] ; [145  93],[91.89182058 49.10817942] ; [155.10817942  82.89182058],0
v4,1,0.024201,5.080142,[129  12] ; [199  40],[121.70526316  19.29473684] ; [206.29473684  32.70526316],0
p8,1,0.027913,4.833412,[66 73] ; [ 86 153],[55.89417989 83.10582011] ; [ 96.10582011 142.89417989],0
b2,1,0.049634,3.853788,[32 51] ; [33 95],[25.56872038 57.43127962] ; [39.43127962 88.56872038],0
b3,1,0.049634,3.853788,[32 51] ; [33 95],[25.56872038 57.43127962] ; [39.43127962 88.56872038],0
r3,1,0.050155,3.836264,[129  12] ; [202  37],[122.81842105  18.18157895] ; [208.18157895  30.81842105],0
