Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,49.943098,[71  5] ; [ 4 16],[59.375 16.625] ; [15.625  4.375],1
n6,1,4.8e-05,16.535205,[70  6] ; [11  9],[64.125 11.875] ; [16.875  3.125],1
p2,1,0.001472,10.112861,[66 10] ; [11  9],[60.95833333 15.04166667] ; [16.04166667  3.95833333],0
r1,1,0.002781,8.945817,[65 11] ; [11  9],[60.16666667 15.83333333] ; [15.83333333  4.16666667],0
p10,1,0.010793,6.499003,[65 11] ; [12  8],[60.95833333 15.04166667] ; [16.04166667  3.95833333],0
p11,1,0.017686,5.627036,[64 12] ; [12  8],[60.16666667 15.83333333] ; [15.83333333  4.16666667],0
p9,1,0.022802,5.183556,[66 10] ; [13  7],[62.54166667 13.45833333] ; [16.45833333  3.54166667],0
p1,1,0.032607,4.566282,[ 6 70] ; [ 5 15],[ 8.70833333 67.29166667] ; [ 2.29166667 17.70833333],0
a1,1,0.066928,3.356806,[ 5 71] ; [ 4 16],[ 7.125 68.875] ; [ 1.875 18.125],0
s8,1,0.067913,3.332755,[44 32] ; [ 7 13],[40.375 35.625] ; [10.625  9.375],0
a6,1,0.069236,3.301053,[32 44] ; [ 4 16],[28.5 47.5] ; [ 7.5 12.5],0
v3,1,0.073711,3.198392,[33 43] ; [ 4 15],[29.6 46.4] ; [ 7.4 11.6],0
p4,1,0.089186,2.889004,[50 26] ; [ 9 11],[46.70833333 29.29166667] ; [12.29166667  7.70833333],0
p8,1,0.109554,2.560647,[45 30] ; [ 8 12],[41.84210526 33.15789474] ; [11.15789474  8.84210526],0
s4,1,0.113673,2.502395,[20 55] ; [ 9 11],[22.89473684 52.10526316] ; [ 6.10526316 13.89473684],0
b4,1,0.128201,2.314149,[47 29] ; [16  4],[49.875 26.125] ; [13.125  6.875],0
n3,1,0.143235,2.142857,[11  5] ; [3 5],[9.33333333 6.66666667] ; [4.66666667 3.33333333],0
n1,1,0.161178,1.963141,[ 6 10] ; [6 3],[7.68 8.32] ; [4.32 4.68],0
d4,1,0.166802,1.911449,[62 13] ; [19  1],[63.94736842 11.05263158] ; [17.05263158  2.94736842],0
b5,1,0.171924,1.866089,[22 54] ; [ 9 11],[24.54166667 51.45833333] ; [ 6.45833333 13.54166667],0
r4,1,0.177696,1.816786,[69  7] ; [16  4],[67.29166667  8.70833333] ; [17.70833333  2.29166667],0
s7,1,0.185019,1.756844,[48 27] ; [ 9 10],[45.4787234 29.5212766] ; [11.5212766  7.4787234],0
v1,1,0.224845,1.473175,[47 28] ; [ 9 10],[44.68085106 30.31914894] ; [11.31914894  7.68085106],0
a3,1,0.244033,1.357143,[58 18] ; [12  7],[56. 20.] ; [14.  5.],0
p7,1,0.259381,1.272056,[58 17] ; [13  7],[56.05263158 18.94736842] ; [14.94736842  5.05263158],0
v4,1,0.436178,0.606316,[72  4] ; [18  2],[71.25  4.75] ; [18.75  1.25],0
d1,1,0.458745,0.548956,[45 31] ; [10 10],[43.54166667 32.45833333] ; [11.45833333  8.54166667],0
u2,1,0.470989,0.519655,[9 8] ; [3 5],[8.16 8.84] ; [3.84 4.16],0
b2,1,0.49924,0.456552,[24 25] ; [5 8],[22.91935484 26.08064516] ; [6.08064516 6.91935484],0
b3,1,0.49924,0.456552,[24 25] ; [5 8],[22.91935484 26.08064516] ; [6.08064516 6.91935484],0
n2,1,0.524471,0.405093,[14  2] ; [7 2],[13.44  2.56] ; [7.56 1.44],0
p12,1,0.535227,0.384459,[ 7 68] ; [ 1 19],[ 6.31578947 68.68421053] ; [ 1.68421053 18.31578947],0
a4,1,0.543539,0.36902,[40 36] ; [ 9 11],[38.79166667 37.20833333] ; [10.20833333  9.79166667],0
u3,1,0.555126,0.348214,[9 9] ; [5 3],[9.69230769 8.30769231] ; [4.30769231 3.69230769],0
p3,1,0.637587,0.221912,[45 31] ; [13  7],[45.91666667 30.08333333] ; [12.08333333  7.91666667],0
a5,1,0.650301,0.205521,[57 19] ; [14  6],[56.20833333 19.79166667] ; [14.79166667  5.20833333],0
r2,1,0.657752,0.196266,[70  6] ; [19  1],[70.45833333  5.54166667] ; [18.54166667  1.45833333],0
s6,1,0.708474,0.139806,[61 12] ; [16  4],[60.44086022 12.55913978] ; [16.55913978  3.44086022],0
s3,1,0.722283,0.126316,[50 26] ; [14  6],[50.66666667 25.33333333] ; [13.33333333  6.66666667],0
d5,1,0.782208,0.07642,[62 13] ; [16  4],[61.57894737 13.42105263] ; [16.42105263  3.57894737],0
s2,1,0.795208,0.067368,[48 28] ; [12  8],[47.5 28.5] ; [12.5  7.5],0
s1,1,0.833973,0.043936,[ 3 73] ; [ 1 19],[ 3.16666667 72.83333333] ; [ 0.83333333 19.16666667],0
p6,1,0.873629,0.025297,[34 41] ; [ 9 10],[34.30851064 40.69148936] ; [ 8.69148936 10.30851064],0
d2,1,0.899218,0.01604,[43 33] ; [11  9],[42.75 33.25] ; [11.25  8.75],0
b1,1,0.916585,0.01097,[39 37] ; [10 10],[38.79166667 37.20833333] ; [10.20833333  9.79166667],0
v2,1,0.957744,0.002807,[38 37] ; [10 10],[37.89473684 37.10526316] ; [10.10526316  9.89473684],0
d3,1,1.0,0.0,[38 38] ; [10 10],[38. 38.] ; [10. 10.],0
