Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,35.605772,[262   7] ; [6 4],[258.39426523  10.60573477] ; [9.60573477 0.39426523],1
r4,1,0.0,35.238555,[259  12] ; [5 5],[254.60498221  16.39501779] ; [9.39501779 0.60498221],1
r1,1,0.006696,7.352791,[226  45] ; [5 5],[222.77935943  48.22064057] ; [8.22064057 1.77935943],0
d3,1,0.012174,6.285314,[202  66] ; [4 6],[198.58992806  69.41007194] ; [7.41007194 2.58992806],0
d4,1,0.021352,5.29786,[232  37] ; [6 4],[229.46953405  39.53046595] ; [8.53046595 1.46953405],0
s3,1,0.055021,3.681444,[161 108] ; [9 1],[163.90681004 105.09318996] ; [6.09318996 3.90681004],0
a7,1,0.07497,3.170711,[202  67] ; [5 5],[199.58064516  69.41935484] ; [7.41935484 2.58064516],0
d1,1,0.079393,3.077282,[181  90] ; [4 6],[178.41637011  92.58362989] ; [6.58362989 3.41637011],0
p8,1,0.12663,2.333333,[195  75] ; [5 5],[192.85714286  77.14285714] ; [7.14285714 2.85714286],0
b5,1,0.151315,2.058943,[155 116] ; [8 2],[157.19928826 113.80071174] ; [5.80071174 4.19928826],0
a8,1,0.155925,2.013307,[ 34 211] ; [3 7],[ 35.54901961 209.45098039] ; [1.45098039 8.54901961],0
a4,1,0.178448,1.810498,[140 131] ; [3 7],[137.91103203 133.08896797] ; [5.08896797 4.91103203],0
b1,1,0.1938,1.688492,[107 164] ; [6 4],[108.97864769 162.02135231] ; [4.02135231 5.97864769],0
d5,1,0.195528,1.675469,[228  40] ; [7 3],[226.54676259  41.45323741] ; [8.45323741 1.54676259],0
v2,1,0.206717,1.594271,[160 106] ; [8 2],[161.91304348 104.08695652] ; [6.08695652 3.91304348],0
a3,1,0.215496,1.534116,[207  62] ; [6 4],[205.3655914  63.6344086] ; [7.6344086 2.3655914],0
s7,1,0.218884,1.511675,[167  92] ; [4 5],[165.25746269  93.74253731] ; [5.74253731 3.25746269],0
p11,1,0.235547,1.407048,[228  43] ; [7 3],[226.63701068  44.36298932] ; [8.36298932 1.63701068],0
b2,1,0.257532,1.281977,[78 94] ; [2 6],[76.44444444 95.55555556] ; [3.55555556 4.44444444],0
b3,1,0.257532,1.281977,[78 94] ; [2 6],[76.44444444 95.55555556] ; [3.55555556 4.44444444],0
u1,1,0.315961,1.005594,[ 64 207] ; [1 9],[ 62.68683274 208.31316726] ; [2.31316726 7.68683274],0
s4,1,0.359268,0.840451,[ 59 207] ; [1 9],[ 57.82608696 208.17391304] ; [2.17391304 7.82608696],0
s8,1,0.468626,0.525213,[158 112] ; [7 3],[159.10714286 110.89285714] ; [5.89285714 4.10714286],0
p7,1,0.505819,0.442707,[232  34] ; [8 2],[231.30434783  34.69565217] ; [8.69565217 1.30434783],0
p12,1,0.513269,0.427397,[ 39 232] ; [2 7],[ 39.68214286 231.31785714] ; [1.31785714 7.68214286],0
u3,1,0.52582,0.402462,[42 22] ; [2 2],[41.41176471 22.58823529] ; [2.58823529 1.41176471],0
u2,1,0.571468,0.320233,[41 23] ; [2 2],[40.47058824 23.52941176] ; [2.52941176 1.47058824],0
a2,1,0.576936,0.311214,[ 76 195] ; [2 8],[ 75.22419929 195.77580071] ; [2.77580071 7.22419929],0
n4,1,0.655059,0.199581,[230  41] ; [9 1],[230.49466192  40.50533808] ; [8.50533808 1.49466192],0
d2,1,0.678069,0.172308,[144 126] ; [6 4],[144.64285714 125.35714286] ; [5.35714286 4.64285714],0
v1,1,0.729975,0.119134,[175  93] ; [6 4],[174.48920863  93.51079137] ; [6.51079137 3.48920863],0
s5,1,0.795068,0.067462,[127 133] ; [4 5],[126.61710037 133.38289963] ; [4.38289963 4.61710037],0
v3,1,0.795182,0.067385,[117 148] ; [4 6],[116.6 148.4] ; [4.4 5.6],0
p4,1,0.80713,0.0596,[224  46] ; [8 2],[223.71428571  46.28571429] ; [8.28571429 1.71428571],0
s2,1,0.830039,0.046075,[171  99] ; [6 4],[170.67857143  99.32142857] ; [6.32142857 3.67857143],0
a6,1,0.838515,0.041532,[180  89] ; [7 3],[180.29749104  88.70250896] ; [6.70250896 3.29749104],0
p3,1,0.901714,0.015251,[184  86] ; [7 3],[184.17857143  85.82142857] ; [6.82142857 3.17857143],0
n6,1,0.90972,0.012858,[244  24] ; [9 1],[243.89928058  24.10071942] ; [9.10071942 0.89928058],0
a5,1,0.937206,0.006207,[214  57] ; [8 2],[214.09964413  56.90035587] ; [7.90035587 2.09964413],0
p5,1,0.959353,0.002597,[ 56 215] ; [2 8],[ 55.93594306 215.06405694] ; [2.06405694 7.93594306],0
b4,1,0.970214,0.001394,[161 110] ; [6 4],[161.0569395 109.9430605] ; [5.9430605 4.0569395],0
