Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,46.146514,[145 116] ; [ 23 100],[114.1875 146.8125] ; [53.8125 69.1875],1
a3,1,0.0,43.84555,[200  62] ; [51 71],[171.25520833  90.74479167] ; [79.74479167 42.25520833],1
d1,1,0.0,42.265698,[161 102] ; [32 92],[131.16020672 131.83979328] ; [61.83979328 62.16020672],1
d2,1,0.0,38.414639,[142 117] ; [26 97],[113.90575916 145.09424084] ; [54.09424084 68.90575916],1
d5,1,1e-06,24.304317,[217  45] ; [74 50],[197.51813472  64.48186528] ; [93.48186528 30.51813472],1
d4,1,1e-06,23.414231,[215  47] ; [72 50],[195.81770833  66.18229167] ; [91.18229167 30.81770833],1
a6,1,1.4e-05,18.880148,[199  63] ; [67 57],[180.5492228  81.4507772] ; [85.4507772 38.5492228],1
u1,1,2.5e-05,17.755531,[ 54 209] ; [  5 119],[ 40.09560724 222.90439276] ; [ 18.90439276 105.09560724],1
r1,1,0.000108,14.99692,[205  56] ; [74 50],[189.14025974  71.85974026] ; [89.85974026 34.14025974],1
d3,1,0.000159,14.2572,[184  78] ; [62 61],[167.40779221  94.59220779] ; [78.59220779 44.40779221],1
a7,1,0.000825,11.183627,[198  65] ; [72 51],[183.96373057  79.03626943] ; [86.03626943 36.96373057],1
p10,1,0.001492,10.088116,[212  47] ; [82 40],[199.85826772  59.14173228] ; [94.14173228 27.85826772],0
n6,1,0.002186,9.3862,[231  30] ; [94 29],[220.8984375  40.1015625] ; [104.1015625  18.8984375],0
r4,1,0.002426,9.195537,[228  35] ; [92 32],[217.46770026  45.53229974] ; [102.53229974  21.46770026],0
p4,1,0.00351,8.521456,[154 107] ; [53 70],[140.6953125 120.3046875] ; [66.3046875 56.6953125],0
n4,1,0.00504,7.864906,[234  29] ; [97 27],[224.94315245  38.05684755] ; [106.05684755  17.94315245],0
r2,1,0.005278,7.781678,[243  17] ; [104  19],[235.5613577  24.4386423] ; [111.4386423  11.5613577],0
p11,1,0.00709,7.25002,[211  52] ; [84 40],[200.47803618  62.52196382] ; [94.52196382 29.47803618],0
p9,1,0.0078,7.07889,[215  42] ; [87 34],[205.32804233  51.67195767] ; [96.67195767 24.32804233],0
v2,1,0.013636,6.084681,[136 116] ; [47 70],[124.97560976 127.02439024] ; [58.02439024 58.97560976],0
p8,1,0.015131,5.901194,[129 128] ; [45 77],[117.98944591 139.01055409] ; [56.01055409 65.98944591],0
s7,1,0.046381,3.9677,[ 74 177] ; [23 94],[ 66.16032609 184.83967391] ; [30.83967391 86.16032609],0
p3,1,0.079113,3.08302,[119 141] ; [45 79],[111.04166667 148.95833333] ; [52.95833333 71.04166667],0
v4,1,0.091233,2.852477,[242  20] ; [107  16],[237.5012987  24.4987013] ; [111.4987013  11.5012987],0
p2,1,0.097484,2.746224,[212  48] ; [92 32],[205.83333333  54.16666667] ; [98.16666667 25.83333333],0
a1,1,0.120544,2.410236,[ 19 244] ; [  4 120],[ 15.63049096 247.36950904] ; [  7.36950904 116.63049096],0
r3,1,0.127513,2.322529,[236  25] ; [103  18],[231.62041885  29.37958115] ; [107.37958115  13.62041885],0
v3,1,0.169795,1.884751,[ 91 163] ; [35 87],[ 85.11702128 168.88297872] ; [40.88297872 81.11702128],0
s4,1,0.179976,1.797825,[ 33 224] ; [ 22 100],[ 37.29551451 219.70448549] ; [ 17.70448549 104.29551451],0
v1,1,0.222068,1.490954,[131 126] ; [54 68],[125.44854881 131.55145119] ; [59.55145119 62.44854881],0
u2,1,0.23992,1.381066,[33 29] ; [31 41],[29.6119403 32.3880597] ; [34.3880597 37.6119403],0
s3,1,0.259705,1.270331,[101 158] ; [55 67],[106.04724409 152.95275591] ; [49.95275591 72.04724409],0
s5,1,0.260763,1.264704,[ 66 190] ; [25 97],[ 61.62962963 194.37037037] ; [29.37037037 92.62962963],0
b1,1,0.32773,0.957847,[107 156] ; [44 80],[102.61757106 160.38242894] ; [48.38242894 75.61757106],0
p1,1,0.35321,0.861892,[ 27 236] ; [  9 114],[ 24.52849741 238.47150259] ; [ 11.47150259 111.52849741],0
b3,1,0.363675,0.825163,[53 98] ; [19 47],[ 50.10138249 100.89861751] ; [21.89861751 44.10138249],0
b2,1,0.363675,0.825163,[53 98] ; [19 47],[ 50.10138249 100.89861751] ; [21.89861751 44.10138249],0
n3,1,0.372897,0.793987,[43 17] ; [22 13],[41.05263158 18.94736842] ; [23.94736842 11.05263158],0
p6,1,0.435932,0.606968,[ 71 187] ; [38 83],[ 74.2005277 183.7994723] ; [34.7994723 86.2005277],0
p12,1,0.473811,0.513075,[ 15 245] ; [  5 119],[ 13.54166667 246.45833333] ; [  6.45833333 117.54166667],0
a8,1,0.511663,0.430664,[ 36 204] ; [14 99],[ 33.99433428 206.00566572] ; [16.00566572 96.99433428],0
b4,1,0.514248,0.425413,[152 111] ; [76 48],[154.94573643 108.05426357] ; [73.05426357 50.94573643],0
n2,1,0.54045,0.374707,[47 14] ; [25 10],[45.75 15.25] ; [26.25  8.75],0
b5,1,0.549899,0.357499,[159 104] ; [71 53],[156.30490956 106.69509044] ; [73.69509044 50.30490956],0
p5,1,0.642311,0.215733,[ 27 233] ; [ 11 113],[ 25.72916667 234.27083333] ; [ 12.27083333 111.72916667],0
p7,1,0.687889,0.16138,[150 108] ; [66 52],[148.21276596 109.78723404] ; [67.78723404 50.21276596],0
u3,1,0.778351,0.079224,[30 33] ; [33 40],[29.18382353 33.81617647] ; [33.81617647 39.18382353],0
s6,1,0.84737,0.037047,[137 119] ; [64 58],[136.12698413 119.87301587] ; [64.87301587 57.12698413],0
n1,1,0.922279,0.009519,[23 36] ; [14 21],[23.22340426 35.77659574] ; [13.77659574 21.22340426],0
s1,1,0.949042,0.004085,[  9 251] ; [  4 116],[  8.89473684 251.10526316] ; [  4.10526316 115.89473684],0
s2,1,0.960307,0.002477,[ 86 174] ; [41 82],[ 86.21409922 173.78590078] ; [40.78590078 82.21409922],0
