Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.005338,7.76107,[ 5 27] ; [6 4],[ 8.38095238 23.61904762] ; [2.61904762 7.38095238],0
s8,1,0.006659,7.362708,[ 2 31] ; [4 6],[ 4.60465116 28.39534884] ; [1.39534884 8.60465116],0
a2,1,0.006659,7.362708,[ 2 31] ; [4 6],[ 4.60465116 28.39534884] ; [1.39534884 8.60465116],0
r4,1,0.038561,4.280112,[ 2 31] ; [3 7],[ 3.8372093 29.1627907] ; [1.1627907 8.8372093],0
s7,1,0.06009,3.534897,[ 4 27] ; [4 6],[ 6.04878049 24.95121951] ; [1.95121951 8.04878049],0
a6,1,0.078741,3.090696,[16 17] ; [8 2],[18.41860465 14.58139535] ; [5.58139535 4.41860465],0
a3,1,0.078741,3.090696,[16 17] ; [8 2],[18.41860465 14.58139535] ; [5.58139535 4.41860465],0
v2,1,0.085712,2.953125,[ 7 25] ; [5 5],[ 9.14285714 22.85714286] ; [2.85714286 7.14285714],0
p1,1,0.09459,2.794472,[ 3 30] ; [3 7],[ 4.60465116 28.39534884] ; [1.39534884 8.60465116],0
s6,1,0.101066,2.688636,[ 6 27] ; [4 5],[ 7.85714286 25.14285714] ; [2.14285714 6.85714286],0
p6,1,0.11387,2.499677,[ 3 28] ; [3 7],[ 4.53658537 26.46341463] ; [1.46341463 8.53658537],0
p9,1,0.171814,1.867043,[14 17] ; [7 3],[15.87804878 15.12195122] ; [5.12195122 4.87804878],0
a1,1,0.183699,1.767444,[ 2 31] ; [2 8],[ 3.06976744 29.93023256] ; [0.93023256 9.06976744],0
p8,1,0.211522,1.560979,[ 4 27] ; [3 7],[ 5.29268293 25.70731707] ; [1.70731707 8.29268293],0
a7,1,0.328979,0.952912,[14 19] ; [6 4],[15.34883721 17.65116279] ; [4.65116279 5.34883721],0
p12,1,0.359221,0.840613,[ 1 32] ; [1 9],[ 1.53488372 31.46511628] ; [0.46511628 9.53488372],0
a4,1,0.359397,0.84,[ 8 24] ; [4 6],[ 9.14285714 22.85714286] ; [2.85714286 7.14285714],0
r2,1,0.360709,0.835422,[13 17] ; [6 4],[14.25 15.75] ; [4.75 5.25],0
b5,1,0.38548,0.753152,[18 15] ; [7 3],[19.18604651 13.81395349] ; [5.81395349 4.18604651],0
p4,1,0.442663,0.589371,[ 9 24] ; [4 6],[ 9.97674419 23.02325581] ; [3.02325581 6.97674419],0
d1,1,0.481456,0.495564,[14 19] ; [3 7],[13.04651163 19.95348837] ; [3.95348837 6.04651163],0
b1,1,0.52336,0.407267,[16 17] ; [6 4],[16.88372093 16.11627907] ; [5.11627907 4.88372093],0
d3,1,0.52336,0.407267,[16 17] ; [6 4],[16.88372093 16.11627907] ; [5.11627907 4.88372093],0
a5,1,0.52336,0.407267,[16 17] ; [6 4],[16.88372093 16.11627907] ; [5.11627907 4.88372093],0
s2,1,0.56444,0.332075,[ 7 26] ; [3 7],[ 7.6744186 25.3255814] ; [2.3255814 7.6744186],0
d2,1,0.580483,0.305455,[16 16] ; [4 6],[15.23809524 16.76190476] ; [4.76190476 5.23809524],0
n6,1,0.580483,0.305455,[16 16] ; [6 4],[16.76190476 15.23809524] ; [5.23809524 4.76190476],0
p11,1,0.637458,0.222082,[16 17] ; [4 6],[15.34883721 17.65116279] ; [4.65116279 5.34883721],0
b4,1,0.711465,0.136818,[21 12] ; [7 3],[21.48837209 11.51162791] ; [6.51162791 3.48837209],0
a8,1,0.715986,0.132371,[ 5 28] ; [2 8],[ 5.37209302 27.62790698] ; [1.62790698 8.37209302],0
p10,1,0.728886,0.120137,[14 18] ; [5 5],[14.47619048 17.52380952] ; [4.52380952 5.47619048],0
p2,1,0.74591,0.105,[11 21] ; [4 6],[11.42857143 20.57142857] ; [3.57142857 6.42857143],0
d5,1,0.760918,0.092584,[18 15] ; [6 4],[18.41860465 14.58139535] ; [5.58139535 4.41860465],0
s3,1,0.797817,0.065625,[11 21] ; [3 7],[10.66666667 21.33333333] ; [3.33333333 6.66666667],0
n4,1,0.843778,0.038834,[22 11] ; [7 3],[22.25581395 10.74418605] ; [6.74418605 3.25581395],0
p3,1,0.866236,0.028372,[ 9 24] ; [3 7],[ 9.20930233 23.79069767] ; [2.79069767 7.20930233],0
n5,1,0.866236,0.028372,[24  9] ; [7 3],[23.79069767  9.20930233] ; [7.20930233 2.79069767],0
d4,1,0.891717,0.018532,[19 14] ; [6 4],[19.18604651 13.81395349] ; [5.81395349 4.18604651],0
s1,1,0.930907,0.007517,[ 3 30] ; [1 9],[ 3.06976744 29.93023256] ; [0.93023256 9.06976744],0
b2,1,0.946969,0.004424,[ 8 15] ; [2 4],[ 7.93103448 15.06896552] ; [2.06896552 3.93103448],0
b3,1,0.946969,0.004424,[ 8 15] ; [2 4],[ 7.93103448 15.06896552] ; [2.06896552 3.93103448],0
p7,1,0.985417,0.000334,[10 23] ; [3 7],[ 9.97674419 23.02325581] ; [3.02325581 6.97674419],0
r3,1,1.0,0.0,[16 16] ; [5 5],[16. 16.] ; [5. 5.],0
