Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,290.465465,[645  36] ; [64 95],[574.79642857 106.20357143] ; [134.20357143  24.79642857],1
p11,1,0.0,79.215589,[585  97] ; [89 74],[543.98579882 138.01420118] ; [130.01420118  32.98579882],1
n5,1,0.0,43.470372,[533 146] ; [86 76],[499.76337693 179.23662307] ; [119.23662307  42.76337693],1
p2,1,0.0,25.799744,[588  92] ; [114  49],[566.2633452 113.7366548] ; [135.7366548  27.2633452],1
n6,1,1e-06,25.070847,[594  85] ; [116  46],[573.23424495 105.76575505] ; [136.76575505  25.23424495],1
p8,1,1e-06,24.294519,[380 294] ; [ 56 105],[351.93293413 322.06706587] ; [84.06706587 76.93293413],1
p7,1,3e-06,21.974966,[454 212] ; [78 83],[428.43047158 237.56952842] ; [103.56952842  57.43047158],1
s8,1,7e-06,20.226138,[327 352] ; [ 46 115],[301.50833333 377.49166667] ; [71.49166667 89.50833333],1
p4,1,1.1e-05,19.384938,[430 249] ; [72 90],[405.30083234 273.69916766] ; [96.69916766 65.30083234],1
s6,1,2.5e-05,17.73975,[474 196] ; [86 75],[451.50421179 218.49578821] ; [108.49578821  52.50421179],1
n4,1,8.2e-05,15.512674,[538 144] ; [104  58],[518.77251185 163.22748815] ; [123.22748815  38.77251185],1
p3,1,0.00012,14.797676,[362 318] ; [ 59 103],[340. 340.] ; [81. 81.],1
r4,1,0.00013,14.640763,[652  30] ; [143  20],[641.64497041  40.35502959] ; [153.35502959   9.64497041],1
s5,1,0.000132,14.614741,[240 416] ; [ 32 124],[219.74384236 436.25615764] ; [ 52.25615764 103.74384236],1
s2,1,0.000147,14.409795,[371 306] ; [61 99],[349.41935484 327.58064516] ; [82.58064516 77.41935484],1
s7,1,0.000195,13.875356,[341 312] ; [ 56 101],[320.05061728 332.94938272] ; [76.94938272 80.05061728],1
a5,1,0.000222,13.636399,[516 166] ; [100  63],[497.1739645 184.8260355] ; [118.8260355  44.1739645],1
v2,1,0.000784,11.27812,[386 264] ; [71 88],[367.18170581 282.81829419] ; [89.81829419 69.18170581],1
v1,1,0.000826,11.182799,[376 285] ; [68 93],[357.03649635 303.96350365] ; [86.96350365 74.03649635],1
a3,1,0.001556,10.011004,[497 183] ; [98 64],[480.52256532 199.47743468] ; [114.47743468  47.52256532],0
p12,1,0.001607,9.951791,[ 63 617] ; [  3 159],[ 53.30166271 626.69833729] ; [ 12.69833729 149.30166271],0
v3,1,0.003856,8.350572,[278 379] ; [ 46 109],[262.15270936 394.84729064] ; [61.84729064 93.15270936],0
a7,1,0.003899,8.330494,[510 170] ; [104  59],[495.27876631 184.72123369] ; [118.72123369  44.27876631],0
d1,1,0.004415,8.104787,[418 264] ; [80 83],[401.93609467 280.06390533] ; [96.06390533 66.93609467],0
p5,1,0.005914,7.576254,[ 84 593] ; [  8 155],[ 74.14761905 602.85238095] ; [ 17.85238095 145.14761905],0
b1,1,0.00601,7.54732,[239 443] ; [76 87],[254.23668639 427.76331361] ; [ 60.76331361 102.23668639],0
d5,1,0.006661,7.362045,[562 117] ; [119  43],[549.82045184 129.17954816] ; [131.17954816  30.82045184],0
a6,1,0.012819,6.193925,[480 200] ; [98 64],[466.79334917 213.20665083] ; [111.20665083  50.79334917],0
p6,1,0.012873,6.186536,[259 415] ; [ 44 114],[245.45913462 428.54086538] ; [ 57.54086538 100.45913462],0
r1,1,0.024637,5.049227,[564 116] ; [122  40],[554.01425178 125.98574822] ; [131.98574822  30.01425178],0
d4,1,0.025224,5.008469,[571 109] ; [124  38],[561.28266033 118.71733967] ; [133.71733967  28.28266033],0
r2,1,0.030424,4.6852,[654  24] ; [151  12],[648.97740785  29.02259215] ; [156.02259215   6.97740785],0
u2,1,0.030761,4.666247,[112  72] ; [28 34],[104.71544715  79.28455285] ; [35.28455285 26.71544715],0
d3,1,0.032116,4.592268,[482 197] ; [101  61],[470.6979786 208.3020214] ; [112.3020214  49.6979786],0
