Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,31.38967,[37 85] ; [161 103],[62.58031088 59.41968912] ; [135.41968912 128.58031088],1
b1,1,0.002212,9.364424,[61 63] ; [ 90 182],[47.28282828 76.71717172] ; [103.71717172 168.28282828],0
r3,1,0.002735,8.976249,[116   8] ; [268   3],[120.54683544   3.45316456] ; [263.45316456   7.54683544],0
a6,1,0.01967,5.440914,[76 48] ; [197  73],[85.91878173 38.08121827] ; [187.08121827  82.91878173],0
d4,1,0.020892,5.33575,[97 26] ; [238  33],[104.58121827  18.41878173] ; [230.41878173  40.58121827],0
d1,1,0.021109,5.317764,[69 55] ; [184  88],[79.22222222 44.77777778] ; [173.77777778  98.22222222],0
s4,1,0.02149,5.286586,[26 96] ; [ 33 235],[ 18.45641026 103.54358974] ; [ 40.54358974 227.45641026],0
p2,1,0.031974,4.599906,[100  23] ; [240  29],[106.68367347  16.31632653] ; [233.31632653  35.68367347],0
p3,1,0.04999,3.841784,[59 64] ; [157 111],[67.9488491 55.0511509] ; [148.0511509 119.9488491],0
a7,1,0.058769,3.571797,[83 41] ; [206  65],[90.72405063 33.27594937] ; [198.27594937  72.72405063],0
s1,1,0.072811,3.218496,[  7 114] ; [  6 261],[  4.05412371 116.94587629] ; [  8.94587629 258.05412371],0
a5,1,0.073203,3.209703,[93 31] ; [225  47],[99.57575758 24.42424242] ; [218.42424242  53.57575758],0
d3,1,0.099959,2.706195,[83 41] ; [203  68],[89.78227848 34.21772152] ; [196.21772152  74.78227848],0
d2,1,0.1205,2.410816,[58 66] ; [149 121],[65.14720812 58.85279188] ; [141.85279188 128.14720812],0
d5,1,0.138938,2.189679,[98 25] ; [232  39],[103.02030457  19.97969543] ; [226.97969543  44.02030457],0
p9,1,0.154886,2.023459,[104  20] ; [235  29],[108.34020619  15.65979381] ; [230.65979381  33.34020619],0
s7,1,0.159052,1.98322,[57 59] ; [147 111],[63.27272727 52.72727273] ; [140.72727273 117.27272727],0
u1,1,0.180303,1.795128,[ 23 101] ; [ 67 205],[28.18181818 95.81818182] ; [ 61.81818182 210.18181818],0
a3,1,0.219496,1.507661,[89 33] ; [213  58],[93.75063613 28.24936387] ; [208.24936387  62.75063613],0
n1,1,0.263863,1.248373,[15 12] ; [18 25],[12.72857143 14.27142857] ; [20.27142857 22.72857143],0
p12,1,0.297748,1.084255,[ 10 113] ; [ 31 236],[ 12.93076923 110.06923077] ; [ 28.06923077 238.93076923],0
u4,1,0.340892,0.907075,[  2 122] ; [  9 263],[  3.44444444 120.55555556] ; [  7.55555556 264.44444444],0
n6,1,0.341581,0.90449,[103  20] ; [234  34],[106.01278772  16.98721228] ; [230.98721228  37.01278772],0
r4,1,0.342987,0.899235,[118   6] ; [264   8],[119.61616162   4.38383838] ; [262.38383838   9.61616162],0
u2,1,0.363374,0.826199,[18 17] ; [36 23],[20.10638298 14.89361702] ; [33.89361702 25.10638298],0
p10,1,0.368624,0.808298,[101  22] ; [227  38],[103.97938144  19.02061856] ; [224.02061856  40.97938144],0
s3,1,0.387211,0.747683,[71 50] ; [143 122],[67.08290155 53.91709845] ; [146.91709845 118.08290155],0
p7,1,0.391591,0.733996,[81 40] ; [186  75],[84.57329843 36.42670157] ; [182.42670157  78.57329843],0
a2,1,0.416825,0.659249,[32 92] ; [ 81 191],[35.38383838 88.61616162] ; [ 77.61616162 194.38383838],0
v4,1,0.427626,0.629261,[118   5] ; [264   7],[119.25380711   3.74619289] ; [262.74619289   8.25380711],0
p6,1,0.482301,0.493656,[51 71] ; [120 143],[54.18701299 67.81298701] ; [116.81298701 146.18701299],0
