Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,91.619798,[28 96] ; [228  86],[72.47488584 51.52511416] ; [183.52511416 130.47488584],1
s3,1,0.0,71.572587,[37 87] ; [229  82],[75.82528736 48.17471264] ; [190.17471264 120.82528736],1
s7,1,0.0,56.94082,[31 89] ; [201 102],[65.81560284 54.18439716] ; [166.18439716 136.81560284],1
s8,1,0.0,47.119063,[34 91] ; [198 114],[66.36155606 58.63844394] ; [165.63844394 146.36155606],1
s5,1,0.0,34.841024,[23 99] ; [151 151],[50.06603774 71.93396226] ; [123.93396226 178.06603774],1
s4,1,4e-06,21.471356,[  6 119] ; [ 74 237],[ 22.93577982 102.06422018] ; [ 57.06422018 253.93577982],1
p4,1,4.4e-05,16.675185,[66 58] ; [230  83],[83.99084668 40.00915332] ; [212.00915332 100.99084668],1
p6,1,0.000349,12.78642,[35 89] ; [146 165],[51.5954023 72.4045977] ; [129.4045977 181.5954023],1
r4,1,0.00228,9.30894,[110  15] ; [302  13],[117.04545455   7.95454545] ; [294.95454545  20.04545455],0
u1,1,0.004129,8.226225,[ 21 104] ; [ 95 220],[32.95454545 92.04545455] ; [ 83.04545455 231.95454545],0
p12,1,0.004257,8.170646,[  5 120] ; [ 42 273],[ 13.35227273 111.64772727] ; [ 33.64772727 281.35227273],0
p3,1,0.005525,7.699197,[58 66] ; [192 121],[70.9382151 53.0617849] ; [179.0617849 133.9382151],0
b5,1,0.007069,7.255445,[64 61] ; [205 110],[76.42045455 48.57954545] ; [192.57954545 122.42045455],0
a5,1,0.014635,5.959887,[97 28] ; [274  41],[105.39772727  19.60227273] ; [265.60227273  49.39772727],0
p9,1,0.016243,5.776325,[113  12] ; [302  12],[118.16628702   6.83371298] ; [296.83371298  17.16628702],0
a2,1,0.02754,4.856615,[33 92] ; [118 197],[42.89772727 82.10227273] ; [108.10227273 206.89772727],0
v1,1,0.028306,4.809303,[63 61] ; [190 115],[73.12820513 50.87179487] ; [179.87179487 125.12820513],0
a3,1,0.034275,4.480925,[93 31] ; [263  51],[100.78538813  23.21461187] ; [255.21461187  58.78538813],0
