Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,98.929402,[284 114] ; [ 54 138],[228.00677966 169.99322034] ; [109.99322034  82.00677966],1
p6,1,0.0,59.367478,[213 184] ; [ 39 154],[169.56610169 227.43389831] ; [ 82.43389831 110.56610169],1
p3,1,0.0,36.192218,[260 140] ; [ 75 118],[225.96964587 174.03035413] ; [109.03035413  83.96964587],1
p4,1,0.0,29.397471,[296 103] ; [100  93],[266.89864865 132.10135135] ; [129.10135135  63.89864865],1
p2,1,0.0,25.513477,[368  32] ; [149  44],[348.73524452  51.26475548] ; [168.26475548  24.73524452],1
s5,1,6.5e-05,15.964653,[163 226] ; [ 43 133],[141.8300885 247.1699115] ; [ 64.1699115 111.8300885],1
d5,1,0.000918,10.986929,[347  52] ; [147  46],[332.94932432  66.05067568] ; [161.05067568  31.94932432],1
r3,1,0.001511,10.064658,[390   8] ; [178  14],[383.15932203  14.84067797] ; [184.84067797   7.15932203],0
v1,1,0.002336,9.264677,[244 149] ; [89 94],[227.203125 165.796875] ; [105.796875  77.203125],0
p10,1,0.002584,9.08041,[377  23] ; [168  25],[367.6222597  32.3777403] ; [177.3777403  15.6222597],0
p5,1,0.002632,9.046731,[ 71 329] ; [ 16 175],[ 58.88324873 341.11675127] ; [ 28.11675127 162.88324873],0
r1,1,0.005185,7.81369,[336  63] ; [144  49],[323.51351351  75.48648649] ; [156.48648649  36.51351351],0
s7,1,0.005513,7.703042,[228 156] ; [87 98],[212.58347979 171.41652021] ; [102.41652021  82.58347979],0
s8,1,0.009149,6.793597,[214 185] ; [ 81 111],[199.16243655 199.83756345] ; [95.83756345 96.16243655],0
b5,1,0.009192,6.785195,[228 174] ; [131  62],[242.5512605 159.4487395] ; [116.4487395  76.5512605],0
v3,1,0.011998,6.311229,[182 208] ; [ 65 118],[168.11518325 221.88481675] ; [ 78.88481675 104.11518325],0
v2,1,0.0132,6.142163,[245 145] ; [95 88],[231.41361257 158.58638743] ; [108.58638743  74.41361257],0
a3,1,0.01404,6.03315,[316  84] ; [134  58],[304.05405405  95.94594595] ; [145.94594595  46.05405405],0
r4,1,0.014041,6.032941,[376  26] ; [169  24],[368.21848739  33.78151261] ; [176.78151261  16.21848739],0
p11,1,0.016537,5.744886,[351  51] ; [154  39],[341.19327731  60.80672269] ; [163.80672269  29.19327731],0
a2,1,0.020889,5.336054,[117 285] ; [ 39 154],[105.39831933 296.60168067] ; [ 50.60168067 142.39831933],0
n1,1,0.028603,4.791343,[23 40] ; [26 19],[28.58333333 34.41666667] ; [20.41666667 24.58333333],0
d3,1,0.035229,4.434033,[287 113] ; [122  71],[275.88532884 124.11467116] ; [133.11467116  59.88532884],0
v4,1,0.054636,3.693166,[384  13] ; [180  13],[379.50508475  17.49491525] ; [184.49491525   8.50508475],0
d1,1,0.061574,3.494475,[263 139] ; [111  82],[252.68571429 149.31428571] ; [121.31428571  71.68571429],0
