Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,98.929402,[284 114] ; [ 54 138],[228.00677966 169.99322034] ; [109.99322034  82.00677966],1
a8,1,0.07233,3.229342,[ 69 292] ; [ 23 155],[ 61.61781076 299.38218924] ; [ 30.38218924 147.61781076],0
b4,1,0.09642,2.763776,[221 181] ; [120  73],[230.38991597 171.61008403] ; [110.61008403  82.38991597],0
s6,1,0.142004,2.156111,[283 106] ; [127  63],[275.45768566 113.54231434] ; [134.54231434  55.45768566],0
s3,1,0.173154,1.855424,[239 155] ; [104  86],[231.40753425 162.59246575] ; [111.59246575  78.40753425],0
d4,1,0.174938,1.840109,[340  59] ; [156  37],[334.2972973  64.7027027] ; [161.7027027  31.2972973],0
a6,1,0.18396,1.765339,[282 117] ; [126  67],[274.98648649 124.01351351] ; [133.01351351  59.98648649],0
r2,1,0.24641,1.343546,[377  16] ; [180  12],[374.18974359  18.81025641] ; [182.81025641   9.18974359],0
s1,1,0.292728,1.107032,[ 12 386] ; [  9 181],[ 14.21428571 383.78571429] ; [  6.78571429 183.21428571],0
n5,1,0.327042,0.960577,[355  45] ; [165  27],[351.35135135  48.64864865] ; [168.64864865  23.35135135],0
s2,1,0.336588,0.923383,[220 178] ; [97 93],[214.56802721 183.43197279] ; [102.43197279  87.56802721],0
a1,1,0.355565,0.853496,[ 24 378] ; [  8 185],[ 21.62016807 380.37983193] ; [ 10.37983193 182.62016807],0
s4,1,0.379582,0.772055,[ 65 331] ; [ 26 165],[ 61.39011925 334.60988075] ; [ 29.60988075 161.39011925],0
u1,1,0.430609,0.621182,[ 84 318] ; [ 35 158],[ 80.4 321.6] ; [ 38.6 154.4],0
n2,1,0.437225,0.603555,[51 13] ; [33 12],[49.32110092 14.67889908] ; [34.67889908 10.32110092],0
n6,1,0.460182,0.545453,[363  36] ; [171  21],[360.5177665  38.4822335] ; [173.4822335  18.5177665],0
b1,1,0.504137,0.446218,[153 249] ; [ 68 125],[149.31428571 252.68571429] ; [ 71.68571429 121.31428571],0
u4,1,0.529413,0.395519,[  9 392] ; [  6 187],[ 10.12626263 390.87373737] ; [  4.87373737 188.12626263],0
a7,1,0.548608,0.359817,[290 111] ; [135  58],[286.91077441 114.08922559] ; [138.08922559  54.91077441],0
p12,1,0.587504,0.294258,[ 40 360] ; [ 22 170],[ 41.89189189 358.10810811] ; [ 20.10810811 171.89189189],0
d2,1,0.665487,0.186927,[207 193] ; [103  89],[209.45945946 190.54054054] ; [100.54054054  91.45945946],0
a5,1,0.697842,0.150727,[316  86] ; [149  44],[314.16806723  87.83193277] ; [150.83193277  42.16806723],0
b2,1,0.742804,0.107678,[110 160] ; [44 69],[108.56396867 161.43603133] ; [45.43603133 67.56396867],0
b3,1,0.742804,0.107678,[110 160] ; [44 69],[108.56396867 161.43603133] ; [45.43603133 67.56396867],0
u3,1,0.744155,0.106508,[49 37] ; [32 27],[48.04137931 37.95862069] ; [32.95862069 26.04137931],0
n3,1,0.780935,0.07734,[49 14] ; [36  9],[49.58333333 13.41666667] ; [35.41666667  9.58333333],0
u2,1,0.781369,0.077026,[47 38] ; [34 25],[47.8125 37.1875] ; [33.1875 25.8125],0
p1,1,0.87571,0.024464,[ 40 362] ; [ 20 173],[ 40.53781513 361.46218487] ; [ 19.46218487 173.53781513],0
a4,1,0.977331,0.000807,[201 200] ; [96 96],[200.8381113 200.1618887] ; [96.1618887 95.8381113],0
