Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,53.220242,[10 39] ; [99 25],[30.87283237 18.12716763] ; [78.12716763 45.87283237],1
d5,1,1.2e-05,19.210161,[21 29] ; [95 29],[33.33333333 16.66666667] ; [82.66666667 41.33333333],1
r1,1,8.9e-05,15.349508,[22 29] ; [92 32],[33.22285714 17.77714286] ; [80.77714286 43.22285714],1
a6,1,0.000338,12.849096,[21 30] ; [87 37],[31.47428571 19.52571429] ; [76.52571429 47.47428571],1
a7,1,0.000363,12.714928,[26 24] ; [98 26],[35.63218391 14.36781609] ; [88.36781609 35.63218391],1
a4,1,0.005131,7.832649,[ 6 45] ; [40 84],[13.40571429 37.59428571] ; [32.59428571 91.40571429],0
b4,1,0.005652,7.658027,[20 31] ; [77 47],[28.26857143 22.73142857] ; [68.73142857 55.26857143],0
v3,1,0.007523,7.143746,[ 5 46] ; [33 82],[11.6746988 39.3253012] ; [26.3253012 88.6746988],0
a3,1,0.012302,6.266827,[22 29] ; [79 45],[29.43428571 21.56571429] ; [71.56571429 52.43428571],0
n3,1,0.014779,5.942672,[21  4] ; [23 19],[16.41791045  8.58208955] ; [27.58208955 14.41791045],0
b1,1,0.032581,4.567648,[27 24] ; [44 80],[20.69142857 30.30857143] ; [50.30857143 73.69142857],0
a5,1,0.038164,4.297716,[20 31] ; [70 54],[26.22857143 24.77142857] ; [63.77142857 60.22857143],0
a2,1,0.045308,4.007136,[ 2 49] ; [ 18 106],[ 5.82857143 45.17142857] ; [ 14.17142857 109.82857143],0
v2,1,0.064468,3.418538,[16 33] ; [56 60],[21.38181818 27.61818182] ; [50.61818182 65.38181818],0
d2,1,0.088001,2.910557,[11 40] ; [43 81],[15.73714286 35.26285714] ; [38.26285714 85.73714286],0
s1,1,0.098675,2.726835,[ 4 47] ; [  3 120],[ 2.05172414 48.94827586] ; [  4.94827586 118.05172414],0
u2,1,0.155152,2.02085,[14 15] ; [28 15],[16.91666667 12.08333333] ; [25.08333333 17.91666667],0
u3,1,0.155152,2.02085,[14 15] ; [28 15],[16.91666667 12.08333333] ; [25.08333333 17.91666667],0
b5,1,0.162479,1.950998,[28 23] ; [82 42],[32.05714286 18.94285714] ; [77.94285714 46.05714286],0
