Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,60.640636,[53 75] ; [274  74],[87.93277311 40.06722689] ; [239.06722689 108.93277311],1
a6,1,0.0,36.707645,[63 65] ; [271  77],[89.81512605 38.18487395] ; [244.18487395 103.81512605],1
a2,1,8e-06,19.830151,[ 12 116] ; [101 248],[30.32285115 97.67714885] ; [ 82.67714885 266.32285115],1
u1,1,5e-05,16.44712,[  7 121] ; [ 74 275],[ 21.73584906 106.26415094] ; [ 59.26415094 289.73584906],1
d1,1,0.000284,13.172527,[57 71] ; [220 129],[74.3312369 53.6687631] ; [202.6687631 146.3312369],1
b5,1,0.00057,11.871054,[59 69] ; [222 127],[75.40461216 52.59538784] ; [205.59538784 143.40461216],1
d5,1,0.000728,11.415836,[91 37] ; [295  53],[103.79831933  24.20168067] ; [282.20168067  65.79831933],1
r3,1,0.002596,9.071443,[114  14] ; [335  13],[120.7394958   7.2605042] ; [328.2605042  19.7394958],0
r4,1,0.003622,8.464187,[112  16] ; [332  17],[119.14465409   8.85534591] ; [324.85534591  24.14465409],0
b3,1,0.009793,6.672118,[35 46] ; [ 55 146],[25.85106383 55.14893617] ; [ 64.14893617 136.85106383],0
b2,1,0.009793,6.672118,[35 46] ; [ 55 146],[25.85106383 55.14893617] ; [ 64.14893617 136.85106383],0
s1,1,0.010501,6.547914,[ 10 117] ; [  9 333],[  5.14498934 121.85501066] ; [ 13.85501066 328.14498934],0
b1,1,0.011706,6.354821,[59 69] ; [117 232],[47.22851153 80.77148847] ; [128.77148847 220.22851153],0
v4,1,0.013043,6.16325,[114  12] ; [334  13],[119.34038055   6.65961945] ; [328.65961945  18.34038055],0
p2,1,0.016173,5.783959,[89 38] ; [280  68],[98.65894737 28.34105263] ; [270.34105263  77.65894737],0
p8,1,0.020155,5.398454,[43 85] ; [156 187],[54.08067941 73.91932059] ; [144.91932059 198.08067941],0
d4,1,0.02674,4.907513,[97 30] ; [296  52],[105.07578947  21.92421053] ; [287.92421053  60.07578947],0
r2,1,0.057685,3.602737,[117   9] ; [336  11],[120.67230444   5.32769556] ; [332.32769556  14.67230444],0
p4,1,0.075446,3.160375,[51 75] ; [172 174],[59.52966102 66.47033898] ; [163.47033898 182.52966102],0
v2,1,0.075818,3.152334,[61 60] ; [196 132],[69.25835189 51.74164811] ; [187.74164811 140.25835189],0
p9,1,0.084337,2.979282,[92 35] ; [274  69],[98.89787234 28.10212766] ; [267.10212766  75.89787234],0
v1,1,0.102453,2.666932,[68 57] ; [155 183],[60.20518359 64.79481641] ; [162.79481641 175.20518359],0
