Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,41.449601,[124  21] ; [32 41],[103.76146789  41.23853211] ; [52.23853211 20.76146789],1
a3,1,0.0,39.037433,[122  24] ; [31 42],[102.  44.] ; [51. 22.],1
d4,1,0.0,36.79065,[122  23] ; [32 40],[102.90322581  42.09677419] ; [51.09677419 20.90322581],1
d1,1,0.0,29.811086,[87 59] ; [15 58],[68. 78.] ; [34. 39.],1
a4,1,1e-06,24.486427,[76 68] ; [13 60],[59.05990783 84.94009217] ; [29.94009217 43.05990783],1
p11,1,2.5e-05,17.740296,[125  21] ; [44 29],[112.66666667  33.33333333] ; [56.33333333 16.66666667],1
d2,1,3.8e-05,16.960744,[86 58] ; [22 51],[71.66820276 72.33179724] ; [36.33179724 36.66820276],1
p3,1,0.000124,14.728236,[79 65] ; [20 53],[65.69585253 78.30414747] ; [33.30414747 39.69585253],1
n6,1,0.000191,13.913813,[134  11] ; [54 19],[125.04587156  19.95412844] ; [62.95412844 10.04587156],1
p10,1,0.000334,12.869859,[122  21] ; [46 26],[111.73953488  31.26046512] ; [56.26046512 15.73953488],1
s8,1,0.000397,12.546493,[81 65] ; [22 51],[68.66666667 77.33333333] ; [34.33333333 38.66666667],1
p9,1,0.000801,11.238269,[126  17] ; [50 22],[117.06046512  25.93953488] ; [58.93953488 13.06046512],1
b2,1,0.001448,10.143701,[53 49] ; [10 33],[44.31724138 57.68275862] ; [18.68275862 24.31724138],0
b3,1,0.001448,10.143701,[53 49] ; [10 33],[44.31724138 57.68275862] ; [18.68275862 24.31724138],0
r3,1,0.00292,8.856618,[132  14] ; [55 18],[124.66666667  21.33333333] ; [62.33333333 10.66666667],0
r4,1,0.003505,8.523952,[120  26] ; [47 26],[111.33333333  34.66666667] ; [55.66666667 17.33333333],0
p2,1,0.00409,8.243326,[118  24] ; [48 25],[109.6372093  32.3627907] ; [56.3627907 16.6372093],0
r1,1,0.004259,8.169775,[108  38] ; [40 33],[98.66666667 47.33333333] ; [49.33333333 23.66666667],0
r2,1,0.007761,7.087801,[132  12] ; [56 15],[125.91627907  18.08372093] ; [62.08372093  8.91627907],0
n3,1,0.01024,6.592664,[30  9] ; [13 15],[25.02985075 13.97014925] ; [17.97014925 10.02985075],0
s7,1,0.0112,6.433311,[84 58] ; [28 41],[75.37440758 66.62559242] ; [36.62559242 32.37440758],0
v4,1,0.014391,5.989552,[134  12] ; [57 14],[128.50691244  17.49308756] ; [62.49308756  8.50691244],0
v3,1,0.024851,5.03426,[66 79] ; [21 50],[58.40277778 86.59722222] ; [28.59722222 42.40277778],0
a6,1,0.041406,4.159302,[67 79] ; [23 50],[60. 86.] ; [30. 43.],0
s5,1,0.050216,3.834229,[57 84] ; [19 52],[50.54716981 90.45283019] ; [25.45283019 45.54716981],0
n4,1,0.054984,3.682567,[130  16] ; [58 15],[125.33333333  20.66666667] ; [62.66666667 10.33333333],0
s2,1,0.059829,3.542128,[74 71] ; [27 45],[67.48847926 77.51152074] ; [33.51152074 38.48847926],0
s6,1,0.08817,2.907472,[95 47] ; [39 32],[89.33333333 52.66666667] ; [44.66666667 26.33333333],0
v2,1,0.094375,2.798126,[71 72] ; [25 42],[65.37142857 77.62857143] ; [30.62857143 36.37142857],0
u1,1,0.11814,2.441812,[ 12 134] ; [ 2 71],[  9.33333333 136.66666667] ; [ 4.66666667 68.33333333],0
s1,1,0.138888,2.19024,[  4 141] ; [ 5 66],[  6.04166667 138.95833333] ; [ 2.95833333 68.04166667],0
b5,1,0.149842,2.073864,[61 85] ; [38 35],[66. 80.] ; [33. 40.],0
a1,1,0.156932,2.003547,[ 11 135] ; [ 2 71],[  8.66666667 137.33333333] ; [ 4.33333333 68.66666667],0
