Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002957,8.834112,[2 1] ; [451  14],[2.90384615 0.09615385] ; [450.09615385  14.90384615],0
u1,1,0.025075,5.018684,[2 1] ; [ 81 388],[0.52754237 2.47245763] ; [ 82.47245763 386.52754237],0
n1,1,0.167075,1.908995,[2 1] ; [30 72],[0.91428571 2.08571429] ; [31.08571429 70.91428571],0
n6,1,0.219188,1.509677,[2 1] ; [414  51],[2.66666667 0.33333333] ; [413.33333333  51.66666667],0
a4,1,0.364048,0.823882,[2 1] ; [191 277],[1.22929936 1.77070064] ; [191.77070064 276.22929936],0
s3,1,0.462157,0.540665,[1 2] ; [252 210],[1.63225806 1.36774194] ; [251.36774194 210.63225806],0
s2,1,0.527732,0.398758,[1 2] ; [240 225],[1.54487179 1.45512821] ; [239.45512821 225.54487179],0
s7,1,0.591108,0.288618,[1 2] ; [220 230],[1.46357616 1.53642384] ; [219.53642384 230.46357616],0
a2,1,0.62066,0.244941,[1 2] ; [101 368],[0.64830508 2.35169492] ; [101.35169492 367.64830508],0
n2,1,0.661075,0.19222,[2 1] ; [79 23],[2.31428571 0.68571429] ; [78.68571429 23.31428571],0
a7,1,0.694847,0.153888,[2 1] ; [358 111],[2.28813559 0.71186441] ; [357.71186441 111.28813559],0
v1,1,0.69699,0.151622,[2 1] ; [254 204],[1.6659436 1.3340564] ; [254.3340564 203.6659436],0
s8,1,0.705399,0.142916,[1 2] ; [206 260],[1.32409382 1.67590618] ; [205.67590618 260.32409382],0
n5,1,0.716389,0.131979,[2 1] ; [352 113],[2.26923077 0.73076923] ; [351.73076923 113.26923077],0
v3,1,0.78387,0.075229,[1 2] ; [186 266],[1.23296703 1.76703297] ; [185.76703297 266.23296703],0
b4,1,0.789414,0.071327,[2 1] ; [277 192],[1.77330508 1.22669492] ; [277.22669492 191.77330508],0
a5,1,0.808085,0.058999,[2 1] ; [342 127],[2.18644068 0.81355932] ; [341.81355932 127.18644068],0
n3,1,0.822294,0.050443,[2 1] ; [74 28],[2.17142857 0.82857143] ; [73.82857143 28.17142857],0
v2,1,0.822509,0.050319,[2 1] ; [272 179],[1.81057269 1.18942731] ; [272.18942731 178.81057269],0
d3,1,0.823672,0.049651,[2 1] ; [339 129],[2.17197452 0.82802548] ; [338.82802548 129.17197452],0
b3,1,0.834378,0.043719,[1 2] ; [106 164],[1.17582418 1.82417582] ; [105.82417582 164.17582418],0
b2,1,0.834378,0.043719,[1 2] ; [106 164],[1.17582418 1.82417582] ; [105.82417582 164.17582418],0
a6,1,0.884242,0.021198,[2 1] ; [330 138],[2.11464968 0.88535032] ; [329.88535032 138.11464968],0
s6,1,0.911394,0.012383,[2 1] ; [321 140],[2.08836207 0.91163793] ; [320.91163793 140.08836207],0
a3,1,0.949398,0.004027,[2 1] ; [320 148],[2.05095541 0.94904459] ; [319.94904459 148.05095541],0
