Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,4e-06,21.145983,[5 4] ; [73  2],[8.35714286 0.64285714] ; [69.64285714  5.35714286],1
r1,1,5e-06,20.953912,[2 9] ; [62 13],[8.18604651 2.81395349] ; [55.81395349 19.18604651],1
v4,1,0.001034,10.765021,[7 4] ; [70  4],[9.96470588 1.03529412] ; [67.03529412  6.96470588],0
a5,1,0.00686,7.309205,[4 7] ; [57 18],[7.80232558 3.19767442] ; [53.19767442 21.80232558],0
p9,1,0.018976,5.503686,[5 5] ; [61 13],[7.85714286 2.14285714] ; [58.14285714 15.85714286],0
n6,1,0.026886,4.898089,[4 7] ; [52 22],[7.24705882 3.75294118] ; [48.75294118 25.24705882],0
a3,1,0.082028,3.024252,[6 5] ; [59 16],[8.31395349 2.68604651] ; [56.68604651 18.31395349],0
b1,1,0.095624,2.777059,[6 5] ; [22 53],[3.58139535 7.41860465] ; [24.41860465 50.58139535],0
a4,1,0.120884,2.40583,[2 9] ; [32 43],[4.34883721 6.65116279] ; [29.65116279 45.34883721],0
p7,1,0.143515,2.13986,[4 6] ; [48 27],[6.11764706 3.88235294] ; [45.88235294 29.11764706],0
s8,1,0.164225,1.934886,[4 7] ; [44 31],[6.13953488 4.86046512] ; [41.86046512 33.13953488],0
p10,1,0.232566,1.425099,[6 4] ; [58 17],[7.52941176 2.47058824] ; [56.47058824 18.52941176],0
a2,1,0.233731,1.418013,[ 1 10] ; [19 56],[2.55813953 8.44186047] ; [17.44186047 57.55813953],0
n3,1,0.235595,1.406759,[3 2] ; [16  3],[3.95833333 1.04166667] ; [15.04166667  3.95833333],0
v3,1,0.314,1.013774,[2 9] ; [23 46],[3.4375 7.5625] ; [21.5625 47.4375],0
s2,1,0.316782,1.002187,[5 6] ; [46 29],[6.52325581 4.47674419] ; [44.47674419 30.52325581],0
p2,1,0.323401,0.975144,[7 4] ; [58 17],[8.31395349 2.68604651] ; [56.68604651 18.31395349],0
n4,1,0.332746,0.938182,[4 7] ; [39 36],[5.5 5.5] ; [37.5 37.5],0
p4,1,0.375486,0.785428,[4 7] ; [38 37],[5.37209302 5.62790698] ; [36.62790698 38.37209302],0
b4,1,0.378062,0.776994,[6 5] ; [51 24],[7.29069767 3.70930233] ; [49.70930233 25.29069767],0
s4,1,0.378062,0.776994,[5 6] ; [24 51],[3.70930233 7.29069767] ; [25.29069767 49.70930233],0
s6,1,0.380134,0.770269,[7 4] ; [57 18],[8.18604651 2.81395349] ; [55.81395349 19.18604651],0
u1,1,0.385245,0.753896,[ 1 10] ; [15 60],[2.04651163 8.95348837] ; [13.95348837 61.04651163],0
s1,1,0.45401,0.560621,[ 1 10] ; [ 3 72],[ 0.51162791 10.48837209] ; [ 3.48837209 71.51162791],0
p3,1,0.521521,0.410885,[4 7] ; [35 40],[4.98837209 6.01162791] ; [34.01162791 40.98837209],0
d5,1,0.550241,0.356885,[10  1] ; [63 12],[9.3372093 1.6627907] ; [63.6627907 11.3372093],0
p6,1,0.553436,0.351198,[3 7] ; [29 44],[3.85542169 6.14457831] ; [28.14457831 44.85542169],0
v1,1,0.664078,0.188607,[4 6] ; [35 39],[4.64285714 5.35714286] ; [34.35714286 39.64285714],0
n1,1,0.702195,0.146199,[2 4] ; [ 8 11],[2.4 3.6] ; [ 7.6 11.4],0
d3,1,0.735596,0.114035,[8 3] ; [58 17],[8.44186047 2.55813953] ; [57.55813953 17.44186047],0
d2,1,0.746797,0.104242,[5 6] ; [38 37],[5.5 5.5] ; [37.5 37.5],0
p11,1,0.752393,0.099531,[8 3] ; [51 24],[7.54651163 3.45348837] ; [51.45348837 23.54651163],0
p5,1,0.777937,0.079529,[ 1 10] ; [ 5 69],[ 0.77647059 10.22352941] ; [ 5.22352941 68.77647059],0
s5,1,0.810446,0.057528,[4 5] ; [29 43],[3.66666667 5.33333333] ; [29.33333333 42.66666667],0
p8,1,0.810601,0.057432,[4 6] ; [33 42],[4.35294118 5.64705882] ; [32.64705882 42.35294118],0
a7,1,0.813472,0.055672,[8 3] ; [57 18],[8.31395349 2.68604651] ; [56.68604651 18.31395349],0
a6,1,0.842631,0.039414,[7 4] ; [50 25],[7.29069767 3.70930233] ; [49.70930233 25.29069767],0
d1,1,0.86155,0.030416,[6 5] ; [43 32],[6.26744186 4.73255814] ; [42.73255814 32.26744186],0
b5,1,0.86155,0.030416,[6 5] ; [43 32],[6.26744186 4.73255814] ; [42.73255814 32.26744186],0
a8,1,0.870447,0.026598,[1 9] ; [ 8 60],[1.15384615 8.84615385] ; [ 7.84615385 60.15384615],0
b2,1,0.893236,0.018012,[3 5] ; [20 30],[3.17241379 4.82758621] ; [19.82758621 30.17241379],0
b3,1,0.893236,0.018012,[3 5] ; [20 30],[3.17241379 4.82758621] ; [19.82758621 30.17241379],0
s3,1,0.912188,0.012162,[7 4] ; [49 26],[7.1627907 3.8372093] ; [48.8372093 26.1627907],0
n2,1,0.935989,0.00645,[4 2] ; [13  6],[4.08 1.92] ; [12.92  6.08],0
u3,1,0.950458,0.00386,[4 1] ; [13  3],[4.04761905 0.95238095] ; [12.95238095  3.04761905],0
v2,1,0.987173,0.000258,[6 5] ; [38 32],[5.97530864 5.02469136] ; [38.02469136 31.97530864],0
u2,1,1.0,0.0,[4 1] ; [12  3],[4. 1.] ; [12.  3.],0
