Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.000326,12.913821,[ 2 39] ; [2 1],[ 3.72727273 37.27272727] ; [0.27272727 2.72727273],1
r4,1,0.012774,6.200082,[ 5 36] ; [2 1],[ 6.52272727 34.47727273] ; [0.47727273 2.52272727],0
p5,1,0.014449,5.982419,[ 1 39] ; [1 2],[ 1.86046512 38.13953488] ; [0.13953488 2.86046512],0
p3,1,0.090833,2.859541,[ 9 31] ; [2 1],[10.23255814 29.76744186] ; [0.76744186 2.23255814],0
d2,1,0.112484,2.51897,[10 31] ; [2 1],[11.18181818 29.81818182] ; [0.81818182 2.18181818],0
v1,1,0.112484,2.51897,[10 31] ; [2 1],[11.18181818 29.81818182] ; [0.81818182 2.18181818],0
v2,1,0.129588,2.297436,[10 29] ; [2 1],[11.14285714 27.85714286] ; [0.85714286 2.14285714],0
p8,1,0.154257,2.029637,[11 29] ; [2 1],[12.09302326 27.90697674] ; [0.90697674 2.09302326],0
v3,1,0.214202,1.542798,[ 4 37] ; [1 2],[ 4.65909091 36.34090909] ; [0.34090909 2.65909091],0
s4,1,0.214202,1.542798,[ 4 37] ; [1 2],[ 4.65909091 36.34090909] ; [0.34090909 2.65909091],0
p4,1,0.258349,1.277584,[14 27] ; [2 1],[14.90909091 26.09090909] ; [1.09090909 1.90909091],0
b1,1,0.301639,1.066936,[26 15] ; [1 2],[25.15909091 15.84090909] ; [1.84090909 1.15909091],0
p7,1,0.301639,1.066936,[15 26] ; [2 1],[15.84090909 25.15909091] ; [1.15909091 1.84090909],0
p6,1,0.327877,0.957265,[ 5 34] ; [1 2],[ 5.57142857 33.42857143] ; [0.42857143 2.57142857],0
s7,1,0.385223,0.753968,[ 5 30] ; [1 2],[ 5.52631579 29.47368421] ; [0.47368421 2.52631579],0
b4,1,0.394923,0.723731,[24 17] ; [1 2],[23.29545455 17.70454545] ; [1.70454545 1.29545455],0
p10,1,0.439022,0.598838,[17 22] ; [2 1],[17.64285714 21.35714286] ; [1.35714286 1.64285714],0
n4,1,0.496275,0.462893,[19 22] ; [2 1],[19.56818182 21.43181818] ; [1.43181818 1.56818182],0
d5,1,0.549773,0.357724,[20 21] ; [2 1],[20.5 20.5] ; [1.5 1.5],0
a3,1,0.57753,0.310245,[20 20] ; [2 1],[20.46511628 19.53488372] ; [1.53488372 1.46511628],0
v4,1,0.605104,0.267367,[21 20] ; [2 1],[21.43181818 19.56818182] ; [1.56818182 1.43181818],0
d1,1,0.649749,0.206217,[ 9 32] ; [1 2],[ 9.31818182 31.68181818] ; [0.68181818 2.31818182],0
a5,1,0.662263,0.190786,[19 22] ; [1 2],[18.63636364 22.36363636] ; [1.36363636 1.63636364],0
n6,1,0.694722,0.15402,[22 18] ; [2 1],[22.3255814 17.6744186] ; [1.6744186 1.3255814],0
p9,1,0.701599,0.146813,[21 17] ; [2 1],[21.31707317 16.68292683] ; [1.68292683 1.31707317],0
p2,1,0.721275,0.127274,[23 18] ; [2 1],[23.29545455 17.70454545] ; [1.70454545 1.29545455],0
b2,1,0.72701,0.121875,[ 9 15] ; [1 1],[ 9.23076923 14.76923077] ; [0.76923077 1.23076923],0
b3,1,0.72701,0.121875,[ 9 15] ; [1 1],[ 9.23076923 14.76923077] ; [0.76923077 1.23076923],0
r3,1,0.819814,0.051885,[24 16] ; [2 1],[24.18604651 15.81395349] ; [1.81395349 1.18604651],0
a6,1,0.845065,0.038188,[16 25] ; [1 2],[15.84090909 25.15909091] ; [1.15909091 1.84090909],0
r1,1,0.977122,0.000822,[14 27] ; [1 2],[13.97727273 27.02272727] ; [1.02272727 1.97727273],0
a4,1,0.977122,0.000822,[14 27] ; [1 2],[13.97727273 27.02272727] ; [1.02272727 1.97727273],0
