Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,28.393448,[81 16] ; [11 21],[69.17829457 27.82170543] ; [22.82170543  9.17829457],1
n6,1,6.5e-05,15.948516,[90  8] ; [20 12],[82.92307692 15.07692308] ; [27.07692308  4.92307692],1
p9,1,0.002426,9.195897,[87 11] ; [21 11],[81.41538462 16.58461538] ; [26.58461538  5.41538462],0
a2,1,0.004599,8.030793,[26 72] ; [ 1 31],[20.35384615 77.64615385] ; [ 6.64615385 25.35384615],0
v3,1,0.005099,7.844037,[31 67] ; [ 2 29],[25.06976744 72.93023256] ; [ 7.93023256 23.06976744],0
a5,1,0.005499,7.707467,[72 26] ; [15 17],[65.58461538 32.41538462] ; [21.41538462 10.58461538],0
r1,1,0.007844,7.06871,[76 22] ; [17 15],[70.10769231 27.89230769] ; [22.89230769  9.10769231],0
d5,1,0.009591,6.70929,[77 21] ; [17 14],[71.41085271 26.58914729] ; [22.58914729  8.41085271],0
d1,1,0.010936,6.47572,[59 39] ; [11 21],[52.76923077 45.23076923] ; [17.23076923 14.76923077],0
s3,1,0.011229,6.428703,[64 33] ; [13 19],[57.89922481 39.10077519] ; [19.10077519 12.89922481],0
s7,1,0.012065,6.301265,[58 34] ; [12 20],[51.93548387 40.06451613] ; [18.06451613 13.93548387],0
p3,1,0.012598,6.224734,[67 31] ; [14 18],[61.06153846 36.93846154] ; [19.93846154 12.06153846],0
u1,1,0.012877,6.185872,[22 76] ; [ 1 31],[17.33846154 80.66153846] ; [ 5.66153846 26.33846154],0
s4,1,0.013369,6.119548,[20 74] ; [14 18],[25.36507937 68.63492063] ; [ 8.63492063 23.36507937],0
a6,1,0.015638,5.843094,[69 29] ; [15 17],[63.32307692 34.67692308] ; [20.67692308 11.32307692],0
a4,1,0.018461,5.551886,[51 47] ; [ 9 23],[45.23076923 52.76923077] ; [14.76923077 17.23076923],0
a3,1,0.022992,5.169094,[73 25] ; [17 15],[67.84615385 30.15384615] ; [22.15384615  9.84615385],0
p10,1,0.039741,4.228923,[78 19] ; [20 12],[73.68992248 23.31007752] ; [24.31007752  7.68992248],0
b1,1,0.04145,4.157523,[38 60] ; [19 13],[42.96923077 55.03076923] ; [14.03076923 17.96923077],0
v4,1,0.041652,4.149309,[94  3] ; [28  4],[91.73643411  5.26356589] ; [30.26356589  1.73643411],0
p7,1,0.04176,4.144904,[74 22] ; [29  2],[77.85826772 18.14173228] ; [25.14173228  5.85826772],0
p2,1,0.057778,3.600051,[89  9] ; [25  7],[85.93846154 12.06153846] ; [28.06153846  3.93846154],0
d4,1,0.080618,3.052402,[79 19] ; [21 11],[75.38461538 22.61538462] ; [24.61538462  7.38461538],0
r4,1,0.089093,2.890694,[88 10] ; [25  7],[85.18461538 12.81538462] ; [27.81538462  4.18461538],0
p4,1,0.09255,2.829444,[76 22] ; [20 12],[72.36923077 25.63076923] ; [23.63076923  8.36923077],0
r2,1,0.095048,2.786726,[91  4] ; [28  4],[89.01574803  5.98425197] ; [29.98425197  2.01574803],0
p5,1,0.099042,2.720895,[18 80] ; [ 2 30],[15.07692308 82.92307692] ; [ 4.92307692 27.07692308],0
d2,1,0.103351,2.653061,[53 45] ; [12 20],[49. 49.] ; [16. 16.],0
s8,1,0.109466,2.561914,[46 51] ; [10 22],[42.10852713 54.89147287] ; [13.89147287 18.10852713],0
b5,1,0.14965,2.075811,[50 48] ; [21 11],[53.52307692 44.47692308] ; [17.47692308 14.52307692],0
v2,1,0.165275,1.925288,[38 58] ; [ 8 23],[34.77165354 61.22834646] ; [11.22834646 19.77165354],0
b3,1,0.168228,1.898659,[28 30] ; [ 5 12],[25.52 32.48] ; [7.48 9.52],0
b2,1,0.168228,1.898659,[28 30] ; [ 5 12],[25.52 32.48] ; [7.48 9.52],0
s6,1,0.17059,1.877751,[68 26] ; [19 13],[64.9047619 29.0952381] ; [22.0952381  9.9047619],0
n2,1,0.208359,1.582792,[17  9] ; [11  2],[18.66666667  7.33333333] ; [9.33333333 3.66666667],0
b4,1,0.262069,1.257794,[51 47] ; [13 19],[48.24615385 49.75384615] ; [15.75384615 16.24615385],0
s5,1,0.347427,0.882831,[36 55] ; [ 9 21],[33.84297521 57.15702479] ; [11.15702479 18.84297521],0
a1,1,0.382499,0.762653,[ 5 93] ; [ 3 29],[ 6.03076923 91.96923077] ; [ 1.96923077 30.03076923],0
u2,1,0.392041,0.732601,[15 10] ; [11  4],[16.25  8.75] ; [9.75 5.25],0
p1,1,0.398986,0.711382,[15 83] ; [ 3 29],[13.56923077 84.43076923] ; [ 4.43076923 27.56923077],0
p12,1,0.40685,0.687988,[11 86] ; [ 2 30],[ 9.7751938 87.2248062] ; [ 3.2248062 28.7751938],0
a7,1,0.46628,0.530777,[67 31] ; [19 12],[65.33333333 32.66666667] ; [20.66666667 10.33333333],0
a8,1,0.49061,0.475189,[10 81] ; [ 5 27],[11.09756098 79.90243902] ; [ 3.90243902 28.09756098],0
u3,1,0.571257,0.320584,[15  9] ; [8 7],[14.15384615  9.84615385] ; [8.84615385 6.15384615],0
s1,1,0.629197,0.233151,[ 5 91] ; [ 1 31],[ 4.5 91.5] ; [ 1.5 30.5],0
s2,1,0.648428,0.207888,[56 41] ; [17 15],[54.89147287 42.10852713] ; [18.10852713 13.89147287],0
d3,1,0.683818,0.165859,[66 32] ; [19 11],[65.078125 32.921875] ; [19.921875 10.078125],0
n1,1,0.690397,0.158656,[ 8 17] ; [5 8],[ 8.55263158 16.44736842] ; [4.44736842 8.55263158],0
p11,1,0.770112,0.085397,[73 25] ; [23  9],[72.36923077 25.63076923] ; [23.63076923  8.36923077],0
p8,1,0.937918,0.006066,[62 36] ; [20 12],[61.81538462 36.18461538] ; [20.18461538 11.81538462],0
n3,1,1.0,0.0,[20  6] ; [10  3],[20.  6.] ; [10.  3.],0
r3,1,1.0,0.0,[90  6] ; [30  2],[90.  6.] ; [30.  2.],0
