Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,140.468263,[ 65 214] ; [305 140],[142.58287293 136.41712707] ; [227.41712707 217.58287293],1
p6,1,0.0,77.18947,[ 45 228] ; [216 224],[ 99.93408135 173.06591865] ; [161.06591865 278.93408135],1
p8,1,0.0,54.795012,[ 93 180] ; [277 166],[141.07541899 131.92458101] ; [228.92458101 214.07541899],1
p7,1,0.0,41.278509,[132 137] ; [321 119],[171.87165021  97.12834979] ; [281.12834979 158.87165021],1
p2,1,0.0,31.822619,[209  70] ; [401  42],[235.72022161  43.27977839] ; [374.27977839  68.72022161],1
n5,1,0.0,28.275322,[175 103] ; [358  85],[205.51178918  72.48821082] ; [327.48821082 115.51178918],1
p5,1,0.0,25.455865,[  9 268] ; [ 67 376],[ 29.23888889 247.76111111] ; [ 46.76111111 396.23888889],1
s6,1,1e-06,23.532235,[160 114] ; [330 106],[189.09859155  84.90140845] ; [300.90140845 135.09859155],1
n4,1,5e-06,21.004305,[192  87] ; [371  74],[216.95718232  62.04281768] ; [346.04281768  98.95718232],1
v1,1,1.1e-05,19.273862,[122 151] ; [266 166],[150.24680851 122.75319149] ; [237.75319149 194.24680851],1
s7,1,3.7e-05,17.037523,[109 162] ; [237 184],[135.5 135.5] ; [210.5 210.5],1
p10,1,0.000247,13.435905,[205  69] ; [379  63],[223.48603352  50.51396648] ; [360.51396648  81.48603352],1
p11,1,0.00149,10.091283,[204  76] ; [369  77],[220.99173554  59.00826446] ; [352.00826446  93.99173554],0
s5,1,0.001607,9.95178,[ 73 193] ; [168 261],[ 92.23884892 173.76115108] ; [148.76115108 280.23884892],0
s8,1,0.001721,9.825577,[109 170] ; [226 217],[129.45290859 149.54709141] ; [205.54709141 237.45290859],0
s2,1,0.002283,9.30687,[125 154] ; [249 192],[144.925 134.075] ; [229.075 211.925],0
p9,1,0.003158,8.714018,[215  56] ; [388  55],[228.8697479  42.1302521] ; [374.1302521  68.8697479],0
r1,1,0.004415,8.10458,[214  64] ; [378  65],[228.26074896  49.73925104] ; [363.73925104  79.26074896],0
d1,1,0.004878,7.924001,[179 101] ; [329 117],[195.92286501  84.07713499] ; [312.07713499 133.92286501],0
v4,1,0.00697,7.280661,[256  21] ; [431  14],[263.57202216  13.42797784] ; [423.42797784  21.57202216],0
n6,1,0.009473,6.731338,[223  56] ; [386  57],[235.33379501  43.66620499] ; [373.66620499  69.33379501],0
a5,1,0.011156,6.440336,[202  78] ; [358  88],[215.97796143  64.02203857] ; [344.02203857 101.97796143],0
b5,1,0.012942,6.176968,[186  94] ; [255 191],[170.08264463 109.91735537] ; [270.91735537 175.08264463],0
u1,1,0.013304,6.128238,[ 44 236] ; [104 342],[ 57.07988981 222.92011019] ; [ 90.92011019 355.07988981],0
v3,1,0.013578,6.092169,[ 92 176] ; [186 239],[107.50937951 160.49062049] ; [170.49062049 254.50937951],0
d3,1,0.018982,5.503161,[194  85] ; [345 101],[207.42206897  71.57793103] ; [331.57793103 114.42206897],0
r4,1,0.024828,5.035819,[251  29] ; [420  26],[258.78787879  21.21212121] ; [412.21212121  33.78787879],0
p1,1,0.038168,4.297534,[ 13 264] ; [ 39 404],[ 20.00555556 256.99444444] ; [ 31.99444444 411.00555556],0
u3,1,0.064969,3.405774,[37 35] ; [71 38],[42.96132597 29.03867403] ; [65.03867403 43.96132597],0
p12,1,0.066686,3.362772,[ 14 261] ; [ 39 406],[ 20.24305556 254.75694444] ; [ 32.75694444 412.24305556],0
d2,1,0.068265,3.32425,[138 141] ; [251 194],[149.90469613 129.09530387] ; [239.09530387 205.90469613],0
s3,1,0.080776,3.049215,[144 134] ; [256 182],[155.30726257 122.69273743] ; [244.69273743 193.30726257],0
b1,1,0.101625,2.679848,[ 93 187] ; [175 271],[103.36088154 176.63911846] ; [164.63911846 281.36088154],0
a1,1,0.137732,2.203121,[  9 271] ; [ 25 421],[ 13.11294766 266.88705234] ; [ 20.88705234 425.11294766],0
a4,1,0.157618,1.99693,[129 151] ; [229 216],[138.26206897 141.73793103] ; [219.73793103 225.26206897],0
v2,1,0.17476,1.841626,[147 116] ; [264 168],[155.5294964 107.4705036] ; [255.4705036 176.5294964],0
a2,1,0.222954,1.485258,[ 67 213] ; [125 321],[ 74.04958678 205.95041322] ; [117.95041322 328.04958678],0
s4,1,0.299078,1.0783,[ 41 236] ; [ 78 361],[ 46.0377095 230.9622905] ; [ 72.9622905 366.0377095],0
u4,1,0.340929,0.906935,[  5 275] ; [ 13 433],[  6.94214876 273.05785124] ; [ 11.05785124 434.94214876],0
a7,1,0.349832,0.874066,[204  76] ; [338 107],[209.32413793  70.67586207] ; [332.67586207 112.32413793],0
n3,1,0.42715,0.630561,[60 24] ; [63 19],[62.24096386 21.75903614] ; [60.75903614 21.24096386],0
d4,1,0.443647,0.586832,[246  34] ; [400  46],[249.14600551  30.85399449] ; [396.85399449  49.14600551],0
u2,1,0.460018,0.545851,[38 33] ; [65 45],[40.40331492 30.59668508] ; [62.59668508 47.40331492],0
n2,1,0.46467,0.534623,[60 25] ; [62 20],[62.09580838 22.90419162] ; [59.90419162 22.09580838],0
b2,1,0.465421,0.532826,[ 54 100] ; [110 175],[57.53075171 96.46924829] ; [106.46924829 178.53075171],0
b3,1,0.465421,0.532826,[ 54 100] ; [110 175],[57.53075171 96.46924829] ; [106.46924829 178.53075171],0
n1,1,0.48182,0.494741,[29 54] ; [33 49],[31.18787879 51.81212121] ; [30.81212121 51.18787879],0
b4,1,0.542312,0.371272,[169 111] ; [259 187],[165.06887052 114.93112948] ; [262.93112948 183.06887052],0
r2,1,0.635769,0.224319,[264  11] ; [421  21],[262.72663877  12.27336123] ; [422.27336123  19.72663877],0
a8,1,0.724968,0.123782,[ 38 220] ; [ 55 345],[ 36.46504559 221.53495441] ; [ 56.53495441 343.46504559],0
a3,1,0.825526,0.048595,[208  71] ; [335 110],[209.25  69.75] ; [333.75 111.25],0
s1,1,0.963104,0.00214,[  8 269] ; [ 13 428],[  8.10167131 268.89832869] ; [ 12.89832869 428.10167131],0
a6,1,0.996192,2.3e-05,[192  87] ; [307 139],[192.02896552  86.97103448] ; [306.97103448 139.02896552],0
