Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.940984,[22 36] ; [99 33],[36.93684211 21.06315789] ; [84.06315789 47.93684211],1
a2,1,0.114711,2.488092,[ 4 54] ; [ 20 112],[ 7.32631579 50.67368421] ; [ 16.67368421 115.32631579],0
s1,1,0.119202,2.427779,[ 4 54] ; [  3 129],[ 2.13684211 55.86315789] ; [  4.86315789 127.13684211],0
a5,1,0.166869,1.910853,[28 30] ; [78 54],[32.35789474 25.64210526] ; [73.64210526 58.35789474],0
n2,1,0.222354,1.489111,[19  7] ; [27 19],[16.61111111  9.38888889] ; [29.38888889 16.61111111],0
s8,1,0.24305,1.362815,[12 46] ; [38 94],[15.26315789 42.73684211] ; [34.73684211 97.26315789],0
a8,1,0.313358,1.016471,[ 3 52] ; [  3 118],[ 1.875 53.125] ; [  4.125 116.875],0
a4,1,0.32172,0.98194,[19 39] ; [34 98],[16.17894737 41.82105263] ; [36.82105263 95.17894737],0
p5,1,0.342736,0.90017,[ 1 56] ; [  6 124],[ 2.13368984 54.86631016] ; [  4.86631016 125.13368984],0
s4,1,0.361303,0.833358,[ 9 49] ; [ 28 104],[11.29473684 46.70526316] ; [ 25.70526316 106.29473684],0
s3,1,0.368372,0.809149,[24 34] ; [63 67],[26.84042553 31.15957447] ; [60.15957447 69.84042553],0
n3,1,0.381471,0.765957,[15 10] ; [33 14],[16.66666667  8.33333333] ; [31.33333333 15.66666667],0
b5,1,0.410583,0.677113,[31 27] ; [79 53],[33.57894737 24.42105263] ; [76.42105263 55.57894737],0
v1,1,0.424492,0.637846,[24 33] ; [46 82],[21.56756757 35.43243243] ; [48.43243243 79.56756757],0
s5,1,0.428925,0.625733,[12 44] ; [35 95],[14.15053763 41.84946237] ; [32.84946237 97.15053763],0
n6,1,0.461242,0.542878,[35 23] ; [87 45],[37.24210526 20.75789474] ; [84.75789474 47.24210526],0
u2,1,0.475224,0.509804,[12 15] ; [27 24],[13.5 13.5] ; [25.5 25.5],0
a3,1,0.484692,0.488289,[31 26] ; [79 53],[33.17460317 23.82539683] ; [76.82539683 55.17460317],0
p4,1,0.488386,0.48008,[19 38] ; [51 81],[21.11111111 35.88888889] ; [48.88888889 83.11111111],0
s2,1,0.488386,0.48008,[19 38] ; [51 81],[21.11111111 35.88888889] ; [48.88888889 83.11111111],0
b4,1,0.562711,0.335031,[33 25] ; [81 51],[34.8 23.2] ; [79.2 52.8],0
p11,1,0.648616,0.20765,[34 24] ; [82 50],[35.41052632 22.58947368] ; [80.58947368 51.41052632],0
u3,1,0.655134,0.199488,[15 12] ; [31 20],[15.92307692 11.07692308] ; [30.07692308 20.92307692],0
n1,1,0.791293,0.07003,[ 6 19] ; [10 37],[ 5.55555556 19.44444444] ; [10.44444444 36.55555556],0
p7,1,0.801279,0.063349,[24 33] ; [56 71],[24.7826087 32.2173913] ; [55.2173913 71.7826087],0
p1,1,0.894127,0.017711,[ 2 56] ; [  5 125],[ 2.15957447 55.84042553] ; [  4.84042553 125.15957447],0
p12,1,0.903873,0.014586,[ 1 56] ; [  2 130],[ 0.9047619 56.0952381] ; [  2.0952381 129.9047619],0
b2,1,0.957942,0.002781,[ 7 20] ; [16 47],[ 6.9 20.1] ; [16.1 46.9],0
b3,1,0.957942,0.002781,[ 7 20] ; [16 47],[ 6.9 20.1] ; [16.1 46.9],0
d2,1,0.961112,0.002377,[20 38] ; [46 86],[20.14736842 37.85263158] ; [45.85263158 86.14736842],0
