Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.0,30.867464,[ 7 25] ; [39  7],[18.87179487 13.12820513] ; [27.12820513 18.87179487],1
p9,1,5e-06,20.843863,[13 19] ; [41  5],[22.15384615  9.84615385] ; [31.84615385 14.15384615],1
r3,1,0.000112,14.929794,[17 15] ; [42  4],[24.20512821  7.79487179] ; [34.79487179 11.20512821],1
p8,1,0.000243,13.463667,[ 3 28] ; [23 23],[10.46753247 20.53246753] ; [15.53246753 30.46753247],1
v4,1,0.000562,11.896887,[19 12] ; [42  3],[24.88157895  6.11842105] ; [36.11842105  8.88157895],1
p4,1,0.00085,11.128293,[ 6 26] ; [26 20],[13.12820513 18.87179487] ; [18.87179487 27.12820513],1
p7,1,0.002737,8.975079,[12 20] ; [31 12],[18.34666667 13.65333333] ; [24.65333333 18.34666667],0
p2,1,0.0051,7.843583,[15 17] ; [35 10],[20.77922078 11.22077922] ; [29.22077922 15.77922078],0
v2,1,0.005767,7.621813,[ 8 23] ; [25 18],[13.82432432 17.17567568] ; [19.17567568 23.82432432],0
s8,1,0.006066,7.530572,[ 4 28] ; [19 27],[ 9.43589744 22.56410256] ; [13.56410256 32.43589744],0
v1,1,0.007618,7.121248,[ 8 24] ; [24 19],[13.65333333 18.34666667] ; [18.34666667 24.65333333],0
u2,1,0.023851,5.105455,[4 7] ; [12  3],[6.76923077 4.23076923] ; [9.23076923 5.76923077],0
p3,1,0.026633,4.914468,[ 4 28] ; [16 30],[ 8.20512821 23.79487179] ; [11.79487179 34.20512821],0
s6,1,0.034536,4.46796,[11 21] ; [27 19],[15.58974359 16.41025641] ; [22.41025641 23.58974359],0
s2,1,0.053145,3.739368,[ 8 24] ; [21 24],[12.05194805 19.94805195] ; [16.94805195 28.05194805],0
r1,1,0.080629,3.052174,[16 16] ; [32 14],[19.69230769 12.30769231] ; [28.30769231 17.69230769],0
u3,1,0.098168,2.735065,[3 8] ; [9 6],[5.07692308 5.92307692] ; [6.92307692 8.07692308],0
p6,1,0.107479,2.590909,[ 5 27] ; [14 30],[ 8. 24.] ; [11. 33.],0
a4,1,0.122626,2.383456,[16 16] ; [15 31],[12.71794872 19.28205128] ; [18.28205128 27.71794872],0
r4,1,0.139465,2.183853,[17 15] ; [32 14],[20.1025641 11.8974359] ; [28.8974359 17.1025641],0
d2,1,0.141655,2.159888,[16 15] ; [16 30],[12.88311688 18.11688312] ; [19.11688312 26.88311688],0
b2,1,0.174568,1.843268,[ 8 13] ; [ 5 20],[ 5.93478261 15.06521739] ; [ 7.06521739 17.93478261],0
b3,1,0.174568,1.843268,[ 8 13] ; [ 5 20],[ 5.93478261 15.06521739] ; [ 7.06521739 17.93478261],0
a2,1,0.175902,1.83191,[ 8 24] ; [ 6 40],[ 5.74358974 26.25641026] ; [ 8.25641026 37.74358974],0
d5,1,0.213365,1.548449,[18 13] ; [33 13],[20.53246753 10.46753247] ; [30.46753247 15.53246753],0
b1,1,0.251417,1.315415,[16 16] ; [29 17],[18.46153846 13.53846154] ; [26.53846154 19.46153846],0
s3,1,0.291475,1.112797,[15 17] ; [26 18],[17.26315789 14.73684211] ; [23.73684211 20.26315789],0
d3,1,0.317009,1.001247,[15 16] ; [27 18],[17.13157895 13.86842105] ; [24.86842105 20.13157895],0
p5,1,0.339438,0.912553,[ 1 30] ; [ 4 42],[ 2.01298701 28.98701299] ; [ 2.98701299 43.01298701],0
d4,1,0.343439,0.89755,[17 13] ; [31 15],[18.94736842 11.05263158] ; [29.05263158 16.94736842],0
s1,1,0.363121,0.827071,[ 2 29] ; [ 1 43],[ 1.24 29.76] ; [ 1.76 42.24],0
v3,1,0.366491,0.815529,[ 6 25] ; [12 30],[ 7.64383562 23.35616438] ; [10.35616438 31.64383562],0
d1,1,0.419029,0.653036,[11 21] ; [20 26],[12.71794872 19.28205128] ; [18.28205128 27.71794872],0
n1,1,0.445009,0.583333,[9 7] ; [5 7],[8. 8.] ; [6. 6.],0
a8,1,0.451322,0.56733,[ 7 23] ; [ 7 36],[ 5.75342466 24.24657534] ; [ 8.24657534 34.75342466],0
a7,1,0.467865,0.527015,[19 13] ; [31 15],[20.51282051 11.48717949] ; [29.48717949 16.51282051],0
n3,1,0.473701,0.51333,[9 7] ; [9 4],[9.93103448 6.06896552] ; [8.06896552 4.93103448],0
b5,1,0.495883,0.463735,[17 15] ; [28 18],[18.46153846 13.53846154] ; [26.53846154 19.46153846],0
s7,1,0.498092,0.458999,[ 8 22] ; [15 29],[ 9.32432432 20.67567568] ; [13.67567568 30.32432432],0
a6,1,0.522444,0.409066,[23  8] ; [31 15],[21.74025974  9.25974026] ; [32.25974026 13.74025974],0
s4,1,0.536624,0.381833,[ 5 27] ; [ 5 41],[ 4.1025641 27.8974359] ; [ 5.8974359 40.1025641],0
r2,1,0.546102,0.364347,[26  6] ; [38  6],[26.94736842  5.05263158] ; [37.05263158  6.94736842],0
u1,1,0.690109,0.158967,[ 2 30] ; [ 4 42],[ 2.46153846 29.53846154] ; [ 3.53846154 42.46153846],0
p1,1,0.707934,0.14035,[ 2 30] ; [ 2 44],[ 1.64102564 30.35897436] ; [ 2.35897436 43.64102564],0
p12,1,0.793787,0.068328,[ 1 31] ; [ 1 45],[ 0.82051282 31.17948718] ; [ 1.17948718 44.82051282],0
s5,1,0.826585,0.047998,[ 6 25] ; [ 8 38],[ 5.63636364 25.36363636] ; [ 8.36363636 37.63636364],0
b4,1,0.934056,0.006846,[17 15] ; [24 22],[16.82051282 15.17948718] ; [24.17948718 21.82051282],0
a5,1,0.952157,0.0036,[19 13] ; [27 19],[18.87179487 13.12820513] ; [27.12820513 18.87179487],0
a3,1,0.974293,0.001038,[21 10] ; [31 15],[20.93506494 10.06493506] ; [31.06493506 14.93506494],0
n4,1,0.989535,0.000172,[23  9] ; [33 13],[22.97435897  9.02564103] ; [33.02564103 12.97435897],0
