Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.005285,7.779355,[ 20 219] ; [3 5],[ 22.25506073 216.74493927] ; [0.74493927 7.25506073],0
p4,1,0.021058,5.321987,[ 90 166] ; [6 2],[ 93.09090909 162.90909091] ; [2.90909091 5.09090909],0
p3,1,0.035869,4.403325,[ 63 194] ; [5 4],[ 65.69924812 191.30075188] ; [2.30075188 6.69924812],0
p1,1,0.038079,4.301488,[ 14 242] ; [2 7],[ 15.45660377 240.54339623] ; [0.54339623 8.45660377],0
d2,1,0.056094,3.64927,[115 138] ; [7 2],[117.80916031 135.19083969] ; [4.19083969 4.80916031],0
a5,1,0.095169,2.784687,[158  99] ; [8 1],[160.38345865  96.61654135] ; [5.61654135 3.38345865],0
s2,1,0.096139,2.768453,[ 98 157] ; [1 8],[ 95.625 159.375] ; [3.375 5.625],0
p10,1,0.13605,2.222071,[157  98] ; [7 1],[159.01140684  95.98859316] ; [4.98859316 3.01140684],0
s5,1,0.149327,2.079117,[ 58 189] ; [4 5],[ 59.8203125 187.1796875] ; [2.1796875 6.8203125],0
r1,1,0.164132,1.935742,[171  85] ; [8 1],[172.92075472  83.07924528] ; [6.07924528 2.92075472],0
s7,1,0.212467,1.554539,[ 86 158] ; [5 4],[ 87.76284585 156.23715415] ; [3.23715415 5.76284585],0
s6,1,0.303502,1.058741,[126 130] ; [6 3],[127.51698113 128.48301887] ; [4.48301887 4.51698113],0
n5,1,0.331243,0.944031,[157  97] ; [7 2],[158.3878327  95.6121673] ; [5.6121673 3.3878327],0
d3,1,0.35365,0.860317,[159  95] ; [7 2],[160.31939163  93.68060837] ; [5.68060837 3.31939163],0
s3,1,0.366782,0.814538,[124 131] ; [3 6],[122.67045455 132.32954545] ; [4.32954545 4.67045455],0
r2,1,0.400974,0.705403,[221  32] ; [7 2],[220.16793893  32.83206107] ; [7.83206107 1.16793893],0
p7,1,0.411627,0.674097,[ 91 163] ; [4 4],[ 92.09923664 161.90076336] ; [2.90076336 5.09923664],0
b5,1,0.419518,0.651666,[149 108] ; [4 5],[147.82330827 109.17669173] ; [5.17669173 3.82330827],0
b1,1,0.433531,0.613345,[109 148] ; [5 4],[110.14285714 146.85714286] ; [3.85714286 5.14285714],0
a6,1,0.436036,0.606692,[167  89] ; [7 2],[168.09056604  87.90943396] ; [5.90943396 3.09056604],0
a3,1,0.462739,0.539261,[169  87] ; [7 2],[170.02264151  85.97735849] ; [5.97735849 3.02264151],0
p9,1,0.485905,0.485581,[168  84] ; [7 2],[168.96551724  83.03448276] ; [6.03448276 2.96551724],0
a7,1,0.488306,0.480257,[170  85] ; [5 4],[169.03409091  85.96590909] ; [5.96590909 3.03409091],0
v2,1,0.488381,0.480091,[ 91 155] ; [2 6],[ 90.07086614 155.92913386] ; [2.92913386 5.07086614],0
r3,1,0.49604,0.463399,[219  36] ; [7 2],[218.29545455  36.70454545] ; [7.70454545 1.29545455],0
r4,1,0.507891,0.43841,[196  61] ; [6 3],[195.16541353  61.83458647] ; [6.83458647 2.16541353],0
n4,1,0.509508,0.435077,[173  84] ; [7 2],[173.90977444  83.09022556] ; [6.09022556 2.90977444],0
v4,1,0.547202,0.362353,[217  38] ; [7 2],[216.36363636  38.63636364] ; [7.63636364 1.36363636],0
s8,1,0.666901,0.185248,[ 69 188] ; [3 6],[ 69.56390977 187.43609023] ; [2.43609023 6.56390977],0
p6,1,0.672203,0.179036,[ 47 209] ; [1 7],[ 46.54545455 209.45454545] ; [1.45454545 6.54545455],0
p11,1,0.718441,0.129992,[156 101] ; [6 3],[156.51879699 100.48120301] ; [5.48120301 3.51879699],0
b4,1,0.756273,0.096335,[156 101] ; [5 4],[155.55263158 101.44736842] ; [5.44736842 3.55263158],0
u1,1,0.759333,0.093854,[ 38 219] ; [1 8],[ 37.68045113 219.31954887] ; [1.31954887 7.68045113],0
n6,1,0.771603,0.084262,[188  68] ; [7 2],[188.37735849  67.62264151] ; [6.62264151 2.37735849],0
d1,1,0.786895,0.073086,[131 126] ; [5 4],[131.39849624 125.60150376] ; [4.60150376 4.39849624],0
d5,1,0.824772,0.049023,[190  65] ; [7 2],[190.28409091  64.71590909] ; [6.71590909 2.28409091],0
a4,1,0.892834,0.018149,[108 148] ; [4 5],[108.19622642 147.80377358] ; [3.80377358 5.19622642],0
a2,1,0.930226,0.007667,[ 54 203] ; [2 7],[ 54.10526316 202.89473684] ; [1.89473684 7.10526316],0
d4,1,0.943971,0.004939,[195  59] ; [7 2],[195.08745247  58.91254753] ; [6.91254753 2.08745247],0
u3,1,0.961523,0.002327,[42 45] ; [1 1],[42.03370787 44.96629213] ; [0.96629213 1.03370787],0
v3,1,0.963329,0.002114,[ 60 187] ; [2 6],[ 60.05490196 186.94509804] ; [1.94509804 6.05490196],0
b2,1,0.988249,0.000217,[54 91] ; [3 5],[54.01960784 90.98039216] ; [2.98039216 5.01960784],0
b3,1,0.988249,0.000217,[54 91] ; [3 5],[54.01960784 90.98039216] ; [2.98039216 5.01960784],0
p2,1,0.993297,7.1e-05,[161  96] ; [5 3],[160.98867925  96.01132075] ; [5.01132075 2.98867925],0
