Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.032538,[ 3 35] ; [99 18],[25.00645161 12.99354839] ; [76.99354839 40.00645161],1
u2,1,0.226025,1.465703,[ 5 12] ; [20 23],[7.08333333 9.91666667] ; [17.91666667 25.08333333],0
n2,1,0.240538,1.377436,[13 12] ; [33 17],[15.33333333  9.66666667] ; [30.66666667 19.33333333],0
n1,1,0.28036,1.165342,[11 14] ; [15 33],[ 8.90410959 16.09589041] ; [17.09589041 30.90410959],0
u3,1,0.337543,0.919742,[ 5 12] ; [18 24],[ 6.62711864 10.37288136] ; [16.37288136 25.62711864],0
n4,1,0.496674,0.462035,[24 14] ; [66 50],[22.20779221 15.79220779] ; [67.79220779 48.20779221],0
s1,1,0.594296,0.283685,[ 4 34] ; [  9 107],[ 3.20779221 34.79220779] ; [  9.79220779 106.20779221],0
a3,1,0.619827,0.24611,[21 15] ; [73 43],[22.26315789 13.73684211] ; [71.73684211 44.26315789],0
p5,1,0.660906,0.192425,[ 1 36] ; [  5 111],[ 1.45098039 35.54901961] ; [  4.54901961 111.45098039],0
b4,1,0.818872,0.052439,[19 19] ; [61 56],[19.61290323 18.38709677] ; [60.38709677 56.61290323],0
a4,1,0.819363,0.05215,[14 22] ; [48 69],[14.58823529 21.41176471] ; [47.41176471 69.58823529],0
s4,1,0.958122,0.002757,[ 7 31] ; [22 95],[ 7.10967742 30.89032258] ; [21.89032258 95.10967742],0
