Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,86.817347,[293   7] ; [61 34],[268.86075949  31.13924051] ; [85.13924051  9.86075949],1
a5,1,0.0,31.13287,[237  63] ; [47 48],[215.69620253  84.30379747] ; [68.30379747 26.69620253],1
r2,1,0.0,29.630648,[285  13] ; [72 21],[272.08695652  25.91304348] ; [84.91304348  8.08695652],1
v1,1,3e-06,22.005094,[169 128] ; [27 66],[149.26153846 147.73846154] ; [46.73846154 46.26153846],1
v2,1,3.3e-05,17.257399,[179 111] ; [35 59],[161.61458333 128.38541667] ; [52.38541667 41.61458333],1
a6,1,0.000323,12.934133,[220  80] ; [51 44],[205.82278481  94.17721519] ; [65.17721519 29.82278481],1
d1,1,0.001177,10.525715,[174 126] ; [37 58],[160.25316456 139.74683544] ; [50.74683544 44.25316456],0
n4,1,0.001271,10.384449,[228  72] ; [56 39],[215.69620253  84.30379747] ; [68.30379747 26.69620253],0
d5,1,0.001532,10.039463,[252  48] ; [65 29],[241.37055838  58.62944162] ; [75.62944162 18.37055838],0
a2,1,0.001858,9.685028,[ 73 227] ; [ 9 86],[ 62.27848101 237.72151899] ; [19.72151899 75.27848101],0
u1,1,0.006832,7.316603,[ 53 247] ; [ 6 89],[ 44.81012658 255.18987342] ; [14.18987342 80.81012658],0
v4,1,0.009985,6.637541,[287  13] ; [84 11],[281.7721519  18.2278481] ; [89.2278481  5.7721519],0
d3,1,0.009985,6.637524,[208  92] ; [51 42],[197.70992366 102.29007634] ; [61.29007634 31.70992366],0
a7,1,0.011826,6.336723,[228  72] ; [59 35],[218.52791878  81.47208122] ; [68.47208122 25.52791878],0
a3,1,0.013379,6.118275,[208  91] ; [53 42],[198.06852792 100.93147208] ; [62.93147208 32.06852792],0
p7,1,0.014219,6.010691,[181 115] ; [44 50],[170.76923077 125.23076923] ; [54.23076923 39.76923077],0
p2,1,0.015748,5.830837,[244  55] ; [65 28],[235.69132653  63.30867347] ; [73.30867347 19.69132653],0
u3,1,0.018442,5.553707,[54 38] ; [15 26],[47.72932331 44.27067669] ; [21.27067669 19.72932331],0
d4,1,0.018546,5.54386,[248  52] ; [68 27],[240.  60.] ; [76. 19.],0
s8,1,0.019156,5.487215,[ 86 211] ; [16 79],[ 77.28061224 219.71938776] ; [24.71938776 70.28061224],0
s2,1,0.028118,4.820812,[ 38 258] ; [21 74],[ 44.66496164 251.33503836] ; [14.33503836 80.66496164],0
v3,1,0.035596,4.416355,[110 178] ; [25 70],[101.51436031 186.48563969] ; [33.48563969 61.51436031],0
a4,1,0.037353,4.334258,[137 162] ; [32 63],[128.25126904 170.74873096] ; [40.74873096 54.25126904],0
s4,1,0.042089,4.131636,[ 25 269] ; [15 80],[ 30.23136247 263.76863753] ; [ 9.76863753 85.23136247],0
