Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000687,11.524942,[22 24] ; [203  76],[31.84615385 14.15384615] ; [193.15384615  85.84615385],1
n1,1,0.001949,9.596939,[ 3 19] ; [39 38],[ 9.33333333 12.66666667] ; [32.66666667 44.33333333],0
d1,1,0.002483,9.153321,[15 31] ; [158 121],[24.48615385 21.51384615] ; [148.51384615 130.48615385],0
p4,1,0.002864,8.892303,[11 35] ; [132 146],[20.30246914 25.69753086] ; [122.69753086 155.30246914],0
s7,1,0.00579,7.614573,[11 32] ; [129 139],[19.35691318 23.64308682] ; [120.64308682 147.35691318],0
s6,1,0.007864,7.06429,[21 25] ; [183  94],[29.05263158 16.94736842] ; [174.94736842 102.05263158],0
r1,1,0.008637,6.896447,[26 20] ; [209  69],[33.36419753 12.63580247] ; [201.63580247  76.36419753],0
v3,1,0.009945,6.644639,[ 9 36] ; [107 160],[16.73076923 28.26923077] ; [ 99.26923077 167.73076923],0
d5,1,0.013124,6.152331,[30 16] ; [226  52],[36.34567901  9.65432099] ; [219.65432099  58.34567901],0
u1,1,0.017225,5.67333,[ 3 43] ; [ 60 219],[ 8.91692308 37.08307692] ; [ 54.08307692 224.91692308],0
s8,1,0.021271,5.30442,[10 36] ; [110 169],[16.98461538 29.01538462] ; [103.01538462 175.98461538],0
v2,1,0.032333,4.580734,[15 29] ; [137 129],[21.57419355 22.42580645] ; [130.42580645 135.57419355],0
a4,1,0.033982,4.495617,[15 31] ; [137 140],[21.64705882 24.35294118] ; [130.35294118 146.64705882],0
p3,1,0.039245,4.250242,[10 36] ; [104 174],[16.18518519 29.81481481] ; [ 97.81481481 180.18518519],0
p6,1,0.042272,4.124295,[ 5 41] ; [ 67 208],[10.31775701 35.68224299] ; [ 61.68224299 213.31775701],0
d2,1,0.045087,4.015369,[17 29] ; [145 129],[23.2875 22.7125] ; [138.7125 135.2875],0
n6,1,0.045259,4.008975,[34 12] ; [238  40],[38.61728395  7.38271605] ; [233.38271605  44.61728395],0
a7,1,0.046644,3.958185,[24 22] ; [187  91],[29.95679012 16.04320988] ; [181.04320988  96.95679012],0
s5,1,0.051704,3.785319,[ 7 39] ; [ 78 191],[12.41269841 33.58730159] ; [ 72.58730159 196.41269841],0
a2,1,0.075535,3.158441,[ 7 39] ; [ 77 202],[11.88923077 34.11076923] ; [ 72.11076923 206.88923077],0
d3,1,0.079027,3.084793,[23 22] ; [180  98],[28.28173375 16.71826625] ; [174.71826625 103.28173375],0
s3,1,0.098851,2.723977,[20 26] ; [155 119],[25.15625 20.84375] ; [149.84375 124.15625],0
s4,1,0.10321,2.655233,[10 36] ; [ 35 240],[ 6.44859813 39.55140187] ; [ 38.55140187 236.44859813],0
s2,1,0.122713,2.382352,[17 28] ; [138 137],[21.796875 23.203125] ; [133.203125 141.796875],0
n3,1,0.130335,2.288506,[13 10] ; [57 21],[15.94059406  7.05940594] ; [54.05940594 23.94059406],0
d4,1,0.139134,2.187513,[30 15] ; [213  64],[33.95962733 11.04037267] ; [209.04037267  67.95962733],0
p10,1,0.146859,2.104575,[30 16] ; [208  68],[34. 12.] ; [204.  72.],0
a8,1,0.156188,2.010755,[ 3 42] ; [ 36 213],[ 5.96938776 39.03061224] ; [ 33.03061224 215.96938776],0
b2,1,0.168042,1.900327,[ 6 17] ; [ 75 108],[ 9.04368932 13.95631068] ; [ 71.95631068 111.04368932],0
b3,1,0.168042,1.900327,[ 6 17] ; [ 75 108],[ 9.04368932 13.95631068] ; [ 71.95631068 111.04368932],0
a1,1,0.225395,1.469689,[ 1 45] ; [ 19 260],[ 2.83076923 43.16923077] ; [ 17.16923077 261.83076923],0
a3,1,0.240046,1.380326,[29 17] ; [199  79],[32.37037037 13.62962963] ; [195.62962963  82.37037037],0
p2,1,0.316441,1.003601,[29 17] ; [195  82],[31.90092879 14.09907121] ; [192.09907121  84.90092879],0
r4,1,0.367588,0.811803,[35 11] ; [228  51],[37.22461538  8.77538462] ; [225.77538462  53.22461538],0
r3,1,0.386936,0.74855,[39  7] ; [247  30],[40.73065015  5.26934985] ; [245.26934985  31.73065015],0
s1,1,0.425655,0.63465,[ 1 45] ; [ 13 259],[ 2.02515723 43.97484277] ; [ 11.97484277 260.02515723],0
u2,1,0.450167,0.570231,[ 7 10] ; [40 38],[8.41052632 8.58947368] ; [38.58947368 39.41052632],0
p11,1,0.460324,0.545107,[30 16] ; [197  82],[32.12923077 13.87076923] ; [194.87076923  84.12923077],0
p7,1,0.471419,0.518647,[16 28] ; [115 158],[18.1829653 25.8170347] ; [112.8170347 160.1829653],0
b1,1,0.481401,0.495687,[21 25] ; [112 167],[18.82461538 27.17538462] ; [114.17538462 164.82461538],0
p1,1,0.529111,0.396098,[ 2 44] ; [ 19 260],[ 2.97230769 43.02769231] ; [ 18.02769231 260.97230769],0
r2,1,0.633478,0.227374,[41  5] ; [252  24],[41.85714286  4.14285714] ; [251.14285714  24.85714286],0
a6,1,0.637973,0.221403,[30 16] ; [191  87],[31.37654321 14.62345679] ; [189.62345679  88.37654321],0
b5,1,0.702345,0.146044,[28 18] ; [178 101],[29.15692308 16.84307692] ; [176.84307692 102.15692308],0
n2,1,0.715592,0.132755,[16  7] ; [58 21],[16.68627451  6.31372549] ; [57.31372549 21.68627451],0
p9,1,0.726792,0.122078,[34 11] ; [215  61],[34.90654206 10.09345794] ; [214.09345794  61.90654206],0
u3,1,0.753607,0.098525,[9 8] ; [39 41],[8.41237113 8.58762887] ; [39.58762887 40.41237113],0
u4,1,0.858541,0.031767,[ 1 45] ; [  5 274],[ 0.84923077 45.15076923] ; [  5.15076923 273.84923077],0
b4,1,0.860541,0.030866,[28 18] ; [166 113],[27.45846154 18.54153846] ; [166.54153846 112.45846154],0
v4,1,0.889698,0.019234,[40  5] ; [246  33],[39.72222222  5.27777778] ; [246.27777778  32.72222222],0
v1,1,0.993505,6.6e-05,[22 24] ; [128 140],[21.97452229 24.02547771] ; [128.02547771 139.97452229],0
