Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,50.558753,[490  77] ; [85 56],[460.48728814 106.51271186] ; [114.51271186  26.48728814],1
p9,1,0.0,36.390048,[498  66] ; [96 46],[474.52691218  89.47308782] ; [119.47308782  22.52691218],1
n6,1,3e-06,21.898343,[499  71] ; [104  41],[480.71328671  89.28671329] ; [122.28671329  22.71328671],1
p8,1,5e-06,20.851497,[329 231] ; [54 90],[304.65909091 255.34090909] ; [78.34090909 65.65909091],1
p2,1,6e-06,20.531475,[493  75] ; [104  42],[474.92436975  93.07563025] ; [122.07563025  23.92436975],1
p7,1,7e-06,20.187611,[386 168] ; [71 72],[363.23959828 190.76040172] ; [93.76040172 49.23959828],1
n4,1,0.000105,15.050337,[468 104] ; [98 48],[450.90807799 121.09192201] ; [115.09192201  30.90807799],1
n5,1,0.000371,12.673267,[446 123] ; [93 52],[429.53921569 139.46078431] ; [109.46078431  35.53921569],1
b1,1,0.000748,11.366705,[202 372] ; [74 73],[219.72815534 354.27184466] ; [56.27184466 90.72815534],1
r3,1,0.002288,9.302619,[567   6] ; [138   7],[562.62534819  10.37465181] ; [142.37465181   2.62534819],0
p4,1,0.005618,7.668993,[360 206] ; [74 71],[345.49085795 220.50914205] ; [88.50914205 56.49085795],0
p12,1,0.015941,5.809352,[ 55 510] ; [  5 139],[ 47.81382228 517.18617772] ; [ 12.18617772 131.81382228],0
v1,1,0.016272,5.773201,[325 232] ; [69 77],[312.17354196 244.82645804] ; [81.82645804 64.17354196],0
p3,1,0.024471,5.06092,[301 268] ; [62 84],[288.87692308 280.12307692] ; [74.12307692 71.87692308],0
b3,1,0.031475,4.626846,[145 214] ; [21 56],[136.68348624 222.31651376] ; [29.31651376 47.68348624],0
b2,1,0.031475,4.626846,[145 214] ; [21 56],[136.68348624 222.31651376] ; [29.31651376 47.68348624],0
s1,1,0.035956,4.399187,[ 15 547] ; [  9 136],[ 19.07779349 542.92220651] ; [  4.92220651 140.07779349],0
s6,1,0.06423,3.424634,[383 178] ; [109  34],[392.0625 168.9375] ; [99.9375 43.0625],0
n1,1,0.064793,3.410237,[31 62] ; [25 26],[36.16666667 56.83333333] ; [19.83333333 31.16666667],0
a5,1,0.08338,2.997755,[448 125] ; [105  42],[440.09583333 132.90416667] ; [112.90416667  34.09583333],0
v4,1,0.083806,2.989501,[563  10] ; [140   6],[560.24895688  12.75104312] ; [142.75104312   3.24895688],0
v2,1,0.10901,2.568513,[335 214] ; [75 65],[326.69085631 222.30914369] ; [83.30914369 56.69085631],0
a6,1,0.121625,2.396271,[409 162] ; [95 51],[401.37238494 169.62761506] ; [102.62761506  43.37238494],0
s4,1,0.127097,2.327603,[ 86 476] ; [ 30 116],[ 92.07909605 469.92090395] ; [ 23.92090395 122.07909605],0
b5,1,0.145307,2.120837,[333 241] ; [95 52],[340.73786408 233.26213592] ; [87.26213592 59.73786408],0
u2,1,0.176664,1.825466,[93 58] ; [21 21],[89.19170984 61.80829016] ; [24.80829016 17.19170984],0
p5,1,0.185551,1.752593,[ 69 497] ; [ 12 133],[ 64.48101266 501.51898734] ; [ 16.51898734 128.48101266],0
d5,1,0.223206,1.483638,[465 107] ; [125  21],[470.02785515 101.97214485] ; [119.97214485  26.02785515],0
a7,1,0.250377,1.3212,[421 151] ; [115  32],[426.41446453 145.58553547] ; [109.58553547  37.41446453],0
d2,1,0.267135,1.231401,[284 288] ; [80 66],[289.98328691 282.01671309] ; [74.01671309 71.98328691],0
v3,1,0.310999,1.02643,[235 315] ; [52 85],[229.76710335 320.23289665] ; [57.23289665 79.76710335],0
a4,1,0.31765,0.998598,[263 308] ; [74 72],[268.37796374 302.62203626] ; [68.62203626 77.37796374],0
a2,1,0.371152,0.799803,[147 427] ; [ 43 104],[151.26213592 422.73786408] ; [ 38.73786408 108.26213592],0
s2,1,0.401486,0.703872,[292 274] ; [81 65],[296.51404494 269.48595506] ; [76.48595506 69.51404494],0
a3,1,0.505447,0.443482,[422 150] ; [103  42],[418.82845188 153.17154812] ; [106.17154812  38.82845188],0
p1,1,0.566679,0.32827,[ 46 521] ; [ 14 132],[ 47.71388499 519.28611501] ; [ 12.28611501 133.71388499],0
p6,1,0.568436,0.325306,[211 351] ; [50 93],[208.05957447 353.94042553] ; [52.94042553 90.05957447],0
s7,1,0.56915,0.324107,[277 274] ; [70 62],[279.93704246 271.06295754] ; [67.06295754 64.93704246],0
a8,1,0.591037,0.288727,[ 79 442] ; [ 17 111],[ 77.06625578 443.93374422] ; [ 18.93374422 109.06625578],0
d1,1,0.631422,0.230137,[356 218] ; [88 59],[353.47572816 220.52427184] ; [90.52427184 56.47572816],0
s8,1,0.638647,0.220515,[267 301] ; [65 80],[264.48246844 303.51753156] ; [67.51753156 77.48246844],0
a1,1,0.667657,0.184354,[ 24 550] ; [  5 142],[ 23.08737864 550.91262136] ; [  5.91262136 141.08737864],0
u1,1,0.676141,0.174502,[116 458] ; [ 32 115],[117.82524272 456.17475728] ; [ 30.17475728 116.82524272],0
b4,1,0.710827,0.137453,[330 244] ; [87 60],[331.98058252 242.01941748] ; [85.01941748 61.98058252],0
u4,1,0.776479,0.080605,[ 14 560] ; [  3 144],[ 13.53398058 560.46601942] ; [  3.46601942 143.53398058],0
u3,1,0.792043,0.069516,[98 54] ; [28 14],[98.72164948 53.27835052] ; [27.27835052 14.72164948],0
n3,1,0.822665,0.050229,[71 22] ; [39 11],[71.53846154 21.46153846] ; [38.46153846 11.53846154],0
r2,1,0.849445,0.036034,[562   9] ; [145   2],[562.25208914   8.74791086] ; [144.74791086   2.25208914],0
n2,1,0.850696,0.03543,[69 23] ; [39 14],[68.52413793 23.47586207] ; [39.47586207 13.52413793],0
d4,1,0.857116,0.032417,[480  91] ; [121  24],[479.28910615  91.71089385] ; [121.71089385  23.28910615],0
s5,1,0.94012,0.005643,[196 358] ; [48 89],[195.62373372 358.37626628] ; [48.37626628 88.62373372],0
