Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,203.486704,[403  43] ; [31 81],[346.88888889  99.11111111] ; [87.11111111 24.88888889],1
p11,1,0.0,44.271731,[367  80] ; [59 54],[340.03928571 106.96071429] ; [85.96071429 27.03928571],1
p2,1,0.0,34.6879,[373  72] ; [66 47],[350.09856631  94.90143369] ; [88.90143369 24.09856631],1
b1,1,3.8e-05,16.984866,[144 303] ; [60 53],[162.83571429 284.16428571] ; [41.16428571 71.83571429],1
r4,1,7.8e-05,15.611922,[410  37] ; [89 24],[398.30892857  48.69107143] ; [100.69107143  12.30892857],1
s6,1,7.9e-05,15.586774,[292 149] ; [52 61],[273.83393502 167.16606498] ; [70.16606498 42.83393502],1
n5,1,0.000137,14.543581,[329 115] ; [63 50],[312.47396768 131.52603232] ; [79.52603232 33.47396768],1
s8,1,0.000225,13.613014,[182 263] ; [25 88],[165.08064516 279.91935484] ; [41.91935484 71.08064516],1
v1,1,0.000411,12.480206,[220 208] ; [37 76],[203.31977819 224.68022181] ; [53.68022181 59.31977819],1
p8,1,0.000648,11.631901,[200 243] ; [31 82],[184.05215827 258.94784173] ; [46.94784173 66.05215827],1
s7,1,0.000698,11.49352,[188 241] ; [28 80],[172.55865922 256.44134078] ; [43.44134078 64.55865922],1
n6,1,0.001171,10.535896,[372  74] ; [79 34],[359.83184258  86.16815742] ; [91.16815742 21.83184258],0
r3,1,0.002728,8.981091,[428  19] ; [99 13],[421.41144902  25.58855098] ; [105.58855098   6.41144902],0
d3,1,0.003446,8.554643,[306 140] ; [61 52],[292.81216458 153.18783542] ; [74.18783542 38.81216458],0
s2,1,0.003476,8.538992,[212 231] ; [36 75],[198.31046931 244.68953069] ; [49.68953069 61.31046931],0
s3,1,0.004677,8.000274,[247 194] ; [46 66],[233.65822785 207.34177215] ; [59.34177215 52.65822785],0
s1,1,0.005785,7.616133,[  9 430] ; [  8 105],[ 13.51992754 425.48007246] ; [  3.48007246 109.51992754],0
v2,1,0.008804,6.862138,[235 186] ; [46 64],[222.78907721 198.21092279] ; [58.21092279 51.78907721],0
p3,1,0.009912,6.650576,[191 255] ; [33 79],[179.03942652 266.96057348] ; [44.96057348 67.03942652],0
p7,1,0.013572,6.092918,[235 203] ; [45 66],[223.38797814 214.61202186] ; [56.61202186 54.38797814],0
p12,1,0.01862,5.536845,[ 29 417] ; [  1 111],[ 23.97849462 422.02150538] ; [  6.02150538 105.97849462],0
s5,1,0.020681,5.353503,[127 304] ; [21 92],[117.25735294 313.74264706] ; [30.74264706 82.25735294],0
p4,1,0.03538,4.426731,[222 223] ; [43 68],[212.09532374 232.90467626] ; [52.90467626 58.09532374],0
p5,1,0.047499,3.927636,[ 35 406] ; [  3 110],[ 30.24909747 410.75090253] ; [  7.75090253 105.24909747],0
d1,1,0.053419,3.730754,[251 196] ; [52 61],[241.85892857 205.14107143] ; [61.14107143 51.85892857],0
a8,1,0.057947,3.595189,[ 57 353] ; [ 7 94],[ 51.35029354 358.64970646] ; [12.64970646 88.35029354],0
a5,1,0.060164,3.532864,[325 122] ; [72 41],[316.89107143 130.10892857] ; [80.10892857 32.89107143],0
d4,1,0.070685,3.267039,[361  85] ; [82 30],[354.08243728  91.91756272] ; [88.91756272 23.08243728],0
a3,1,0.080258,3.059678,[310 135] ; [69 44],[302.24910394 142.75089606] ; [76.75089606 36.24910394],0
b3,1,0.084569,2.974827,[ 86 172] ; [15 52],[ 80.17846154 177.82153846] ; [20.82153846 46.17846154],0
b2,1,0.084569,2.974827,[ 86 172] ; [15 52],[ 80.17846154 177.82153846] ; [20.82153846 46.17846154],0
a1,1,0.09259,2.828749,[ 13 434] ; [  7 106],[ 15.96428571 431.03571429] ; [  4.03571429 108.96428571],0
b4,1,0.095466,2.779699,[250 197] ; [73 40],[257.82321429 189.17678571] ; [65.17678571 47.82321429],0
n3,1,0.119827,2.419576,[80 26] ; [25 15],[76.23287671 29.76712329] ; [28.76712329 11.23287671],0
n4,1,0.136992,2.211426,[323 122] ; [74 39],[316.60394265 128.39605735] ; [80.39605735 32.60394265],0
a7,1,0.150194,2.070283,[326 121] ; [74 38],[319.8568873 127.1431127] ; [80.1431127 31.8568873],0
b5,1,0.152033,2.051733,[282 165] ; [63 50],[275.38392857 171.61607143] ; [69.61607143 43.38392857],0
a6,1,0.169613,1.886361,[314 132] ; [72 41],[307.97137746 138.02862254] ; [78.02862254 34.97137746],0
a4,1,0.232658,1.424535,[189 256] ; [41 72],[183.42293907 261.57706093] ; [46.57706093 66.42293907],0
u3,1,0.266613,1.234091,[73 62] ; [28 16],[76.17318436 58.82681564] ; [24.82681564 19.17318436],0
r2,1,0.289704,1.120995,[421  24] ; [103   9],[418.63554758  26.36445242] ; [105.36445242   6.63554758],0
d2,1,0.295725,1.093375,[198 247] ; [56 56],[202.92639138 242.07360862] ; [51.07360862 60.92639138],0
n2,1,0.333833,0.933971,[83 23] ; [29 12],[80.76190476 25.23809524] ; [31.23809524  9.76190476],0
a2,1,0.473302,0.514256,[101 346] ; [22 91],[ 98.18035714 348.81964286] ; [24.81964286 88.18035714],0
u2,1,0.473972,0.512702,[76 59] ; [21 21],[73.98305085 61.01694915] ; [23.01694915 18.98305085],0
n1,1,0.551173,0.355219,[37 68] ; [12 28],[35.48275862 69.51724138] ; [13.51724138 26.48275862],0
p1,1,0.57279,0.318037,[ 26 420] ; [  5 107],[ 24.77777778 421.22222222] ; [  6.22222222 105.77777778],0
d5,1,0.654929,0.199743,[352  94] ; [87 26],[350.25760286  95.74239714] ; [88.74239714 24.25760286],0
v3,1,0.67336,0.177697,[161 263] ; [39 70],[159.09943715 264.90056285] ; [40.90056285 68.09943715],0
r1,1,0.819751,0.051923,[354  90] ; [89 24],[353.12746858  90.87253142] ; [89.87253142 23.12746858],0
u1,1,0.870721,0.026485,[ 66 381] ; [16 97],[ 65.45357143 381.54642857] ; [16.54642857 96.45357143],0
s4,1,0.942967,0.005118,[ 68 376] ; [17 96],[ 67.75583483 376.24416517] ; [17.24416517 95.75583483],0
