Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3e-06,22.009456,[ 8 30] ; [40 17],[19.2 18.8] ; [28.8 28.2],1
a5,1,0.148565,2.086919,[23 16] ; [26 33],[19.5 19.5] ; [29.5 29.5],0
n2,1,0.165518,1.923077,[ 8 12] ; [18 12],[10.4  9.6] ; [15.6 14.4],0
a1,1,0.16837,1.897392,[ 6 33] ; [ 4 55],[ 3.97959184 35.02040816] ; [ 6.02040816 52.97959184],0
v3,1,0.181216,1.787624,[ 5 34] ; [14 45],[ 7.56122449 31.43877551] ; [11.43877551 47.56122449],0
n3,1,0.221347,1.495617,[ 8 11] ; [18 12],[10.08163265  8.91836735] ; [15.91836735 14.08163265],0
b5,1,0.23155,1.431314,[17 22] ; [33 26],[19.89795918 19.10204082] ; [30.10204082 28.89795918],0
v1,1,0.237053,1.398032,[ 9 29] ; [20 37],[11.6 26.4] ; [17.4 39.6],0
d4,1,0.278962,1.172139,[22 17] ; [39 19],[24.5257732 14.4742268] ; [36.4742268 21.5257732],0
s1,1,0.330532,0.946812,[ 4 35] ; [ 3 56],[ 2.78571429 36.21428571] ; [ 4.21428571 54.78571429],0
p3,1,0.347972,0.880838,[ 6 33] ; [13 43],[ 7.8 31.2] ; [11.2 44.8],0
p4,1,0.362845,0.828023,[ 9 30] ; [18 39],[10.96875 28.03125] ; [16.03125 40.96875],0
a4,1,0.36296,0.827626,[15 23] ; [18 41],[12.92783505 25.07216495] ; [20.07216495 38.92783505],0
s7,1,0.38864,0.743192,[ 6 31] ; [13 42],[ 7.64130435 29.35869565] ; [11.35869565 43.64130435],0
n4,1,0.420528,0.648839,[25 14] ; [33 26],[23.08163265 15.91836735] ; [34.91836735 24.08163265],0
n5,1,0.42377,0.639836,[26 13] ; [34 24],[24.12371134 14.87628866] ; [35.87628866 22.12371134],0
s3,1,0.425662,0.634631,[ 6 32] ; [13 45],[ 7.52083333 30.47916667] ; [11.47916667 46.52083333],0
p11,1,0.429395,0.62446,[16 23] ; [29 30],[17.90816327 21.09183673] ; [27.09183673 31.90816327],0
p7,1,0.459185,0.54788,[10 29] ; [18 37],[11.61702128 27.38297872] ; [16.38297872 38.61702128],0
a7,1,0.481097,0.496375,[18 21] ; [31 27],[19.70103093 19.29896907] ; [29.29896907 28.70103093],0
s8,1,0.504224,0.446035,[ 3 36] ; [ 7 52],[ 3.97959184 35.02040816] ; [ 6.02040816 52.97959184],0
s5,1,0.504794,0.444843,[ 5 34] ; [ 5 53],[ 4.02061856 34.97938144] ; [ 5.97938144 52.02061856],0
d2,1,0.506707,0.440862,[17 21] ; [22 36],[15.4375 22.5625] ; [23.5625 34.4375],0
n1,1,0.55569,0.347222,[ 9 11] ; [11 19],[ 8. 12.] ; [12. 18.],0
u1,1,0.598172,0.277762,[ 3 36] ; [ 3 56],[ 2.3877551 36.6122449] ; [ 3.6122449 55.3877551],0
r1,1,0.601608,0.272577,[10 29] ; [18 41],[11.14285714 27.85714286] ; [16.85714286 42.14285714],0
p5,1,0.687127,0.162213,[ 3 35] ; [ 6 52],[ 3.5625 34.4375] ; [ 5.4375 52.5625],0
a6,1,0.706844,0.141449,[17 22] ; [28 31],[17.90816327 21.09183673] ; [27.09183673 31.90816327],0
p12,1,0.793887,0.06826,[ 1 38] ; [ 2 55],[ 1.21875 37.78125] ; [ 1.78125 55.21875],0
b2,1,0.812199,0.056449,[10 18] ; [12 19],[10.44067797 17.55932203] ; [11.55932203 19.44067797],0
b3,1,0.812199,0.056449,[10 18] ; [12 19],[10.44067797 17.55932203] ; [11.55932203 19.44067797],0
d1,1,0.81805,0.052925,[13 26] ; [21 38],[13.53061224 25.46938776] ; [20.46938776 38.53061224],0
b4,1,0.826327,0.048143,[24 15] ; [35 24],[23.47959184 15.52040816] ; [35.52040816 23.47959184],0
s4,1,0.887608,0.019974,[ 5 34] ; [ 7 52],[ 4.7755102 34.2244898] ; [ 7.2244898 51.7755102],0
a2,1,0.887608,0.019974,[ 5 34] ; [ 7 52],[ 4.7755102 34.2244898] ; [ 7.2244898 51.7755102],0
b1,1,0.962768,0.002179,[22 17] ; [33 26],[21.8877551 17.1122449] ; [33.1122449 25.8877551],0
a3,1,0.993024,7.6e-05,[21 17] ; [32 26],[20.97916667 17.02083333] ; [32.02083333 25.97916667],0
