Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,70.754624,[216  40] ; [187 175],[166.93851133  89.06148867] ; [236.06148867 125.93851133],1
p4,1,0.0,63.476409,[215  45] ; [189 176],[168.064  91.936] ; [235.936 129.064],1
p8,1,0.0,39.331325,[181  77] ; [162 200],[142.73225806 115.26774194] ; [200.26774194 161.73225806],1
p3,1,0.0,32.079764,[176  84] ; [164 202],[141.21405751 118.78594249] ; [198.78594249 167.21405751],1
s7,1,1e-06,24.564204,[163  83] ; [161 191],[133.28428094 112.71571906] ; [190.71571906 161.28428094],1
p5,1,4e-06,21.256239,[ 57 203] ; [ 32 331],[ 37.14285714 222.85714286] ; [ 51.85714286 311.14285714],1
s8,1,4e-06,21.0672,[154 105] ; [149 216],[125.76442308 133.23557692] ; [177.23557692 187.76442308],1
s5,1,2e-05,18.181429,[112 135] ; [101 254],[ 87.39368771 159.60631229] ; [125.60631229 229.39368771],1
p2,1,3.2e-05,17.309246,[238  22] ; [291  76],[219.36204147  40.63795853] ; [309.63795853  57.36204147],1
p9,1,9.3e-05,15.266423,[241  18] ; [297  64],[224.74516129  34.25483871] ; [313.25483871  47.74516129],1
v1,1,0.0003,13.069113,[166  90] ; [178 177],[144.1309329 111.8690671] ; [199.8690671 155.1309329],1
s2,1,0.000412,12.477462,[158  99] ; [171 192],[136.37580645 120.62419355] ; [192.62419355 170.37580645],1
s6,1,0.000486,12.169655,[195  56] ; [233 128],[175.53594771  75.46405229] ; [252.46405229 108.53594771],1
p1,1,0.003309,8.628661,[ 38 222] ; [ 27 340],[ 26.95374801 233.04625199] ; [ 38.04625199 328.95374801],0
p12,1,0.007362,7.182445,[ 34 224] ; [ 25 342],[ 24.3552 233.6448] ; [ 34.6448 332.3552],0
b2,1,0.0118,6.340652,[82 92] ; [ 81 152],[ 69.68550369 104.31449631] ; [ 93.31449631 139.68550369],0
b3,1,0.0118,6.340652,[82 92] ; [ 81 152],[ 69.68550369 104.31449631] ; [ 93.31449631 139.68550369],0
r2,1,0.015605,5.84686,[249   6] ; [340  24],[242.64135703  12.35864297] ; [346.35864297  17.64135703],0
s3,1,0.021186,5.311465,[162  95] ; [194 167],[148.04530744 108.95469256] ; [207.95469256 153.04530744],0
p10,1,0.03247,4.573491,[228  29] ; [302  64],[218.63563403  38.36436597] ; [311.36436597  54.63563403],0
d1,1,0.03354,4.518,[175  85] ; [217 151],[162.29299363  97.70700637] ; [229.70700637 138.29299363],0
a1,1,0.033947,4.497374,[ 20 240] ; [ 14 354],[ 14.07643312 245.92356688] ; [ 19.92356688 348.07643312],0
u3,1,0.042568,4.112492,[37 22] ; [51 59],[30.72189349 28.27810651] ; [57.27810651 52.72189349],0
d3,1,0.043537,4.074443,[190  70] ; [241 127],[178.43949045  81.56050955] ; [252.56050955 115.43949045],0
a3,1,0.044621,4.03289,[200  58] ; [258 109],[189.0624  68.9376] ; [268.9376  98.0624],0
u1,1,0.046207,3.974034,[ 66 194] ; [ 69 299],[ 55.89171975 204.10828025] ; [ 79.10828025 288.89171975],0
u4,1,0.081162,3.041482,[ 10 249] ; [  6 362],[  6.6092504 252.3907496] ; [  9.3907496 358.6092504],0
a5,1,0.082494,3.015059,[209  51] ; [274  94],[199.96815287  60.03184713] ; [283.03184713  84.96815287],0
r4,1,0.08328,2.999701,[244  16] ; [331  37],[238.05732484  21.94267516] ; [336.94267516  31.05732484],0
d4,1,0.098874,2.723611,[222  37] ; [296  71],[214.31629393  44.68370607] ; [303.68370607  63.31629393],0
