Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,188.275695,[  6 110] ; [440 165],[71.75589459 44.24410541] ; [374.24410541 230.75589459],1
d5,1,0.0,128.278482,[53 63] ; [541  64],[95.56726768 20.43273232] ; [498.43273232 106.56726768],1
d3,1,0.0,99.851411,[39 77] ; [479 126],[83.33980583 32.66019417] ; [434.66019417 170.33980583],1
d2,1,0.0,35.343107,[29 87] ; [333 271],[58.32222222 57.67777778] ; [303.67777778 300.32222222],1
a4,1,1e-06,25.145234,[29 85] ; [308 296],[53.50696379 60.49303621] ; [283.49303621 320.50696379],1
u1,1,1e-06,24.440482,[  4 112] ; [143 462],[23.65048544 92.34951456] ; [123.34951456 481.65048544],1
a2,1,7e-06,20.270583,[ 11 105] ; [179 426],[30.56865465 85.43134535] ; [159.43134535 445.56865465],1
a3,1,8e-06,19.974654,[65 50] ; [462 141],[84.40807799 30.59192201] ; [442.59192201 160.40807799],1
a5,1,8.5e-05,15.437632,[72 44] ; [478 127],[88.48821082 27.51178918] ; [461.51178918 143.48821082],1
p1,1,0.00222,9.357728,[18 97] ; [ 42 557],[  9.66386555 105.33613445] ; [ 50.33613445 548.66386555],0
s2,1,0.003433,8.561641,[44 68] ; [326 274],[58.20224719 53.79775281] ; [311.79775281 288.20224719],0
p9,1,0.005375,7.748712,[85 28] ; [509  85],[94.93917963 18.06082037] ; [499.06082037  94.93917963],0
b2,1,0.00852,6.920841,[17 54] ; [147 216],[26.82949309 44.17050691] ; [137.17050691 225.82949309],0
b3,1,0.00852,6.920841,[17 54] ; [147 216],[26.82949309 44.17050691] ; [137.17050691 225.82949309],0
p2,1,0.011797,6.341184,[87 28] ; [510  89],[96.15546218 18.84453782] ; [500.84453782  98.15546218],0
p10,1,0.021793,5.262206,[84 29] ; [497  99],[92.59943583 20.40056417] ; [488.40056417 107.59943583],0
a7,1,0.026708,4.909609,[77 39] ; [460 144],[86.51666667 29.48333333] ; [450.48333333 153.51666667],0
u2,1,0.02775,4.843516,[23 28] ; [88 52],[29.63874346 21.36125654] ; [81.36125654 58.63874346],0
r3,1,0.028457,4.800162,[108   8] ; [585  17],[111.96100279   4.03899721] ; [581.03899721  20.96100279],0
n2,1,0.039475,4.240316,[29  4] ; [87 37],[24.38216561  8.61783439] ; [91.61783439 32.38216561],0
n3,1,0.055863,3.65613,[27  4] ; [87 37],[22.8  8.2] ; [91.2 32.8],0
v2,1,0.058048,3.592286,[55 53] ; [352 228],[63.88953488 44.11046512] ; [343.11046512 236.88953488],0
