Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,188.275695,[  6 110] ; [440 165],[71.75589459 44.24410541] ; [374.24410541 230.75589459],1
s8,1,0.064994,3.405122,[44 70] ; [288 312],[53.00840336 60.99159664] ; [278.99159664 321.00840336],0
s1,1,0.068915,3.308671,[  7 105] ; [ 17 578],[  3.8019802 108.1980198] ; [ 20.1980198 574.8019802],0
s7,1,0.07846,3.09651,[46 61] ; [302 276],[54.35912409 52.64087591] ; [293.64087591 284.35912409],0
a6,1,0.095225,2.783752,[74 42] ; [432 172],[81.52222222 34.47777778] ; [424.47777778 179.52222222],0
b4,1,0.104338,2.637959,[60 56] ; [362 243],[67.89459085 48.10540915] ; [354.10540915 250.89459085],0
s3,1,0.117368,2.45209,[56 55] ; [349 248],[63.49576271 47.50423729] ; [341.50423729 255.49576271],0
s5,1,0.118314,2.439496,[31 79] ; [209 373],[38.15028902 71.84971098] ; [201.84971098 380.15028902],0
u3,1,0.134684,2.237664,[28 23] ; [94 47],[32.40625 18.59375] ; [89.59375 51.40625],0
p4,1,0.14787,2.094082,[63 52] ; [370 227],[69.93679775 45.06320225] ; [363.06320225 233.93679775],0
a1,1,0.151368,2.058406,[  2 114] ; [ 28 577],[  4.82662968 111.17337032] ; [ 25.17337032 579.82662968],0
p7,1,0.206388,1.596583,[67 45] ; [385 198],[72.84028777 39.15971223] ; [379.15971223 203.84028777],0
n6,1,0.260316,1.267078,[94 22] ; [511  89],[98.01675978 17.98324022] ; [506.98324022  93.01675978],0
b5,1,0.284394,1.145972,[64 52] ; [366 239],[69.18169209 46.81830791] ; [360.81830791 244.18169209],0
v1,1,0.28489,1.143614,[58 55] ; [335 255],[63.17069701 49.82930299] ; [329.82930299 260.17069701],0
r2,1,0.332511,0.939095,[112   4] ; [589  12],[113.41143654   2.58856346] ; [587.58856346  13.41143654],0
p6,1,0.342747,0.900131,[37 76] ; [222 371],[41.45467422 71.54532578] ; [217.54532578 375.45467422],0
n1,1,0.352414,0.864745,[15 18] ; [45 78],[12.69230769 20.30769231] ; [47.30769231 75.69230769],0
a8,1,0.385195,0.754056,[12 93] ; [ 80 466],[14.83870968 90.16129032] ; [ 77.16129032 468.83870968],0
p8,1,0.42693,0.631161,[56 55] ; [324 270],[59.82978723 51.17021277] ; [320.17021277 273.82978723],0
p3,1,0.477421,0.504748,[54 60] ; [307 295],[57.47765363 56.52234637] ; [303.52234637 298.47765363],0
p5,1,0.517325,0.419222,[15 99] ; [ 66 531],[ 12.98734177 101.01265823] ; [ 68.01265823 528.98734177],0
p12,1,0.551326,0.354947,[  8 106] ; [ 52 545],[  9.62025316 104.37974684] ; [ 50.37974684 546.62025316],0
s6,1,0.597678,0.278512,[75 37] ; [412 181],[77.36737589 34.63262411] ; [409.63262411 183.36737589],0
n4,1,0.658657,0.195159,[89 27] ; [473 129],[90.79665738 25.20334262] ; [471.20334262 130.79665738],0
s4,1,0.714946,0.133387,[20 94] ; [ 96 498],[18.6779661 95.3220339] ; [ 97.3220339 496.6779661],0
r4,1,0.786113,0.073637,[112   4] ; [587  18],[112.46047157   3.53952843] ; [586.53952843  18.46047157],0
v3,1,0.841872,0.0398,[48 64] ; [241 335],[47.04651163 64.95348837] ; [241.95348837 334.04651163],0
b1,1,0.848181,0.036649,[45 71] ; [229 376],[44.08321775 71.91678225] ; [229.91678225 375.08321775],0
p11,1,0.909994,0.012779,[92 24] ; [477 128],[91.54507628 24.45492372] ; [477.45492372 127.54507628],0
n5,1,0.964834,0.001944,[87 28] ; [452 147],[86.81372549 28.18627451] ; [452.18627451 146.81372549],0
