Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.078127,3.103448,[ 8 22] ; [8 7],[10.66666667 19.33333333] ; [5.33333333 9.66666667],0
p2,1,0.085991,2.947861,[25  5] ; [9 6],[22.66666667  7.33333333] ; [11.33333333  3.66666667],0
v3,1,0.086483,2.938655,[ 4 26] ; [5 9],[ 6.13636364 23.86363636] ; [ 2.86363636 11.13636364],0
b4,1,0.135198,2.231781,[15 15] ; [11  4],[17.33333333 12.66666667] ; [8.66666667 6.33333333],0
b2,1,0.147569,2.097198,[ 6 16] ; [4 3],[ 7.5862069 14.4137931] ; [2.4137931 4.5862069],0
b3,1,0.147569,2.097198,[ 6 16] ; [4 3],[ 7.5862069 14.4137931] ; [2.4137931 4.5862069],0
p10,1,0.179712,1.8,[18 12] ; [12  3],[20. 10.] ; [10.  5.],0
a6,1,0.196706,1.666667,[14 16] ; [ 4 11],[12. 18.] ; [6. 9.],0
n4,1,0.204894,1.607143,[12 18] ; [9 6],[14. 16.] ; [7. 8.],0
u2,1,0.216201,1.529412,[10  7] ; [3 6],[8.5 8.5] ; [4.5 4.5],0
a7,1,0.240899,1.375324,[16 13] ; [11  4],[17.79545455 11.20454545] ; [9.20454545 5.79545455],0
p6,1,0.282843,1.153379,[ 8 22] ; [6 8],[ 9.54545455 20.45454545] ; [4.45454545 9.54545455],0
r3,1,0.310494,1.028571,[22  8] ; [13  2],[23.33333333  6.66666667] ; [11.66666667  3.33333333],0
p9,1,0.318236,0.996184,[19 10] ; [12  3],[20.43181818  8.56818182] ; [10.56818182  4.43181818],0
d5,1,0.318236,0.996184,[19 10] ; [12  3],[20.43181818  8.56818182] ; [10.56818182  4.43181818],0
p7,1,0.32399,0.972773,[14 15] ; [9 5],[15.51162791 13.48837209] ; [7.48837209 6.51162791],0
b1,1,0.384488,0.756303,[10 20] ; [7 8],[11.33333333 18.66666667] ; [5.66666667 9.33333333],0
d4,1,0.474549,0.511364,[21  9] ; [12  3],[22.  8.] ; [11.  4.],0
p3,1,0.518605,0.416667,[11 19] ; [7 8],[12. 18.] ; [6. 9.],0
b5,1,0.518605,0.416667,[19 11] ; [8 7],[18. 12.] ; [9. 6.],0
d1,1,0.518605,0.416667,[11 19] ; [7 8],[12. 18.] ; [6. 9.],0
s3,1,0.526168,0.401786,[15 15] ; [9 6],[16. 14.] ; [8. 7.],0
r4,1,0.526168,0.401786,[17 13] ; [7 8],[16. 14.] ; [8. 7.],0
a5,1,0.526168,0.401786,[15 15] ; [6 9],[14. 16.] ; [7. 8.],0
s5,1,0.529895,0.394593,[11 17] ; [6 6],[11.9 16.1] ; [5.1 6.9],0
v4,1,0.560786,0.338346,[26  4] ; [12  3],[25.33333333  4.66666667] ; [12.66666667  2.33333333],0
n3,1,0.562069,0.336134,[10  7] ; [5 2],[10.625  6.375] ; [4.375 2.625],0
s7,1,0.592346,0.286695,[16 13] ; [7 8],[15.15909091 13.84090909] ; [7.84090909 7.15909091],0
a1,1,0.609004,0.261628,[ 1 29] ; [ 1 14],[ 1.33333333 28.66666667] ; [ 0.66666667 14.33333333],0
u1,1,0.609004,0.261628,[ 1 29] ; [ 1 14],[ 1.33333333 28.66666667] ; [ 0.66666667 14.33333333],0
a4,1,0.641838,0.216346,[ 8 22] ; [ 5 10],[ 8.66666667 21.33333333] ; [ 4.33333333 10.66666667],0
s8,1,0.659636,0.193966,[10 20] ; [6 9],[10.66666667 19.33333333] ; [5.33333333 9.66666667],0
s2,1,0.663687,0.189076,[18 12] ; [10  5],[18.66666667 11.33333333] ; [9.33333333 5.66666667],0
d2,1,0.669501,0.182186,[12 18] ; [7 8],[12.66666667 17.33333333] ; [6.33333333 8.66666667],0
r2,1,0.698384,0.150159,[22  6] ; [11  4],[21.48837209  6.51162791] ; [11.51162791  3.48837209],0
p8,1,0.707162,0.141128,[12 18] ; [6 7],[12.55813953 17.44186047] ; [5.44186047 7.55813953],0
s6,1,0.709406,0.138871,[19 11] ; [9 4],[19.53488372 10.46511628] ; [8.46511628 4.53488372],0
n1,1,0.750824,0.10084,[ 6 11] ; [2 5],[ 5.66666667 11.33333333] ; [2.33333333 4.66666667],0
n2,1,0.795418,0.067227,[13  4] ; [5 2],[12.75  4.25] ; [5.25 1.75],0
n6,1,0.819886,0.051843,[21  9] ; [10  5],[20.66666667  9.33333333] ; [10.33333333  4.66666667],0
n5,1,0.825709,0.048491,[19 11] ; [10  5],[19.33333333 10.66666667] ; [9.66666667 5.33333333],0
p11,1,0.827886,0.047269,[19 11] ; [9 6],[18.66666667 11.33333333] ; [9.33333333 5.66666667],0
a3,1,0.831002,0.045547,[13 17] ; [6 9],[12.66666667 17.33333333] ; [6.33333333 8.66666667],0
u3,1,0.872518,0.025748,[10  7] ; [5 4],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
d3,1,0.929711,0.007781,[17 12] ; [9 6],[17.13636364 11.86363636] ; [8.86363636 6.13636364],0
s1,1,1.0,0.0,[ 2 28] ; [ 1 14],[ 2. 28.] ; [ 1. 14.],0
p1,1,1.0,0.0,[ 2 28] ; [ 1 14],[ 2. 28.] ; [ 1. 14.],0
p4,1,1.0,0.0,[12 18] ; [6 9],[12. 18.] ; [6. 9.],0
