Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.357531,[16 34] ; [71 27],[29.39189189 20.60810811] ; [57.60810811 40.39189189],1
d3,1,1.2e-05,19.108679,[18 32] ; [71 26],[30.27210884 19.72789116] ; [58.72789116 38.27210884],1
d5,1,4.1e-05,16.840901,[26 24] ; [82 16],[36.48648649 13.51351351] ; [71.51351351 26.48648649],1
a5,1,4.8e-05,16.519118,[21 29] ; [75 24],[32.2147651 17.7852349] ; [63.7852349 35.2147651],1
r4,1,9.1e-05,15.306813,[27 23] ; [83 16],[36.91275168 13.08724832] ; [73.08724832 25.91275168],1
r3,1,0.000393,12.563401,[29 21] ; [82 15],[37.75510204 12.24489796] ; [73.24489796 23.75510204],1
a2,1,0.001526,10.046616,[ 4 46] ; [31 68],[11.74496644 38.25503356] ; [23.25503356 75.74496644],0
r2,1,0.001602,9.957837,[39 10] ; [93  4],[44.30136986  4.69863014] ; [87.69863014  9.30136986],0
r1,1,0.00295,8.838186,[28 22] ; [77 20],[35.71428571 14.28571429] ; [69.28571429 27.71428571],0
u1,1,0.008871,6.848582,[ 3 47] ; [23 76],[ 8.72483221 41.27516779] ; [17.27516779 81.72483221],0
d4,1,0.010347,6.57424,[28 21] ; [76 22],[34.66666667 14.33333333] ; [69.33333333 28.66666667],0
a4,1,0.018844,5.515947,[15 34] ; [50 48],[21.66666667 27.33333333] ; [43.33333333 54.66666667],0
a3,1,0.02753,4.85728,[28 22] ; [71 25],[33.90410959 16.09589041] ; [65.09589041 30.90410959],0
s6,1,0.030271,4.693837,[23 26] ; [63 33],[29.06206897 19.93793103] ; [56.93793103 39.06206897],0
p3,1,0.043283,4.084297,[12 37] ; [41 58],[17.5472973 31.4527027] ; [35.4527027 63.5472973],0
b5,1,0.046252,3.972378,[26 24] ; [68 31],[31.54362416 18.45637584] ; [62.45637584 36.54362416],0
n3,1,0.049093,3.872181,[11 14] ; [23 10],[14.65517241 10.34482759] ; [19.34482759 13.65517241],0
v4,1,0.054719,3.690626,[37 12] ; [87 12],[41.05405405  7.94594595] ; [82.94594595 16.05405405],0
s2,1,0.064008,3.430362,[17 33] ; [49 49],[22.2972973 27.7027027] ; [43.7027027 54.2972973],0
n2,1,0.068875,3.309632,[15 11] ; [27  7],[18.2  7.8] ; [23.8 10.2],0
p7,1,0.076843,3.130435,[18 30] ; [51 45],[23. 25.] ; [46. 50.],0
s8,1,0.077953,3.107081,[14 36] ; [42 56],[18.91891892 31.08108108] ; [37.08108108 60.91891892],0
p6,1,0.086436,2.939534,[11 38] ; [35 61],[15.54482759 33.45517241] ; [30.45517241 65.54482759],0
d1,1,0.093686,2.809868,[19 31] ; [52 47],[23.82550336 26.17449664] ; [47.17449664 51.82550336],0
b1,1,0.117914,2.444811,[32 18] ; [50 49],[27.51677852 22.48322148] ; [54.48322148 44.51677852],0
u3,1,0.124003,2.366019,[ 7 15] ; [15 13],[ 9.68 12.32] ; [12.32 15.68],0
n1,1,0.125227,2.350703,[11 15] ; [20 12],[13.89655172 12.10344828] ; [17.10344828 14.89655172],0
p4,1,0.12793,2.317444,[18 31] ; [49 49],[22.33333333 26.66666667] ; [44.66666667 53.33333333],0
n6,1,0.160737,1.967282,[34 15] ; [79 20],[37.41216216 11.58783784] ; [75.58783784 23.41216216],0
a8,1,0.166987,1.909787,[ 5 42] ; [17 68],[ 7.83333333 39.16666667] ; [14.16666667 70.83333333],0
s4,1,0.183875,1.76602,[ 5 45] ; [18 80],[ 7.77027027 42.22972973] ; [15.22972973 82.77027027],0
p9,1,0.228848,1.448008,[27 20] ; [65 31],[30.23776224 16.76223776] ; [61.76223776 34.23776224],0
s3,1,0.245929,1.34628,[22 28] ; [53 45],[25.33783784 24.66216216] ; [49.66216216 48.33783784],0
s5,1,0.283009,1.152581,[12 38] ; [30 62],[14.78873239 35.21126761] ; [27.21126761 64.78873239],0
p2,1,0.308425,1.03741,[29 20] ; [67 32],[31.78378378 17.21621622] ; [64.21621622 34.78378378],0
d2,1,0.350737,0.870789,[22 27] ; [52 46],[24.66666667 24.33333333] ; [49.33333333 48.66666667],0
v2,1,0.363235,0.826679,[17 31] ; [42 55],[19.53103448 28.46896552] ; [39.46896552 57.53103448],0
v1,1,0.386457,0.75006,[20 30] ; [47 52],[22.48322148 27.51677852] ; [44.51677852 54.48322148],0
a1,1,0.438804,0.599408,[ 6 44] ; [ 8 91],[ 4.69798658 45.30201342] ; [ 9.30201342 89.69798658],0
u2,1,0.468475,0.525571,[ 6 16] ; [10 17],[ 7.18367347 14.81632653] ; [ 8.81632653 18.18367347],0
p1,1,0.551206,0.355162,[ 4 46] ; [11 88],[ 5.03355705 44.96644295] ; [ 9.96644295 89.03355705],0
n4,1,0.555251,0.347993,[41  9] ; [84 14],[42.22972973  7.77027027] ; [82.77027027 15.22972973],0
b3,1,0.578073,0.30936,[12 17] ; [19 35],[10.8313253 18.1686747] ; [20.1686747 33.8313253],0
b2,1,0.578073,0.30936,[12 17] ; [19 35],[10.8313253 18.1686747] ; [20.1686747 33.8313253],0
s7,1,0.589244,0.291527,[20 26] ; [44 47],[21.48905109 24.51094891] ; [42.51094891 48.48905109],0
s1,1,0.691182,0.157809,[ 4 46] ; [ 6 90],[ 3.42465753 46.57534247] ; [ 6.57534247 89.42465753],0
u4,1,0.713316,0.134987,[ 1 49] ; [ 3 96],[ 1.34228188 48.65771812] ; [ 2.65771812 96.34228188],0
p10,1,0.755259,0.097165,[26 23] ; [53 42],[26.88194444 22.11805556] ; [52.11805556 42.88194444],0
p12,1,0.764958,0.089387,[ 2 48] ; [ 3 95],[ 1.68918919 48.31081081] ; [ 3.31081081 94.68918919],0
v3,1,0.77305,0.083167,[16 34] ; [33 63],[16.78082192 33.21917808] ; [32.21917808 63.78082192],0
b4,1,0.955403,0.003127,[26 24] ; [51 48],[25.83892617 24.16107383] ; [51.16107383 47.83892617],0
p8,1,0.971446,0.001281,[16 34] ; [31 65],[16.09589041 33.90410959] ; [30.90410959 65.09589041],0
p5,1,0.984228,0.000391,[ 5 44] ; [10 87],[ 5.03424658 43.96575342] ; [ 9.96575342 87.03424658],0
