Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002327,9.271857,[ 2 12] ; [7 2],[5.47826087 8.52173913] ; [3.52173913 5.47826087],0
p10,1,0.007802,7.078327,[ 2 11] ; [7 3],[5.08695652 7.91304348] ; [3.91304348 6.08695652],0
p3,1,0.016827,5.714286,[ 1 13] ; [5 5],[ 3.5 10.5] ; [2.5 7.5],0
s2,1,0.016827,5.714286,[ 1 13] ; [5 5],[ 3.5 10.5] ; [2.5 7.5],0
p7,1,0.019172,5.485714,[ 2 12] ; [6 4],[4.66666667 9.33333333] ; [3.33333333 6.66666667],0
p4,1,0.019172,5.485714,[ 2 12] ; [6 4],[4.66666667 9.33333333] ; [3.33333333 6.66666667],0
b5,1,0.044625,4.032767,[ 4 10] ; [7 3],[6.41666667 7.58333333] ; [4.58333333 5.41666667],0
a5,1,0.044625,4.032767,[ 4 10] ; [7 3],[6.41666667 7.58333333] ; [4.58333333 5.41666667],0
n6,1,0.044625,4.032767,[ 4 10] ; [7 3],[6.41666667 7.58333333] ; [4.58333333 5.41666667],0
d5,1,0.05773,3.601441,[ 2 12] ; [5 5],[4.08333333 9.91666667] ; [2.91666667 7.08333333],0
s3,1,0.05773,3.601441,[ 2 12] ; [5 5],[4.08333333 9.91666667] ; [2.91666667 7.08333333],0
p11,1,0.05773,3.601441,[ 2 12] ; [5 5],[4.08333333 9.91666667] ; [2.91666667 7.08333333],0
p9,1,0.061883,3.486189,[4 9] ; [7 3],[6.2173913 6.7826087] ; [4.7826087 5.2173913],0
v2,1,0.062579,3.467692,[ 1 12] ; [4 6],[ 2.82608696 10.17391304] ; [2.17391304 7.82608696],0
a7,1,0.09769,2.742857,[5 9] ; [7 3],[7. 7.] ; [5. 5.],0
s6,1,0.107936,2.584189,[ 2 12] ; [4 5],[ 3.65217391 10.34782609] ; [2.34782609 6.65217391],0
s8,1,0.138523,2.194286,[ 1 13] ; [3 7],[ 2.33333333 11.66666667] ; [1.66666667 8.33333333],0
n5,1,0.138523,2.194286,[13  1] ; [7 3],[11.66666667  2.33333333] ; [8.33333333 1.66666667],0
d3,1,0.151494,2.057143,[ 2 12] ; [4 6],[ 3.5 10.5] ; [2.5 7.5],0
d2,1,0.151494,2.057143,[5 9] ; [1 9],[ 3.5 10.5] ; [2.5 7.5],0
n4,1,0.323727,0.97383,[11  3] ; [6 4],[9.91666667 4.08333333] ; [7.08333333 2.91666667],0
b1,1,0.327187,0.96,[7 7] ; [7 3],[8.16666667 5.83333333] ; [5.83333333 4.16666667],0
a8,1,0.347755,0.881633,[ 1 13] ; [2 8],[ 1.75 12.25] ; [1.25 8.75],0
p8,1,0.399557,0.709658,[ 2 11] ; [3 7],[ 2.82608696 10.17391304] ; [2.17391304 7.82608696],0
a4,1,0.403713,0.697239,[5 9] ; [2 8],[4.08333333 9.91666667] ; [2.91666667 7.08333333],0
r2,1,0.407626,0.685714,[8 6] ; [4 6],[7. 7.] ; [5. 5.],0
n3,1,0.416448,0.660317,[4 6] ; [2 1],[4.61538462 5.38461538] ; [1.38461538 1.61538462],0
n1,1,0.416448,0.660317,[6 4] ; [1 2],[5.38461538 4.61538462] ; [1.61538462 1.38461538],0
v3,1,0.458902,0.548571,[ 3 11] ; [1 9],[ 2.33333333 11.66666667] ; [1.66666667 8.33333333],0
v1,1,0.558185,0.342857,[ 4 10] ; [4 6],[4.66666667 9.33333333] ; [3.33333333 6.66666667],0
s7,1,0.624073,0.240184,[ 2 12] ; [2 7],[ 2.43478261 11.56521739] ; [1.56521739 7.43478261],0
r1,1,0.632585,0.228571,[ 3 11] ; [3 7],[ 3.5 10.5] ; [2.5 7.5],0
b4,1,0.729165,0.11988,[6 8] ; [5 5],[6.41666667 7.58333333] ; [4.58333333 5.41666667],0
a2,1,0.754293,0.097959,[ 2 12] ; [1 9],[ 1.75 12.25] ; [1.25 8.75],0
a3,1,0.767896,0.087101,[6 7] ; [4 6],[5.65217391 7.34782609] ; [4.34782609 5.65217391],0
d1,1,0.802839,0.062338,[ 1 13] ; [1 9],[ 1.16666667 12.83333333] ; [0.83333333 9.16666667],0
n2,1,0.835099,0.043333,[4 6] ; [1 2],[3.84615385 6.15384615] ; [1.15384615 1.84615385],0
a6,1,0.888683,0.019592,[6 8] ; [4 6],[5.83333333 8.16666667] ; [4.16666667 5.83333333],0
s4,1,0.932294,0.007218,[ 3 11] ; [2 8],[ 2.91666667 11.08333333] ; [2.08333333 7.91666667],0
