Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.6e-05,17.683758,[27 17] ; [11 44],[16.88888889 27.11111111] ; [21.11111111 33.88888889],1
s2,1,0.000119,14.807859,[26 19] ; [13 48],[16.55660377 28.44339623] ; [22.44339623 38.55660377],1
p10,1,0.000211,13.726092,[34  9] ; [26 35],[24.80769231 18.19230769] ; [35.19230769 25.80769231],1
p7,1,0.001283,10.367505,[31 12] ; [24 36],[22.96116505 20.03883495] ; [32.03883495 27.96116505],0
d4,1,0.003202,8.688525,[30 15] ; [23 38],[22.5 22.5] ; [30.5 30.5],0
a3,1,0.003258,8.656777,[25 20] ; [17 45],[17.6635514 27.3364486] ; [24.3364486 37.6635514],0
s7,1,0.00368,8.435569,[20 22] ; [12 47],[13.30693069 28.69306931] ; [18.69306931 40.30693069],0
r3,1,0.004225,8.184373,[41  4] ; [42 20],[34.90654206 10.09345794] ; [48.09345794 13.90654206],0
s6,1,0.004829,7.942274,[27 15] ; [22 39],[19.98058252 22.01941748] ; [29.01941748 31.98058252],0
p9,1,0.005515,7.702263,[34  9] ; [32 29],[27.28846154 15.71153846] ; [38.71153846 22.28846154],0
s5,1,0.012502,6.238294,[16 27] ; [ 9 49],[10.64356436 32.35643564] ; [14.35643564 43.64356436],0
p4,1,0.014734,5.948,[26 18] ; [21 39],[19.88461538 24.11538462] ; [27.11538462 32.88461538],0
s3,1,0.016301,5.770075,[29 16] ; [24 35],[22.93269231 22.06730769] ; [30.06730769 28.93269231],0
n1,1,0.016953,5.701224,[9 5] ; [ 7 20],[5.46341463 8.53658537] ; [10.53658537 16.46341463],0
u3,1,0.027517,4.858051,[13  7] ; [16 29],[ 8.92307692 11.07692308] ; [20.07692308 24.92307692],0
r1,1,0.027518,4.858005,[30 15] ; [28 34],[24.39252336 20.60747664] ; [33.60747664 28.39252336],0
v3,1,0.030153,4.700565,[15 30] ; [ 9 50],[10.38461538 34.61538462] ; [13.61538462 45.38461538],0
s8,1,0.034307,4.479332,[17 28] ; [12 50],[12.19626168 32.80373832] ; [16.80373832 45.19626168],0
p5,1,0.04955,3.856606,[ 7 36] ; [ 3 59],[ 4.0952381 38.9047619] ; [ 5.9047619 56.0952381],0
n2,1,0.053471,3.729151,[12  2] ; [15 12],[9.2195122 4.7804878] ; [17.7804878  9.2195122],0
n3,1,0.062302,3.475031,[10  4] ; [11 16],[7.17073171 6.82926829] ; [13.82926829 13.17073171],0
p2,1,0.086867,2.931487,[32 12] ; [35 27],[27.81132075 16.18867925] ; [39.18867925 22.81132075],0
v4,1,0.088573,2.900111,[39  5] ; [46 15],[35.61904762  8.38095238] ; [49.38095238 11.61904762],0
r4,1,0.103264,2.654398,[33 12] ; [36 26],[29.01869159 15.98130841] ; [39.98130841 22.01869159],0
p11,1,0.121816,2.393819,[32 13] ; [35 27],[28.17757009 16.82242991] ; [38.82242991 23.17757009],0
r2,1,0.149869,2.073579,[37  7] ; [44 17],[33.94285714 10.05714286] ; [47.05714286 13.94285714],0
