Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,42.692774,[12 49] ; [31  4],[27.32291667 33.67708333] ; [15.67708333 19.32291667],1
s8,1,0.0,25.40179,[ 6 55] ; [21 16],[16.80612245 44.19387755] ; [10.19387755 26.80612245],1
s3,1,3e-06,21.960329,[14 44] ; [27 10],[25.03157895 32.96842105] ; [15.96842105 21.03157895],1
s7,1,9e-05,15.332018,[11 47] ; [21 15],[19.74468085 38.25531915] ; [12.25531915 23.74468085],1
v1,1,0.000347,12.8,[12 48] ; [20 16],[20. 40.] ; [12. 24.],1
s5,1,0.000635,11.670985,[ 6 53] ; [14 21],[12.55319149 46.44680851] ; [ 7.44680851 27.55319149],1
p4,1,0.000713,11.455026,[19 40] ; [25 12],[27.04166667 31.95833333] ; [16.95833333 20.04166667],1
p3,1,0.004667,8.003973,[14 46] ; [19 18],[20.41237113 39.58762887] ; [12.58762887 24.41237113],0
v2,1,0.004872,7.926294,[15 44] ; [19 16],[21.34042553 37.65957447] ; [12.65957447 22.34042553],0
p7,1,0.029271,4.75158,[25 36] ; [23 13],[30.18556701 30.81443299] ; [17.81443299 18.18556701],0
p6,1,0.037926,4.308328,[11 46] ; [14 22],[15.32258065 41.67741935] ; [ 9.67741935 26.32258065],0
b3,1,0.039215,4.251526,[14 21] ; [ 5 25],[10.23076923 24.76923077] ; [ 8.76923077 21.23076923],0
b2,1,0.039215,4.251526,[14 21] ; [ 5 25],[10.23076923 24.76923077] ; [ 8.76923077 21.23076923],0
d4,1,0.040835,4.182839,[30 31] ; [26 11],[34.85714286 26.14285714] ; [21.14285714 15.85714286],0
a5,1,0.042037,4.133701,[25 36] ; [23 14],[29.87755102 31.12244898] ; [18.12244898 18.87755102],0
r3,1,0.05046,3.826098,[40 21] ; [31  6],[44.19387755 16.80612245] ; [26.80612245 10.19387755],0
p10,1,0.053803,3.718795,[28 31] ; [25 12],[32.57291667 26.42708333] ; [20.42708333 16.57291667],0
u3,1,0.056452,3.638672,[ 7 25] ; [7 7],[ 9.73913043 22.26086957] ; [4.26086957 9.73913043],0
v3,1,0.059975,3.538084,[10 50] ; [12 24],[13.75 46.25] ; [ 8.25 27.75],0
p2,1,0.093247,2.817407,[33 26] ; [27 10],[36.875 22.125] ; [23.125 13.875],0
