Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,32.753942,[65 29] ; [ 1 23],[52.57627119 41.42372881] ; [13.42372881 10.57627119],1
d5,1,1e-06,25.023442,[81 13] ; [ 9 15],[71.69491525 22.30508475] ; [18.30508475  5.69491525],1
d3,1,1e-05,19.436532,[72 22] ; [ 7 17],[62.93220339 31.06779661] ; [16.06779661  7.93220339],1
d2,1,0.001366,10.251773,[54 40] ; [ 5 19],[47. 47.] ; [12. 12.],0
a3,1,0.002708,8.99424,[78 16] ; [13 11],[72.49152542 21.50847458] ; [18.50847458  5.49152542],0
a2,1,0.009269,6.770342,[28 66] ; [ 1 23],[23.10169492 70.89830508] ; [ 5.89830508 18.10169492],0
r3,1,0.013314,6.126938,[90  3] ; [20  4],[87.43589744  5.56410256] ; [22.56410256  1.43589744],0
a4,1,0.043505,4.075654,[45 49] ; [ 6 18],[40.62711864 53.37288136] ; [10.37288136 13.62711864],0
u1,1,0.061478,3.497067,[19 75] ; [ 1 23],[15.93220339 78.06779661] ; [ 4.06779661 19.93220339],0
u2,1,0.071855,3.240135,[10  6] ; [3 8],[7.7037037 8.2962963] ; [5.2962963 5.7037037],0
b5,1,0.098239,2.733899,[53 41] ; [ 9 15],[49.38983051 44.61016949] ; [12.61016949 11.38983051],0
a6,1,0.109352,2.563563,[67 27] ; [13 11],[63.72881356 30.27118644] ; [16.27118644  7.72881356],0
b4,1,0.121994,2.391529,[63 31] ; [12 12],[59.74576271 34.25423729] ; [15.25423729  8.74576271],0
n1,1,0.136198,2.220395,[ 6 18] ; [2 1],[ 7.11111111 16.88888889] ; [0.88888889 2.11111111],0
s2,1,0.157618,1.996928,[46 47] ; [ 8 16],[42.92307692 50.07692308] ; [11.07692308 12.92307692],0
n5,1,0.187842,1.734464,[65 28] ; [20  4],[67.56410256 25.43589744] ; [17.43589744  6.56410256],0
v2,1,0.228104,1.452644,[67 24] ; [14  9],[64.65789474 26.34210526] ; [16.34210526  6.65789474],0
n6,1,0.238869,1.387256,[80 14] ; [18  6],[78.06779661 15.93220339] ; [19.93220339  4.06779661],0
a8,1,0.259874,1.269431,[11 73] ; [ 1 21],[ 9.50943396 74.49056604] ; [ 2.49056604 19.50943396],0
n3,1,0.288916,1.124665,[22  5] ; [1 1],[21.4137931  5.5862069] ; [1.5862069 0.4137931],0
s8,1,0.296344,1.090573,[42 51] ; [ 8 16],[39.74358974 53.25641026] ; [10.25641026 13.74358974],0
b3,1,0.317747,0.998196,[24 35] ; [ 4 11],[22.32432432 36.67567568] ; [5.67567568 9.32432432],0
b2,1,0.317747,0.998196,[24 35] ; [ 4 11],[22.32432432 36.67567568] ; [5.67567568 9.32432432],0
s4,1,0.435288,0.608673,[18 75] ; [ 3 21],[16.69230769 76.30769231] ; [ 4.30769231 19.69230769],0
a7,1,0.442909,0.588735,[70 24] ; [16  8],[68.50847458 25.49152542] ; [17.49152542  6.50847458],0
a5,1,0.442909,0.588735,[70 24] ; [16  8],[68.50847458 25.49152542] ; [17.49152542  6.50847458],0
s7,1,0.445098,0.583105,[44 45] ; [ 8 12],[42.4587156 46.5412844] ; [ 9.5412844 10.4587156],0
p2,1,0.511586,0.430821,[69 25] ; [16  8],[67.71186441 26.28813559] ; [17.28813559  6.71186441],0
p12,1,0.55967,0.340276,[ 8 85] ; [ 3 21],[ 8.74358974 84.25641026] ; [ 2.25641026 21.74358974],0
a1,1,0.568333,0.32548,[ 7 87] ; [ 1 23],[ 6.37288136 87.62711864] ; [ 1.62711864 22.37288136],0
p4,1,0.578017,0.309452,[43 47] ; [13 11],[44.21052632 45.78947368] ; [11.78947368 12.21052632],0
s3,1,0.593805,0.284442,[47 43] ; [14 10],[48.15789474 41.84210526] ; [12.84210526 11.15789474],0
s6,1,0.626516,0.236814,[58 33] ; [14 10],[56.97391304 34.02608696] ; [15.02608696  8.97391304],0
p3,1,0.640616,0.217937,[42 52] ; [12 12],[43.01694915 50.98305085] ; [10.98305085 13.01694915],0
p10,1,0.644563,0.212824,[73 19] ; [18  6],[72.17241379 19.82758621] ; [18.82758621  5.17241379],0
p11,1,0.658997,0.194744,[67 27] ; [16  8],[66.11864407 27.88135593] ; [16.88135593  7.11864407],0
p5,1,0.672131,0.17912,[ 9 85] ; [ 3 21],[ 9.55932203 84.44067797] ; [ 2.44067797 21.55932203],0
v4,1,0.673905,0.177068,[87  6] ; [23  1],[87.43589744  5.56410256] ; [22.56410256  1.43589744],0
u3,1,0.691398,0.157576,[8 7] ; [5 6],[7.5 7.5] ; [5.5 5.5],0
r1,1,0.695492,0.153204,[75 19] ; [20  4],[75.6779661 18.3220339] ; [19.3220339  4.6779661],0
s5,1,0.728649,0.120356,[27 64] ; [ 8 16],[27.69565217 63.30434783] ; [ 7.30434783 16.69565217],0
p8,1,0.736987,0.112792,[42 49] ; [12 12],[42.73043478 48.26956522] ; [11.26956522 12.73043478],0
r2,1,0.744697,0.106041,[87  6] ; [22  2],[86.64102564  6.35897436] ; [22.35897436  1.64102564],0
p7,1,0.851378,0.035104,[55 36] ; [14 10],[54.6 36.4] ; [14.4  9.6],0
b1,1,0.870664,0.026509,[33 61] ; [ 8 16],[32.66101695 61.33898305] ; [ 8.33898305 15.66101695],0
p9,1,0.903738,0.014627,[71 20] ; [19  5],[71.2173913 19.7826087] ; [18.7826087  5.2173913],0
p6,1,0.930201,0.007672,[26 66] ; [ 7 17],[26.17241379 65.82758621] ; [ 6.82758621 17.17241379],0
n4,1,0.965211,0.001902,[74 19] ; [19  5],[73.92307692 19.07692308] ; [19.07692308  4.92307692],0
r4,1,0.972151,0.001219,[82 12] ; [21  3],[82.05084746 11.94915254] ; [20.94915254  3.05084746],0
