Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.5e-05,17.743395,[25 56] ; [54 31],[38.54819277 42.45180723] ; [40.45180723 44.54819277],1
r3,1,0.000492,12.145299,[71 16] ; [85  2],[78.  9.] ; [78.  9.],1
p9,1,0.003718,8.416723,[56 31] ; [72 14],[64.3699422 22.6300578] ; [63.6300578 22.3699422],0
p10,1,0.004053,8.259729,[54 34] ; [69 16],[62.56647399 25.43352601] ; [60.43352601 24.56647399],0
v3,1,0.004519,8.0625,[23 63] ; [41 45],[32. 54.] ; [32. 54.],0
r2,1,0.004769,7.964865,[70 18] ; [80  5],[76.30057803 11.69942197] ; [73.69942197 11.30057803],0
r4,1,0.009338,6.756936,[65 24] ; [77 10],[71.80681818 17.19318182] ; [70.19318182 16.80681818],0
p7,1,0.018411,5.5566,[46 42] ; [58 25],[53.52046784 34.47953216] ; [50.47953216 32.52046784],0
v4,1,0.021743,5.266248,[74 15] ; [81  5],[78.82857143 10.17142857] ; [76.17142857  9.82857143],0
p4,1,0.022199,5.230088,[39 49] ; [53 33],[46.52873563 41.47126437] ; [45.47126437 40.52873563],0
s8,1,0.029038,4.765372,[23 66] ; [36 51],[29.83522727 59.16477273] ; [29.16477273 57.83522727],0
p5,1,0.030377,4.687813,[ 7 82] ; [16 68],[11.83236994 77.16763006] ; [11.16763006 72.83236994],0
s6,1,0.030764,4.66608,[47 41] ; [59 26],[53.91907514 34.08092486] ; [52.08092486 32.91907514],0
b4,1,0.04938,3.862387,[59 30] ; [45 42],[52.59090909 36.40909091] ; [51.40909091 35.59090909],0
n5,1,0.049614,3.854466,[70 19] ; [77  9],[74.76 14.24] ; [72.24 13.76],0
n1,1,0.05659,3.634615,[10 16] ; [11  5],[13. 13.] ; [8. 8.],0
p3,1,0.060595,3.521035,[33 56] ; [44 42],[39.16 49.84] ; [37.84 48.16],0
p2,1,0.107127,2.596107,[62 27] ; [69 17],[66.62285714 22.37714286] ; [64.37714286 21.62285714],0
n3,1,0.115776,2.473558,[15 11] ; [13  3],[17.33333333  8.66666667] ; [10.66666667  5.33333333],0
n6,1,0.120943,2.405061,[71 18] ; [76 10],[74.76 14.24] ; [72.24 13.76],0
s7,1,0.172826,1.858259,[30 55] ; [37 44],[34.30722892 50.69277108] ; [32.69277108 48.30722892],0
p6,1,0.176424,1.827493,[26 61] ; [33 50],[30.19411765 56.80588235] ; [28.80588235 54.19411765],0
b1,1,0.208044,1.584989,[40 49] ; [31 56],[35.90340909 53.09659091] ; [35.09659091 51.90340909],0
b2,1,0.232464,1.425723,[12 39] ; [20 39],[14.83636364 36.16363636] ; [17.16363636 41.83636364],0
b3,1,0.232464,1.425723,[12 39] ; [20 39],[14.83636364 36.16363636] ; [17.16363636 41.83636364],0
s5,1,0.262632,1.254831,[18 68] ; [23 58],[21.11377246 64.88622754] ; [19.88622754 61.11377246],0
p11,1,0.270585,1.213781,[62 27] ; [67 20],[65.23295455 23.76704545] ; [63.76704545 23.23295455],0
