Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,4.7e-05,16.576531,[2 6] ; [26  2],[6.22222222 1.77777778] ; [21.77777778  6.22222222],1
p2,1,0.000601,11.773531,[1 7] ; [22  6],[5.11111111 2.88888889] ; [17.88888889 10.11111111],1
a2,1,0.007081,7.252232,[3 5] ; [ 1 27],[0.88888889 7.11111111] ; [ 3.11111111 24.88888889],0
n5,1,0.009414,6.742475,[2 6] ; [21  7],[5.11111111 2.88888889] ; [17.88888889 10.11111111],0
p7,1,0.017517,5.643785,[2 6] ; [20  8],[4.88888889 3.11111111] ; [17.11111111 10.88888889],0
n6,1,0.021409,5.29321,[2 6] ; [19  8],[4.8 3.2] ; [16.2 10.8],0
n4,1,0.048595,3.889286,[2 6] ; [18 10],[4.44444444 3.55555556] ; [15.55555556 12.44444444],0
p8,1,0.062012,3.48273,[1 6] ; [15 13],[3.2 3.8] ; [12.8 15.2],0
r3,1,0.07355,3.201963,[4 4] ; [22  5],[5.94285714 2.05714286] ; [20.05714286  6.94285714],0
a7,1,0.082553,3.013915,[7 1] ; [15 13],[4.88888889 3.11111111] ; [17.11111111 10.88888889],0
v4,1,0.108809,2.571429,[2 6] ; [16 12],[4. 4.] ; [14. 14.],0
s1,1,0.156376,2.008929,[2 6] ; [ 2 26],[0.88888889 7.11111111] ; [ 3.11111111 24.88888889],0
p3,1,0.161723,1.958042,[1 6] ; [12 16],[2.6 4.4] ; [10.4 17.6],0
a4,1,0.175334,1.836735,[5 3] ; [10 18],[3.33333333 4.66666667] ; [11.66666667 16.33333333],0
d1,1,0.175806,1.832727,[4 4] ; [ 7 21],[2.44444444 5.55555556] ; [ 8.55555556 19.44444444],0
s7,1,0.22844,1.450549,[1 6] ; [10 16],[2.33333333 4.66666667] ; [ 8.66666667 17.33333333],0
p4,1,0.243878,1.358036,[3 5] ; [17 11],[4.44444444 3.55555556] ; [15.55555556 12.44444444],0
r1,1,0.278272,1.17551,[2 6] ; [13 15],[3.33333333 4.66666667] ; [11.66666667 16.33333333],0
b5,1,0.326359,0.963291,[3 5] ; [16 12],[4.22222222 3.77777778] ; [14.77777778 13.22222222],0
d2,1,0.353736,0.86001,[4 4] ; [ 9 19],[2.88888889 5.11111111] ; [10.11111111 17.88888889],0
a6,1,0.360865,0.834879,[6 2] ; [16 12],[4.88888889 3.11111111] ; [17.11111111 10.88888889],0
s6,1,0.422678,0.642857,[3 5] ; [15 13],[4. 4.] ; [14. 14.],0
d3,1,0.422678,0.642857,[5 3] ; [13 15],[4. 4.] ; [14. 14.],0
v2,1,0.510961,0.432099,[4 4] ; [10 17],[3.2 4.8] ; [10.8 16.2],0
b1,1,0.587746,0.293878,[4 4] ; [17 11],[4.66666667 3.33333333] ; [16.33333333 11.66666667],0
v1,1,0.587746,0.293878,[4 4] ; [11 17],[3.33333333 4.66666667] ; [11.66666667 16.33333333],0
n1,1,0.678845,0.171429,[2 2] ; [3 5],[1.66666667 2.33333333] ; [3.33333333 4.66666667],0
n2,1,0.678845,0.171429,[2 2] ; [5 3],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
n3,1,0.678845,0.171429,[2 2] ; [5 3],[2.33333333 1.66666667] ; [4.66666667 3.33333333],0
s3,1,0.842342,0.03956,[2 6] ; [ 8 20],[2.22222222 5.77777778] ; [ 7.77777778 20.22222222],0
v3,1,0.842342,0.03956,[2 6] ; [ 8 20],[2.22222222 5.77777778] ; [ 7.77777778 20.22222222],0
d4,1,0.842342,0.03956,[6 2] ; [20  8],[5.77777778 2.22222222] ; [20.22222222  7.77777778],0
s2,1,0.842342,0.03956,[2 6] ; [ 8 20],[2.22222222 5.77777778] ; [ 7.77777778 20.22222222],0
a8,1,0.869467,0.027006,[1 7] ; [ 4 23],[1.14285714 6.85714286] ; [ 3.85714286 23.14285714],0
p1,1,0.887288,0.020089,[1 7] ; [ 3 25],[0.88888889 7.11111111] ; [ 3.11111111 24.88888889],0
a1,1,0.887288,0.020089,[1 7] ; [ 3 25],[0.88888889 7.11111111] ; [ 3.11111111 24.88888889],0
d5,1,0.926113,0.0086,[5 3] ; [18 10],[5.11111111 2.88888889] ; [17.88888889 10.11111111],0
b2,1,0.962486,0.002212,[2 3] ; [ 7 10],[2.04545455 2.95454545] ; [ 6.95454545 10.04545455],0
b3,1,0.962486,0.002212,[2 3] ; [ 7 10],[2.04545455 2.95454545] ; [ 6.95454545 10.04545455],0
b4,1,1.0,0.0,[4 4] ; [14 14],[4. 4.] ; [14. 14.],0
