Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000681,11.539903,[14 10] ; [13 50],[ 7.44827586 16.55172414] ; [19.55172414 43.44827586],1
v1,1,0.102286,2.669534,[ 6 22] ; [26 41],[ 9.43157895 18.56842105] ; [22.56842105 44.43157895],0
a3,1,0.122821,2.380975,[20  8] ; [37 31],[16.625 11.375] ; [40.375 27.625],0
p3,1,0.161997,1.955487,[13 15] ; [21 46],[10.02105263 17.97894737] ; [23.97894737 43.02105263],0
p9,1,0.164751,1.93007,[16 10] ; [30 36],[13. 13.] ; [33. 33.],0
u1,1,0.197236,1.662723,[ 5 23] ; [ 6 63],[ 3.17525773 24.82474227] ; [ 7.82474227 61.17525773],0
d4,1,0.260993,1.263482,[25  3] ; [55 14],[23.09278351  4.90721649] ; [56.90721649 12.09278351],0
n3,1,0.264617,1.244441,[11  3] ; [14  9],[9.45945946 4.54054054] ; [15.54054054  7.45945946],0
n6,1,0.303299,1.059634,[16 12] ; [31 37],[13.70833333 14.29166667] ; [33.29166667 34.70833333],0
p8,1,0.32865,0.95421,[ 6 22] ; [21 46],[ 7.95789474 20.04210526] ; [19.04210526 47.95789474],0
a4,1,0.351209,0.869083,[13 15] ; [25 44],[10.96907216 17.03092784] ; [27.03092784 41.96907216],0
p7,1,0.378825,0.774512,[13 15] ; [25 43],[11.08333333 16.91666667] ; [26.91666667 41.08333333],0
b1,1,0.405611,0.691628,[16 12] ; [33 36],[14.1443299 13.8556701] ; [34.8556701 34.1443299],0
v2,1,0.441641,0.592015,[14 13] ; [28 37],[12.32608696 14.67391304] ; [29.67391304 35.32608696],0
a7,1,0.444139,0.585566,[17 10] ; [49 20],[18.5625  8.4375] ; [47.4375 21.5625],0
a5,1,0.4815,0.495464,[18 10] ; [39 30],[16.45360825 11.54639175] ; [40.54639175 28.45360825],0
a2,1,0.490652,0.475096,[ 4 24] ; [14 55],[ 5.19587629 22.80412371] ; [12.80412371 56.19587629],0
r3,1,0.506756,0.440759,[25  3] ; [58 11],[23.95876289  4.04123711] ; [59.04123711  9.95876289],0
b4,1,0.565445,0.330363,[18 10] ; [40 29],[16.74226804 11.25773196] ; [41.25773196 27.74226804],0
v3,1,0.57274,0.31812,[ 9 18] ; [17 45],[ 7.88764045 19.11235955] ; [18.11235955 43.88764045],0
n2,1,0.618228,0.248366,[7 7] ; [14 10],[7.73684211 6.26315789] ; [13.26315789 10.73684211],0
u2,1,0.64314,0.214659,[5 3] ; [16 14],[4.42105263 3.57894737] ; [16.57894737 13.42105263],0
n4,1,0.650045,0.205844,[ 9 19] ; [19 50],[ 8.08247423 19.91752577] ; [19.91752577 49.08247423],0
p4,1,0.676121,0.174525,[10 18] ; [27 40],[10.90526316 17.09473684] ; [26.09473684 40.90526316],0
v4,1,0.708814,0.139464,[24  4] ; [57 12],[23.3814433  4.6185567] ; [57.6185567 11.3814433],0
b5,1,0.75362,0.098514,[18 10] ; [42 27],[17.31958763 10.68041237] ; [42.68041237 26.31958763],0
b3,1,0.786944,0.073052,[3 9] ; [ 7 26],[2.66666667 9.33333333] ; [ 7.33333333 25.66666667],0
b2,1,0.786944,0.073052,[3 9] ; [ 7 26],[2.66666667 9.33333333] ; [ 7.33333333 25.66666667],0
s1,1,0.801102,0.063464,[ 2 26] ; [ 6 63],[ 2.30927835 25.69072165] ; [ 5.69072165 63.30927835],0
a1,1,0.862289,0.030089,[ 1 27] ; [ 2 67],[ 0.86597938 27.13402062] ; [ 2.13402062 66.86597938],0
p2,1,0.909904,0.012805,[16 12] ; [38 30],[15.75 12.25] ; [38.25 29.75],0
r1,1,0.930556,0.007594,[18 10] ; [45 24],[18.18556701  9.81443299] ; [44.81443299 24.18556701],0
a6,1,0.955386,0.00313,[16 12] ; [39 30],[15.87628866 12.12371134] ; [39.12371134 29.87628866],0
