Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000681,11.539903,[14 10] ; [13 50],[ 7.44827586 16.55172414] ; [19.55172414 43.44827586],1
p6,1,0.002707,8.995358,[11 17] ; [ 8 58],[ 5.65957447 22.34042553] ; [13.34042553 52.65957447],0
s2,1,0.004582,8.037454,[19  9] ; [25 44],[12.70103093 15.29896907] ; [31.29896907 37.70103093],0
d3,1,0.007745,7.091436,[24  3] ; [42 27],[18.5625  8.4375] ; [47.4375 21.5625],0
d2,1,0.010243,6.592082,[19  9] ; [27 42],[13.27835052 14.72164948] ; [32.72164948 36.27835052],0
d1,1,0.01029,6.583947,[21  7] ; [32 37],[15.29896907 12.70103093] ; [37.70103093 31.29896907],0
s8,1,0.014339,5.995912,[11 17] ; [11 57],[ 6.41666667 21.58333333] ; [15.58333333 52.41666667],0
u3,1,0.026215,4.941759,[7 1] ; [13 17],[4.21052632 3.78947368] ; [15.78947368 14.21052632],0
p10,1,0.027356,4.868227,[17 10] ; [25 41],[12.19354839 14.80645161] ; [29.80645161 36.19354839],0
s6,1,0.029113,4.760924,[19  8] ; [31 37],[14.21052632 12.78947368] ; [35.78947368 32.21052632],0
d5,1,0.031956,4.600874,[25  2] ; [50 19],[21.09375  5.90625] ; [53.90625 15.09375],0
s5,1,0.033098,4.540686,[11 14] ; [14 51],[ 6.94444444 18.05555556] ; [18.05555556 46.94444444],0
r2,1,0.044185,4.049478,[26  1] ; [55 14],[22.78125  4.21875] ; [58.21875 10.78125],0
r4,1,0.076023,3.147931,[23  5] ; [44 25],[19.34020619  8.65979381] ; [47.65979381 21.34020619],0
n1,1,0.090415,2.866964,[5 9] ; [ 3 21],[ 2.94736842 11.05263158] ; [ 5.05263158 18.94736842],0
p1,1,0.090783,2.860434,[ 4 24] ; [ 3 65],[ 2.04166667 25.95833333] ; [ 4.95833333 63.04166667],0
s3,1,0.092151,2.836384,[17 11] ; [28 39],[13.26315789 14.73684211] ; [31.73684211 35.26315789],0
