Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,97.054584,[241  72] ; [ 4 48],[210.09589041 102.90410959] ; [34.90410959 17.09589041],1
d3,1,0.0,67.220697,[243  70] ; [11 41],[217.81369863  95.18630137] ; [36.18630137 15.81369863],1
d5,1,0.0,51.625343,[283  30] ; [27 25],[265.83561644  47.16438356] ; [44.16438356  7.83561644],1
a3,1,3e-06,22.115646,[262  50] ; [29 23],[249.42857143  62.57142857] ; [41.57142857 10.42857143],1
d2,1,0.001107,10.639524,[190 123] ; [19 33],[179.22465753 133.77534247] ; [29.77534247 22.22465753],0
a5,1,0.00178,9.763818,[262  51] ; [34 18],[253.83013699  59.16986301] ; [42.16986301  9.83013699],0
v3,1,0.002147,9.419775,[151 147] ; [14 37],[140.88825215 157.11174785] ; [24.11174785 26.88825215],0
u1,1,0.00459,8.034306,[ 80 233] ; [ 4 48],[ 72.03287671 240.96712329] ; [11.96712329 40.03287671],0
a2,1,0.013384,6.11761,[ 94 219] ; [ 7 45],[ 86.6109589 226.3890411] ; [14.3890411 37.6109589],0
a4,1,0.022046,5.242149,[162 151] ; [18 34],[154.35616438 158.64383562] ; [25.64383562 26.35616438],0
v4,1,0.030562,4.677372,[305   7] ; [47  4],[302.54545455   9.45454545] ; [49.45454545  1.54545455],0
r1,1,0.03201,4.59796,[268  44] ; [37 13],[262.87292818  49.12707182] ; [42.12707182  7.87292818],0
v2,1,0.059618,3.547982,[190 111] ; [24 25],[184.04 116.96] ; [29.96 19.04],0
b4,1,0.061089,3.507581,[182 131] ; [23 29],[175.79452055 137.20547945] ; [29.20547945 22.79452055],0
s2,1,0.072486,3.225818,[229  82] ; [32 20],[223.61157025  87.38842975] ; [37.38842975 14.61157025],0
p6,1,0.075711,3.154645,[154 155] ; [19 33],[148.08033241 160.91966759] ; [24.91966759 27.08033241],0
n4,1,0.085165,2.963472,[263  49] ; [38 13],[258.7107438  53.2892562] ; [42.2892562  8.7107438],0
p3,1,0.122528,2.384705,[192 121] ; [26 26],[186.94246575 126.05753425] ; [31.05753425 20.94246575],0
s5,1,0.126777,2.331535,[141 155] ; [18 32],[136.02312139 159.97687861] ; [22.97687861 27.02312139],0
p4,1,0.140775,2.169466,[218  94] ; [31 21],[213.42857143  98.57142857] ; [35.57142857 16.42857143],0
p5,1,0.153712,2.035019,[ 54 254] ; [ 5 47],[ 50.47777778 257.52222222] ; [ 8.52222222 43.47777778],0
v1,1,0.180721,1.791685,[197 106] ; [27 22],[192.81818182 110.18181818] ; [31.18181818 17.81818182],0
r2,1,0.205787,1.600821,[296  12] ; [47  4],[294.2729805  13.7270195] ; [48.7270195  2.2729805],0
p11,1,0.206579,1.595242,[263  50] ; [40 12],[259.83287671  53.16712329] ; [43.16712329  8.83287671],0
p8,1,0.215079,1.536907,[188 120] ; [27 25],[183.94444444 124.05555556] ; [31.05555556 20.94444444],0
b3,1,0.215287,1.535513,[102 114] ; [13 23],[ 98.57142857 117.42857143] ; [16.42857143 19.57142857],0
b2,1,0.215287,1.535513,[102 114] ; [13 23],[ 98.57142857 117.42857143] ; [16.42857143 19.57142857],0
s3,1,0.216752,1.525746,[233  76] ; [35 17],[229.39612188  79.60387812] ; [38.60387812 13.39612188],0
a7,1,0.222007,1.491351,[224  88] ; [33 19],[220.28571429  91.71428571] ; [36.71428571 15.28571429],0
p1,1,0.242993,1.363143,[ 31 280] ; [ 8 44],[ 33.41322314 277.58677686] ; [ 5.58677686 46.41322314],0
p10,1,0.247838,1.335449,[285  27] ; [49  2],[287.07438017  24.92561983] ; [46.92561983  4.07438017],0
a1,1,0.249873,1.324011,[ 18 295] ; [ 1 51],[ 16.29315068 296.70684932] ; [ 2.70684932 49.29315068],0
p12,1,0.266072,1.236885,[ 41 270] ; [ 4 48],[ 38.55371901 272.44628099] ; [ 6.44628099 45.55371901],0
p2,1,0.271028,1.211538,[270  42] ; [42 10],[267.42857143  44.57142857] ; [44.57142857  7.42857143],0
b1,1,0.324128,0.972218,[116 197] ; [23 29],[119.19726027 193.80273973] ; [19.80273973 32.19726027],0
s1,1,0.34804,0.880589,[ 10 299] ; [ 3 48],[ 11.15833333 297.84166667] ; [ 1.84166667 49.15833333],0
u4,1,0.349339,0.875858,[ 15 298] ; [ 1 51],[ 13.72054795 299.27945205] ; [ 2.27945205 49.72054795],0
n6,1,0.357391,0.847041,[276  34] ; [44  8],[274.03314917  35.96685083] ; [45.96685083  6.03314917],0
r4,1,0.393797,0.727185,[293  20] ; [47  5],[291.56164384  21.43835616] ; [48.43835616  3.56164384],0
u3,1,0.408479,0.683223,[36 15] ; [14  9],[34.45945946 16.54054054] ; [15.54054054  7.45945946],0
a6,1,0.414533,0.665763,[210 102] ; [32 20],[207.42857143 104.57142857] ; [34.57142857 17.42857143],0
u2,1,0.435831,0.607234,[33 17] ; [13 10],[31.50684932 18.49315068] ; [14.49315068  8.50684932],0
s7,1,0.45347,0.561964,[237  64] ; [37 13],[234.96866097  66.03133903] ; [39.03133903 10.96866097],0
s6,1,0.484915,0.487788,[261  48] ; [45  6],[262.65  46.35] ; [43.35  7.65],0
n1,1,0.512116,0.429741,[29 37] ; [7 6],[30.07594937 35.92405063] ; [5.92405063 7.07594937],0
n3,1,0.53106,0.392363,[45 21] ; [10  3],[45.94936709 20.05063291] ; [9.05063291 3.94936709],0
n2,1,0.674579,0.176293,[47 19] ; [10  3],[47.62025316 18.37974684] ; [9.37974684 3.62025316],0
n5,1,0.677959,0.172433,[252  58] ; [41 11],[250.91160221  59.08839779] ; [42.08839779  9.91160221],0
p7,1,0.818198,0.052837,[216  86] ; [38 14],[216.68926554  85.31073446] ; [37.31073446 14.68926554],0
b5,1,0.881883,0.022077,[190 123] ; [31 21],[189.51506849 123.48493151] ; [31.48493151 20.51506849],0
r3,1,0.904845,0.01429,[302  11] ; [50  2],[301.85205479  11.14794521] ; [50.14794521  1.85205479],0
a8,1,0.924887,0.008889,[ 52 234] ; [ 9 39],[ 52.23353293 233.76646707] ; [ 8.76646707 39.23353293],0
s4,1,0.956933,0.002916,[ 61 251] ; [10 42],[ 60.85714286 251.14285714] ; [10.14285714 41.85714286],0
