Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,3e-06,21.779996,[13 35] ; [63 29],[26.05714286 21.94285714] ; [49.94285714 42.05714286],1
n4,1,0.299103,1.078187,[27 21] ; [60 32],[29.82857143 18.17142857] ; [57.17142857 34.82857143],0
n2,1,0.356859,0.848916,[8 1] ; [17  6],[7.03125 1.96875] ; [17.96875  5.03125],0
p1,1,0.375893,0.784091,[ 1 45] ; [ 5 87],[ 2. 44.] ; [ 4. 88.],0
s6,1,0.390552,0.737222,[33 14] ; [70 21],[35.07971014 11.92028986] ; [67.92028986 23.07971014],0
n3,1,0.407016,0.6875,[5 4] ; [17  7],[6. 3.] ; [16.  8.],0
d3,1,0.424352,0.638232,[29 18] ; [63 29],[31.10791367 15.89208633] ; [60.89208633 31.10791367],0
p11,1,0.456948,0.55336,[36 12] ; [74 18],[37.71428571 10.28571429] ; [72.28571429 19.71428571],0
v4,1,0.485712,0.486011,[43  4] ; [87  5],[43.95683453  3.04316547] ; [86.04316547  5.95683453],0
s3,1,0.555462,0.347623,[39  9] ; [70 21],[37.64028777 10.35971223] ; [71.35971223 19.64028777],0
s1,1,0.63178,0.229655,[ 1 46] ; [ 1 90],[ 0.68115942 46.31884058] ; [ 1.31884058 89.68115942],0
n6,1,0.661533,0.191667,[37  9] ; [71 21],[36. 10.] ; [72. 20.],0
n5,1,0.682882,0.1669,[29 18] ; [60 32],[30.09352518 16.90647482] ; [58.90647482 33.09352518],0
s4,1,0.714347,0.133974,[ 8 38] ; [18 72],[ 8.79411765 37.20588235] ; [17.20588235 72.79411765],0
r3,1,0.74383,0.106789,[46  2] ; [87  5],[45.6  2.4] ; [87.4  4.6],0
b5,1,0.760118,0.093224,[31 17] ; [57 35],[30.17142857 17.82857143] ; [57.82857143 34.17142857],0
n1,1,0.820422,0.05153,[2 7] ; [ 6 17],[2.25 6.75] ; [ 5.75 17.25],0
u3,1,0.821268,0.051037,[16 13] ; [18 13],[16.43333333 12.56666667] ; [17.56666667 13.43333333],0
p6,1,0.826568,0.048007,[15 31] ; [28 63],[14.4379562 31.5620438] ; [28.5620438 62.4379562],0
b4,1,0.877453,0.023777,[27 21] ; [53 39],[27.42857143 20.57142857] ; [52.57142857 39.42857143],0
u2,1,0.912877,0.011971,[15 14] ; [17 15],[15.21311475 13.78688525] ; [16.78688525 15.21311475],0
a1,1,0.959935,0.002524,[ 2 46] ; [ 4 88],[ 2.05714286 45.94285714] ; [ 3.94285714 88.05714286],0
p5,1,1.0,0.0,[ 3 43] ; [ 6 86],[ 3. 43.] ; [ 6. 86.],0
