Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.7e-05,16.55249,[81 58] ; [77 15],[95.07359307 43.92640693] ; [62.92640693 29.07359307],1
p8,1,0.000251,13.405314,[73 63] ; [72 21],[86.11353712 49.88646288] ; [58.88646288 34.11353712],1
p9,1,0.002195,9.378491,[103  36] ; [84  9],[112.0387931  26.9612069] ; [74.9612069 18.0387931],0
p11,1,0.00305,8.777173,[106  33] ; [85  8],[114.43534483  24.56465517] ; [76.56465517 16.43534483],0
s8,1,0.007423,7.167585,[ 25 114] ; [31 62],[ 33.55172414 105.44827586] ; [22.44827586 70.55172414],0
p10,1,0.011081,6.45221,[103  36] ; [80 11],[110.59565217  28.40434783] ; [72.40434783 18.59565217],0
b4,1,0.011799,6.340898,[71 68] ; [63 30],[80.28448276 58.71551724] ; [53.71551724 39.28448276],0
a4,1,0.017429,5.65265,[52 87] ; [49 43],[60.77489177 78.22510823] ; [40.22510823 51.77489177],0
s6,1,0.040937,4.178617,[72 65] ; [59 30],[79.41150442 57.58849558] ; [51.58849558 37.41150442],0
p2,1,0.057906,3.596376,[114  24] ; [85  8],[118.88311688  19.11688312] ; [80.11688312 12.88311688],0
s5,1,0.082006,3.024699,[ 27 107] ; [27 62],[ 32.44843049 101.55156951] ; [21.55156951 67.44843049],0
p1,1,0.093762,2.808577,[ 10 128] ; [13 80],[ 13.74025974 124.25974026] ; [ 9.25974026 83.74025974],0
p12,1,0.103685,2.647925,[  6 133] ; [ 9 84],[  8.98706897 130.01293103] ; [ 6.01293103 86.98706897],0
n4,1,0.104322,2.638199,[99 40] ; [75 18],[104.25  34.75] ; [69.75 23.25],0
s1,1,0.10608,2.611674,[  7 131] ; [ 1 91],[  4.8 133.2] ; [ 3.2 88.8],0
s4,1,0.108847,2.570876,[ 16 122] ; [17 71],[ 20.15044248 117.84955752] ; [12.84955752 75.15044248],0
d2,1,0.11172,2.529718,[57 82] ; [48 45],[62.90948276 76.09051724] ; [42.09051724 50.90948276],0
d3,1,0.128945,2.305163,[90 49] ; [69 24],[95.26293103 43.73706897] ; [63.73706897 29.26293103],0
d1,1,0.135872,2.2241,[76 63] ; [60 33],[81.48275862 57.51724138] ; [54.51724138 38.48275862],0
a2,1,0.136058,2.221983,[ 22 117] ; [22 71],[ 26.36206897 112.63793103] ; [17.63793103 75.36206897],0
r4,1,0.146103,2.112471,[120  19] ; [86  7],[123.42241379  15.57758621] ; [82.57758621 10.42241379],0
p3,1,0.162725,1.948722,[80 59] ; [62 31],[85.07758621 53.92241379] ; [56.92241379 36.07758621],0
b1,1,0.180292,1.795219,[52 87] ; [43 50],[56.91810345 82.08189655] ; [38.08189655 54.91810345],0
d4,1,0.200516,1.638612,[107  32] ; [78 15],[110.84051724  28.15948276] ; [74.15948276 18.84051724],0
n5,1,0.202293,1.625743,[95 44] ; [70 22],[99.28571429 39.71428571] ; [65.71428571 26.28571429],0
p5,1,0.204973,1.606579,[ 12 126] ; [13 80],[ 14.93506494 123.06493506] ; [10.06493506 82.93506494],0
a6,1,0.230828,1.435755,[100  39] ; [60 33],[95.86206897 43.13793103] ; [64.13793103 28.86206897],0
b2,1,0.239388,1.384193,[24 57] ; [22 34],[27.19708029 53.80291971] ; [18.80291971 37.19708029],0
b3,1,0.239388,1.384193,[24 57] ; [22 34],[27.19708029 53.80291971] ; [18.80291971 37.19708029],0
u1,1,0.266312,1.235647,[ 18 121] ; [17 76],[ 20.96982759 118.03017241] ; [14.03017241 78.96982759],0
r2,1,0.283401,1.150707,[123  15] ; [84  6],[125.28947368  12.71052632] ; [81.71052632  8.28947368],0
u3,1,0.313725,1.01493,[36 22] ; [18 17],[33.67741935 24.32258065] ; [20.32258065 14.67741935],0
d5,1,0.323751,0.973731,[111  28] ; [79 14],[113.8362069  25.1637931] ; [76.1637931 16.8362069],0
v1,1,0.352249,0.865339,[71 64] ; [53 37],[74.4 60.6] ; [49.6 40.4],0
r3,1,0.374762,0.787815,[129  10] ; [88  4],[130.57575758   8.42424242] ; [86.42424242  5.57575758],0
a7,1,0.426046,0.633577,[104  35] ; [73 19],[106.50649351  32.49350649] ; [70.49350649 21.50649351],0
s2,1,0.431666,0.618336,[42 94] ; [33 59],[44.73684211 91.26315789] ; [30.26315789 61.73684211],0
v4,1,0.467584,0.527679,[128  11] ; [87  5],[129.37229437   9.62770563] ; [85.62770563  6.37229437],0
a3,1,0.49947,0.456063,[79 60] ; [57 36],[81.48275862 57.51724138] ; [54.51724138 38.48275862],0
n6,1,0.530603,0.393237,[111  27] ; [77 15],[112.8  25.2] ; [75.2 16.8],0
r1,1,0.562463,0.335458,[105  33] ; [73 19],[106.8  31.2] ; [71.2 20.8],0
s3,1,0.593128,0.285485,[51 84] ; [38 54],[52.92951542 82.07048458] ; [36.07048458 55.92951542],0
a8,1,0.624466,0.23964,[ 11 114] ; [ 9 74],[ 12.01923077 112.98076923] ; [ 7.98076923 75.01923077],0
b5,1,0.768189,0.086875,[81 58] ; [56 37],[82.08189655 56.91810345] ; [54.91810345 38.08189655],0
n2,1,0.782967,0.075875,[22  9] ; [8 4],[21.62790698  9.37209302] ; [8.37209302 3.62790698],0
v3,1,0.785436,0.074116,[45 86] ; [29 60],[44.06363636 86.93636364] ; [29.93636364 59.06363636],0
a1,1,0.785529,0.07405,[  5 134] ; [ 4 89],[  5.39224138 133.60775862] ; [ 3.60775862 89.39224138],0
u2,1,0.793402,0.068589,[29 29] ; [17 19],[28.38297872 29.61702128] ; [17.61702128 18.38297872],0
n3,1,0.795061,0.067467,[25  7] ; [9 2],[25.30232558  6.69767442] ; [8.69767442 2.30232558],0
a5,1,0.796122,0.066754,[101  38] ; [69 24],[101.85344828  37.14655172] ; [68.14655172 24.85344828],0
v2,1,0.802237,0.062727,[74 59] ; [48 41],[73.09009009 59.90990991] ; [48.90990991 40.09009009],0
n1,1,0.894876,0.01746,[10 22] ; [4 8],[10.18181818 21.81818182] ; [3.81818182 8.18181818],0
