Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,58.472233,[266 183] ; [210  30],[310.19448476 138.80551524] ; [165.80551524  74.19448476],1
s2,1,0.0,52.052683,[187 261] ; [170  71],[232.12772134 215.87227866] ; [124.87227866 116.12772134],1
p5,1,0.0,40.467911,[ 23 426] ; [ 50 191],[ 47.50289855 401.49710145] ; [ 25.49710145 215.50289855],1
s7,1,0.0,37.366678,[181 249] ; [156  77],[218.56711916 211.43288084] ; [118.43288084 114.56711916],1
s8,1,0.0,32.503274,[171 280] ; [146  95],[206.59971098 244.40028902] ; [110.40028902 130.59971098],1
s3,1,1e-06,23.884743,[227 220] ; [167  71],[257.10656934 189.89343066] ; [136.89343066 101.10656934],1
s4,1,5e-06,21.002977,[ 48 400] ; [ 57 181],[ 68.57142857 379.42857143] ; [ 36.42857143 201.57142857],1
p7,1,1e-05,19.472577,[268 175] ; [181  53],[293.80649926 149.19350074] ; [155.19350074  78.80649926],1
p12,1,2.5e-05,17.745601,[ 21 427] ; [ 33 207],[ 35.1627907 412.8372093] ; [ 18.8372093 221.1627907],1
p6,1,5.7e-05,16.187703,[139 308] ; [111 127],[163.13868613 283.86131387] ; [ 86.86131387 151.13868613],1
p10,1,0.000214,13.703377,[345 102] ; [213  27],[363.06550218  83.93449782] ; [194.93449782  45.06550218],1
p3,1,0.00032,12.951891,[202 249] ; [142  98],[224.52098408 226.47901592] ; [119.47901592 120.52098408],1
p9,1,0.000641,11.653763,[357  91] ; [214  24],[372.89795918  75.10204082] ; [198.10204082  39.89795918],1
n6,1,0.000926,10.969532,[363  87] ; [216  23],[378.15674891  71.84325109] ; [200.84325109  38.15674891],1
p8,1,0.001003,10.821428,[217 228] ; [148  91],[237.46345029 207.53654971] ; [127.53654971 111.46345029],0
p4,1,0.00145,10.141246,[254 196] ; [164  74],[273.40116279 176.59883721] ; [144.59883721  93.40116279],0
v1,1,0.004021,8.274391,[229 211] ; [153  88],[246.81350954 193.18649046] ; [135.18649046 105.81350954],0
a3,1,0.006016,7.545511,[314 137] ; [192  50],[329.3015873 121.6984127] ; [176.6984127  65.3015873],0
n5,1,0.012802,6.196233,[322 126] ; [194  47],[335.51233672 112.48766328] ; [180.48766328  60.51233672],0
a7,1,0.014433,5.984355,[350 101] ; [168  75],[336.62536023 114.37463977] ; [181.37463977  61.62536023],0
d2,1,0.018156,5.581025,[212 239] ; [136 105],[226.80346821 224.19653179] ; [121.19653179 119.80346821],0
n1,1,0.020434,5.374391,[26 67] ; [22 24],[32.11510791 60.88489209] ; [15.88489209 30.11510791],0
a5,1,0.020469,5.371478,[335 117] ; [199  44],[347.29208633 104.70791367] ; [186.70791367  56.29208633],0
u1,1,0.025129,5.014995,[ 81 371] ; [ 61 182],[ 92.35107914 359.64892086] ; [ 49.64892086 193.35107914],0
p1,1,0.03379,4.505299,[ 28 421] ; [ 26 215],[ 35.13913043 413.86086957] ; [ 18.86086957 222.13913043],0
a2,1,0.039748,4.22859,[107 345] ; [ 75 168],[118.36546763 333.63453237] ; [ 63.63453237 179.36546763],0
b5,1,0.040928,4.178986,[278 174] ; [130 113],[265.34676259 186.65323741] ; [142.65323741 100.34676259],0
v3,1,0.047622,3.923275,[167 261] ; [113 128],[179.13303438 248.86696562] ; [100.86696562 140.13303438],0
a4,1,0.054795,3.688313,[199 251] ; [126 117],[211.03896104 238.96103896] ; [113.96103896 129.03896104],0
b2,1,0.057162,3.617868,[ 94 171] ; [67 82],[103.05555556 161.94444444] ; [57.94444444 91.05555556],0
b3,1,0.057162,3.617868,[ 94 171] ; [67 82],[103.05555556 161.94444444] ; [57.94444444 91.05555556],0
a6,1,0.059363,3.555092,[325 126] ; [157  84],[314.13583815 136.86416185] ; [167.86416185  73.13583815],0
d1,1,0.063334,3.447856,[267 185] ; [161  82],[278.35395683 173.64604317] ; [149.64604317  93.35395683],0
d4,1,0.07752,3.11614,[373  77] ; [212  29],[380.96960926  69.03039074] ; [204.03039074  36.96960926],0
n2,1,0.079357,3.078014,[62 31] ; [38  9],[66.42857143 26.57142857] ; [33.57142857 13.42857143],0
u2,1,0.124169,2.363935,[85 51] ; [25 25],[80.43010753 55.56989247] ; [29.56989247 20.43010753],0
n3,1,0.174203,1.846401,[64 28] ; [37  9],[67.33333333 24.66666667] ; [33.66666667 12.33333333],0
r2,1,0.19555,1.675298,[434  15] ; [238   4],[436.65412446  12.34587554] ; [235.34587554   6.65412446],0
d5,1,0.195942,1.672368,[368  83] ; [206  35],[374.09537572  76.90462428] ; [199.90462428  41.09537572],0
u4,1,0.219186,1.509695,[ 12 440] ; [  3 240],[  9.75539568 442.24460432] ; [  5.24460432 237.75539568],0
n4,1,0.297801,1.084014,[348 103] ; [195  47],[353.38095238  97.61904762] ; [189.61904762  52.38095238],0
p2,1,0.304936,1.052484,[375  75] ; [208  33],[379.66714906  70.33285094] ; [203.33285094  37.66714906],0
a1,1,0.371287,0.799353,[ 16 436] ; [ 12 231],[ 18.21007194 433.78992806] ; [  9.78992806 233.21007194],0
v2,1,0.54079,0.374078,[253 174] ; [148  92],[256.71214393 170.28785607] ; [144.28785607  95.71214393],0
v4,1,0.543913,0.368336,[433  17] ; [235   7],[434.39306358  15.60693642] ; [233.60693642   8.39306358],0
s1,1,0.648346,0.207992,[ 16 430] ; [  7 232],[ 14.97518248 431.02481752] ; [  8.02481752 230.97518248],0
