Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.021171,5.31267,[8 9] ; [37 11],[11.76923077  5.23076923] ; [33.23076923 14.76923077],0
b3,1,0.069983,3.283429,[6 3] ; [ 8 17],[3.70588235 5.29411765] ; [10.29411765 14.70588235],0
b2,1,0.069983,3.283429,[6 3] ; [ 8 17],[3.70588235 5.29411765] ; [10.29411765 14.70588235],0
s7,1,0.085245,2.961947,[13  2] ; [27 16],[10.34482759  4.65517241] ; [29.65517241 13.34482759],0
u4,1,0.102077,2.672788,[ 2 15] ; [ 1 47],[ 0.78461538 16.21538462] ; [ 2.21538462 45.78461538],0
p3,1,0.153289,2.039216,[8 9] ; [32 16],[10.46153846  6.53846154] ; [29.53846154 18.46153846],0
n1,1,0.210096,1.570767,[5 2] ; [5 7],[3.68421053 3.31578947] ; [6.31578947 5.68421053],0
b1,1,0.222694,1.486928,[ 7 10] ; [28 20],[9.15384615 7.84615385] ; [25.84615385 22.15384615],0
d1,1,0.234211,1.415105,[13  4] ; [29 19],[10.98461538  6.01538462] ; [31.01538462 16.98461538],0
d4,1,0.253979,1.301285,[15  2] ; [36 12],[13.33846154  3.66153846] ; [37.66153846 10.33846154],0
s6,1,0.268923,1.222233,[10  7] ; [33 12],[11.79032258  5.20967742] ; [31.20967742 13.79032258],0
d5,1,0.306679,1.044926,[15  2] ; [36 11],[13.546875  3.453125] ; [37.453125  9.546875],0
a7,1,0.331442,0.943257,[14  3] ; [33 14],[12.484375  4.515625] ; [34.515625 12.484375],0
s5,1,0.3322,0.940303,[ 5 10] ; [21 23],[6.61016949 8.38983051] ; [19.38983051 24.61016949],0
n6,1,0.380397,0.769419,[12  5] ; [38  9],[13.28125  3.71875] ; [36.71875 10.28125],0
d3,1,0.390294,0.738027,[14  3] ; [33 13],[12.68253968  4.31746032] ; [34.31746032 11.68253968],0
s8,1,0.395848,0.720901,[10  7] ; [22 25],[8.5 8.5] ; [23.5 23.5],0
u1,1,0.415021,0.664372,[ 6 11] ; [12 36],[ 4.70769231 12.29230769] ; [13.29230769 34.70769231],0
r4,1,0.435511,0.608082,[14  3] ; [43  5],[14.90769231  2.09230769] ; [42.09230769  5.90769231],0
n4,1,0.437662,0.602405,[14  3] ; [35 13],[12.81538462  4.18461538] ; [36.18461538 11.81538462],0
p5,1,0.449419,0.572117,[ 1 16] ; [ 6 42],[ 1.83076923 15.16923077] ; [ 5.16923077 42.83076923],0
p1,1,0.453978,0.560701,[ 3 14] ; [ 5 42],[ 2.125 14.875] ; [ 5.875 41.125],0
s2,1,0.455197,0.557679,[12  5] ; [29 19],[10.72307692  6.27692308] ; [30.27692308 17.72307692],0
s1,1,0.463394,0.537684,[ 2 15] ; [ 3 45],[ 1.30769231 15.69230769] ; [ 3.69230769 44.30769231],0
r3,1,0.4786,0.502051,[15  2] ; [44  3],[15.671875  1.328125] ; [43.328125  3.671875],0
u2,1,0.481924,0.494505,[2 2] ; [11  5],[2.6 1.4] ; [10.4  5.6],0
a3,1,0.516663,0.420549,[13  4] ; [32 15],[11.953125  5.046875] ; [33.046875 13.953125],0
p8,1,0.531363,0.391785,[ 7 10] ; [24 24],[8.10769231 8.89230769] ; [22.89230769 25.10769231],0
b4,1,0.531363,0.391785,[10  7] ; [24 24],[8.89230769 8.10769231] ; [25.10769231 22.89230769],0
p9,1,0.536347,0.382353,[14  3] ; [36 12],[13.07692308  3.92307692] ; [36.92307692 11.07692308],0
a5,1,0.547543,0.361737,[13  4] ; [33 15],[12.03076923  4.96923077] ; [33.96923077 14.03076923],0
n5,1,0.554907,0.348599,[11  6] ; [34 13],[11.953125  5.046875] ; [33.046875 13.953125],0
p4,1,0.561126,0.337758,[10  7] ; [32 16],[10.98461538  6.01538462] ; [31.01538462 16.98461538],0
a4,1,0.631904,0.229488,[10  7] ; [25 23],[9.15384615 7.84615385] ; [25.84615385 22.15384615],0
u3,1,0.648077,0.208333,[2 2] ; [10  6],[2.4 1.6] ; [9.6 6.4],0
p2,1,0.649697,0.206282,[14  3] ; [37 11],[13.33846154  3.66153846] ; [37.66153846 10.33846154],0
r1,1,0.672038,0.179228,[13  4] ; [39  9],[13.6  3.4] ; [38.4  9.6],0
v4,1,0.674472,0.176415,[15  2] ; [44  4],[15.43076923  1.56923077] ; [43.56923077  4.43076923],0
v3,1,0.688123,0.161125,[ 5 12] ; [16 30],[ 5.66666667 11.33333333] ; [15.33333333 30.66666667],0
s4,1,0.774475,0.082097,[ 4 13] ; [13 35],[ 4.44615385 12.55384615] ; [12.55384615 35.44615385],0
n2,1,0.829454,0.046398,[5 2] ; [8 4],[4.78947368 2.21052632] ; [8.21052632 3.78947368],0
s3,1,0.853903,0.033908,[10  7] ; [27 21],[9.67692308 7.32307692] ; [27.32307692 20.67692308],0
a6,1,0.883274,0.021556,[11  6] ; [32 16],[11.24615385  5.75384615] ; [31.75384615 16.24615385],0
d2,1,0.883274,0.021556,[11  6] ; [32 16],[11.24615385  5.75384615] ; [31.75384615 16.24615385],0
b5,1,0.887777,0.019914,[12  5] ; [33 15],[11.76923077  5.23076923] ; [33.23076923 14.76923077],0
a2,1,0.887777,0.019914,[ 5 12] ; [15 33],[ 5.23076923 11.76923077] ; [14.76923077 33.23076923],0
n3,1,0.8908,0.018849,[6 1] ; [10  2],[5.89473684 1.10526316] ; [10.10526316  1.89473684],0
v1,1,0.951475,0.003703,[8 9] ; [23 25],[8.10769231 8.89230769] ; [22.89230769 25.10769231],0
v2,1,0.971884,0.001242,[10  7] ; [28 20],[9.93846154 7.06153846] ; [28.06153846 19.93846154],0
